,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1661,0.4,Premium,E,SI1,61.0,59.0,4.71,4.74,2.88,978.2726960509525
1663,0.31,Very Good,E,SI1,62.8,57.0,4.32,4.34,2.72,430.275085542366
1669,0.34,Ideal,E,VS1,62.8,56.0,4.46,4.49,2.81,586.3597269521586
1670,0.3,Ideal,E,VS2,62.3,57.0,4.32,4.29,2.68,342.4793278446366
1671,0.32,Ideal,E,VS2,62.0,55.0,4.38,4.46,2.74,486.41408548995673
1677,0.41,Very Good,E,SI1,63.1,57.0,4.73,4.71,2.98,1003.4283276082336
1696,0.24,Very Good,E,VVS1,62.5,59.0,3.96,4.01,2.49,109.55605184689784
1714,0.53,Very Good,E,VS2,60.1,60.0,5.21,5.28,3.15,1798.8028821333648
1716,0.9,Ideal,E,SI2,62.0,55.0,6.15,6.23,3.84,4517.573280749026
1717,1.11,Very Good,E,VVS1,60.2,59.0,6.67,6.79,4.05,6175.809897955411
1722,0.39,Ideal,E,SI1,61.1,55.0,4.74,4.75,2.9,839.7772995930363
1723,0.27,Very Good,E,VVS1,62.6,58.0,4.11,4.16,2.59,251.28323994008997
1724,2.03,Very Good,E,SI2,63.7,58.0,7.91,7.94,5.05,14121.11841986222
1727,0.51,Very Good,E,VS1,59.6,56.0,5.19,5.24,3.11,1627.7633978403055
1741,0.5,Premium,E,VS2,61.8,58.0,5.11,5.05,3.14,1551.3632079499255
1750,0.45,Ideal,E,SI2,61.5,55.0,4.92,4.97,3.04,1250.5721649244288
1762,0.39,Very Good,E,VS2,60.9,58.0,4.72,4.77,2.89,865.9497799561068
1763,0.57,Ideal,E,VS2,61.8,55.0,5.34,5.38,3.31,2020.1460757468958
1771,0.74,Good,E,SI1,62.8,61.0,5.74,5.76,3.61,3298.5195150464892
1773,0.57,Very Good,E,SI2,61.2,57.0,5.31,5.35,3.26,2069.788007888624
1775,1.01,Premium,E,SI1,60.7,58.0,6.5,6.48,3.94,5316.592884362408
1777,1.01,Very Good,E,VS1,62.9,60.0,6.33,6.43,4.01,5420.961218722955
1782,0.7,Premium,E,VVS1,61.7,59.0,5.71,5.67,3.51,2957.1339702125133
1784,0.38,Ideal,E,VVS1,62.3,56.0,4.64,4.67,2.9,813.9357980777042
1787,0.5,Good,E,SI1,64.0,57.0,5.04,4.99,3.21,1565.7909452275117
1789,0.35,Ideal,E,VVS1,61.9,56.0,4.53,4.55,2.81,635.7685523935363
1791,0.3,Ideal,E,VS2,61.5,56.0,4.33,4.29,2.65,350.1693368219194
1797,0.5,Very Good,E,VS2,63.2,57.0,5.06,5.03,3.19,1565.0623794948772
1800,0.31,Ideal,E,SI2,61.3,55.0,4.37,4.34,2.67,413.60647469407377
1808,0.3,Premium,E,VS2,62.5,58.0,4.26,4.31,2.68,398.5222936067528
1812,0.7,Premium,E,SI1,61.0,56.0,5.75,5.69,3.49,2935.7447896902786
1823,1.1,Good,E,SI2,63.3,56.0,6.53,6.58,4.15,6110.930736206169
1826,0.23,Very Good,E,VVS2,62.4,59.0,3.89,3.93,2.44,84.73711496953092
1832,0.77,Good,E,SI2,58.1,63.0,6.02,6.06,3.5,3463.2740342969464
1841,0.75,Very Good,E,VS1,61.5,54.0,5.88,5.82,3.6,3291.5210918594344
1849,0.34,Ideal,E,VVS1,61.6,55.0,4.5,4.52,2.78,571.9671316550657
1856,0.37,Very Good,E,VS2,62.3,59.0,4.56,4.59,2.85,797.9624489434661
1859,0.28,Ideal,E,VS2,61.5,56.0,4.22,4.24,2.6,262.76728813882346
1863,0.44,Ideal,E,VS2,61.6,54.0,4.9,4.97,3.04,1165.8437186774281
1869,1.03,Ideal,E,SI2,62.3,56.0,6.44,6.52,4.04,5525.325877159677
1884,1.6,Good,E,SI1,63.6,58.0,7.44,7.38,4.71,10237.076438263632
1888,0.27,Ideal,E,VS1,61.6,56.0,4.14,4.17,2.56,242.7667930827854
1892,0.7,Premium,E,VS2,60.2,60.0,5.73,5.7,3.44,2982.4800126955606
1893,0.31,Ideal,E,IF,60.4,56.0,4.43,4.38,2.66,371.9836924154522
1903,0.43,Very Good,E,VVS1,60.3,58.0,4.86,4.93,2.95,1142.4743594712386
1911,0.7,Premium,E,VS2,61.4,59.0,5.73,5.7,3.51,2943.896953681267
1914,0.71,Very Good,E,VS2,59.4,58.0,5.76,5.82,3.44,3076.1795070194803
1916,0.26,Ideal,E,VVS2,61.6,57.0,4.13,4.18,2.56,150.67747874432712
1917,0.91,Ideal,E,VVS1,61.7,56.0,6.18,6.23,3.83,4598.968004826368
1925,0.6,Ideal,E,VVS1,62.5,53.7,5.35,5.43,3.38,2287.399892447601
1928,0.28,Very Good,E,VS1,59.0,60.0,4.26,4.32,2.53,277.84575339396656
1930,0.34,Ideal,E,VS2,62.4,54.0,4.48,4.49,2.8,574.1804170393707
1944,1.04,Ideal,E,SI2,61.9,57.0,6.48,6.51,4.02,5601.9021594156875
1946,0.7,Ideal,E,SI1,62.8,56.0,5.69,5.72,3.58,2943.66568494283
1967,0.38,Very Good,E,SI1,62.8,58.0,4.6,4.63,2.9,843.3792704435382
1981,1.16,Ideal,E,SI2,61.9,55.0,6.71,6.77,4.17,6583.413829464194
1990,0.3,Very Good,E,SI1,60.6,56.0,4.35,4.37,2.64,349.8677841224976
1994,0.53,Ideal,E,SI1,60.6,57.0,5.27,5.23,3.18,1721.7701606958249
1999,1.11,Premium,E,SI2,61.0,60.0,6.68,6.66,4.07,6136.639223593621
2024,0.38,Very Good,E,IF,59.5,57.0,4.77,4.84,2.86,746.2308537893102
2025,1.01,Very Good,E,VS2,59.9,57.0,6.52,6.57,3.92,5323.287916888127
2028,1.0,Premium,E,SI1,60.5,59.0,6.4,6.45,3.89,5325.734308972781
2034,0.56,Ideal,E,VS2,60.7,57.0,5.34,5.31,3.23,1951.4283410397086
2042,1.03,Premium,E,VS2,61.3,61.0,6.53,6.46,3.98,5469.878463002314
2044,0.71,Very Good,E,VS2,64.0,57.0,5.66,5.68,3.63,3039.1238634314404
2056,0.74,Premium,E,VS1,60.9,62.0,5.83,5.8,3.54,3263.4311629793037
2057,1.13,Ideal,E,VS2,61.7,57.0,6.67,6.71,4.13,6324.676459620794
2059,0.24,Very Good,E,VVS2,60.9,58.0,4.03,4.05,2.46,70.1114129720886
2060,0.4,Good,E,SI1,63.2,56.0,4.65,4.69,2.95,985.3395652370796
2065,0.36,Ideal,E,VS1,62.0,56.0,4.59,4.57,2.84,671.54849025095
2068,1.51,Ideal,E,SI2,62.5,57.0,7.29,7.34,4.57,9519.21089823315
2075,0.39,Ideal,E,VVS2,61.9,55.0,4.7,4.73,2.92,861.1664801152699
2076,1.01,Ideal,E,SI2,61.1,57.0,6.48,6.52,3.97,5323.687341734937
2079,1.11,Ideal,E,VVS2,62.9,55.0,6.56,6.62,4.14,6198.264338890194
2085,0.51,Ideal,E,VS2,61.8,57.0,5.14,5.15,3.18,1620.0458006766219
2097,0.42,Ideal,E,SI1,61.3,57.0,4.79,4.81,2.94,1089.6690816933074
2098,0.5,Very Good,E,VS2,62.4,57.0,5.01,5.03,3.13,1642.3615116513465
2106,1.51,Very Good,E,VS2,63.3,61.0,7.24,7.17,4.56,9543.710468443864
2108,0.31,Very Good,E,VVS1,60.4,61.0,4.34,4.4,2.64,465.5871525538969
2112,0.25,Very Good,E,VVS2,62.1,58.0,4.03,4.06,2.51,146.45642648966464
2113,0.9,Very Good,E,SI1,63.1,58.0,6.12,6.02,3.83,4518.442796866799
2142,0.42,Ideal,E,VVS1,62.0,56.0,4.78,4.84,2.98,1080.9213660975656
2144,0.7,Very Good,E,VS2,61.7,60.0,5.67,5.7,3.51,2996.9704801400417
2149,0.31,Good,E,IF,64.2,60.0,4.28,4.22,2.73,442.32893512136343
2155,0.91,Very Good,E,SI2,60.5,59.0,6.26,6.34,3.81,4555.558950196653
2161,0.31,Ideal,E,VVS2,60.8,56.0,4.39,4.42,2.68,402.2811908477104
2166,0.4,Premium,E,VS1,61.8,55.0,4.76,4.72,2.93,903.515990164613
2168,0.51,Premium,E,VVS2,62.1,57.0,5.18,5.15,3.21,1568.1278529836932
2170,0.91,Very Good,E,SI2,60.0,60.0,6.23,6.28,3.75,4606.258588956839
2176,0.27,Ideal,E,VVS1,62.3,56.0,4.17,4.15,2.59,196.7249938296452
2196,0.3,Very Good,E,IF,60.9,59.0,4.29,4.32,2.62,406.5414434698598
2197,1.02,Good,E,SI1,63.7,62.0,6.31,6.4,4.05,5514.570394693578
2209,0.31,Premium,E,VS1,61.0,60.0,4.37,4.35,2.66,420.60305991921473
2212,0.32,Ideal,E,VS2,61.3,57.0,4.45,4.42,2.72,429.57982382831096
2215,0.31,Ideal,E,VS2,62.0,55.0,4.33,4.35,2.69,439.4498141713193
2222,0.52,Ideal,E,SI2,60.9,56.0,5.2,5.23,3.17,1686.7815187379408
2230,0.5,Good,E,SI2,63.2,61.0,5.02,5.05,3.18,1608.9260353442062
2231,1.5,Premium,E,SI2,61.2,59.0,7.41,7.36,4.52,9341.172990753035
2254,0.5,Ideal,E,VS2,62.5,57.0,5.1,5.04,3.17,1542.1884793209729
2261,0.36,Premium,E,VS1,61.3,58.0,4.58,4.56,2.8,700.9568206362903
2272,0.59,Ideal,E,VS2,60.2,59.0,5.47,5.49,3.3,2131.836460294582
2282,0.44,Premium,E,SI1,62.3,59.0,4.84,4.88,3.03,1211.0666338446376
2298,0.95,Very Good,E,SI1,62.8,59.0,6.21,6.25,3.91,4940.984243245587
2309,0.33,Ideal,E,VVS1,61.6,56.0,4.44,4.46,2.74,535.7601807644403
2317,0.54,Ideal,E,VS2,61.3,55.0,5.24,5.26,3.22,1833.1332423196
2336,0.5,Premium,E,VS1,62.8,59.0,5.09,5.0,3.17,1545.095188457419
2345,0.58,Ideal,E,VS2,61.6,55.0,5.33,5.38,3.3,2136.9231507967534
2348,0.3,Premium,E,VS1,61.4,59.0,4.32,4.28,2.64,363.0420704868484
2349,0.3,Ideal,E,VVS2,61.1,57.0,4.34,4.36,2.65,351.71678664048545
2353,1.0,Premium,E,SI1,61.9,62.0,6.4,6.34,3.94,5281.84306493705
2359,0.58,Very Good,E,SI2,59.0,62.0,5.46,5.49,3.23,2076.845485318747
2361,0.35,Very Good,E,IF,57.9,56.0,4.71,4.75,2.74,544.8254250649197
2362,0.52,Ideal,E,VS2,61.2,56.0,5.16,5.23,3.18,1716.6520041369872
2366,0.27,Very Good,E,VVS2,62.5,59.0,4.09,4.14,2.57,277.0287072699484
2370,0.33,Ideal,E,VS1,60.6,57.0,4.5,4.54,2.74,494.56441151903095
2371,0.91,Good,E,I1,57.7,63.0,6.35,6.3,3.65,4558.1996310773375
2373,1.08,Good,E,SI2,63.7,57.0,6.54,6.49,4.15,5883.883428131488
2375,0.24,Very Good,E,VS1,60.1,57.0,4.08,4.1,2.46,33.30707251479657
2380,0.31,Ideal,E,VS1,61.3,55.0,4.36,4.38,2.68,422.8790754704146
2383,0.34,Premium,E,SI2,62.4,59.0,4.46,4.42,2.77,598.014151684346
2384,0.6,Premium,E,VS1,61.0,61.0,5.46,5.39,3.31,2222.742607680792
2385,1.01,Premium,E,SI1,61.7,56.0,6.44,6.39,3.96,5345.280202809206
2389,0.63,Very Good,E,SI1,61.0,57.6,5.48,5.51,3.36,2502.5676053470033
2391,0.76,Ideal,E,VS2,62.1,55.0,5.84,5.88,3.64,3416.183920181351
2400,0.36,Very Good,E,VS2,61.3,60.0,4.55,4.59,2.8,731.9477428206899
2412,1.0,Ideal,E,SI2,62.0,57.0,6.37,6.41,3.96,5307.749134581192
2434,0.3,Premium,E,VS2,59.1,58.0,4.37,4.39,2.59,362.7053758069335
2435,1.0,Very Good,E,VVS2,61.7,55.0,6.38,6.42,3.95,5305.900132063204
2438,1.2,Ideal,E,SI2,62.0,57.0,6.8,6.82,4.22,6893.346297100065
2447,0.5,Ideal,E,VS2,62.9,54.0,5.14,5.1,3.22,1488.1551183911279
2451,0.42,Very Good,E,SI1,62.3,58.0,4.76,4.81,2.98,1094.1583826288122
2455,0.3,Very Good,E,SI1,63.2,57.0,4.3,4.25,2.7,343.2078935772713
2476,1.22,Very Good,E,VS2,59.5,60.0,6.91,7.0,4.14,7071.703953709999
2481,0.34,Ideal,E,SI1,63.0,55.0,4.47,4.42,2.8,572.6329672208055
2483,0.34,Very Good,E,VS2,62.8,58.0,4.43,4.45,2.79,617.9813427218041
2484,0.4,Ideal,E,SI2,61.2,55.0,4.74,4.77,2.91,939.6544950561653
2486,1.57,Ideal,E,VS2,62.3,57.0,7.39,7.44,4.62,10032.560619850761
2510,0.4,Very Good,E,VVS2,61.4,56.0,4.74,4.81,2.93,934.5696425159067
2514,0.75,Very Good,E,VS2,62.8,55.0,5.77,5.79,3.63,3367.8328013584314
2516,0.25,Ideal,E,VS2,60.6,57.0,4.08,4.11,2.48,126.18768275278421
2520,0.31,Ideal,E,VS1,60.1,55.0,4.42,4.53,2.69,386.56447821323013
2525,0.31,Very Good,E,SI1,63.1,57.0,4.31,4.28,2.71,435.7242209489425
2529,0.36,Ideal,E,VS1,62.4,55.0,4.61,4.59,2.87,640.2911573476208
2530,1.52,Good,E,I1,57.3,58.0,7.53,7.42,4.28,9581.05827297532
2531,0.94,Premium,E,SI1,62.0,58.0,6.24,6.27,3.88,4831.532894306695
2534,0.75,Ideal,E,SI1,62.1,55.0,5.81,5.85,3.62,3346.87063386941
2536,0.33,Ideal,E,SI1,59.6,57.0,4.53,4.49,2.69,488.1633778986434
2548,0.5,Very Good,E,VS2,62.8,60.0,5.02,5.08,3.17,1618.8920598726888
2549,0.86,Ideal,E,SI2,61.8,57.0,6.1,6.13,3.78,4170.346729455755
2555,0.28,Very Good,E,IF,59.6,55.0,4.24,4.31,2.55,283.0284780816128
2577,0.86,Very Good,E,VS2,62.3,56.0,6.05,6.08,3.78,4207.151069913048
2579,0.52,Ideal,E,SI1,60.1,59.0,5.18,5.23,3.13,1726.5201565180816
2580,0.41,Premium,E,VS1,62.3,59.0,4.76,4.74,2.96,992.3694544808005
2591,0.92,Very Good,E,SI1,63.3,57.0,6.22,6.17,3.92,4607.490167515849
2594,1.71,Very Good,E,SI1,63.4,56.0,7.58,7.5,4.78,11219.087625731416
2598,0.51,Ideal,E,VS2,62.0,54.0,5.16,5.13,3.19,1593.8733203135514
2599,0.4,Good,E,SI1,63.5,58.0,4.65,4.67,2.96,976.8582603602676
2601,0.78,Good,E,SI2,63.7,54.0,5.82,5.77,3.69,3594.8230950983952
2603,0.4,Premium,E,SI1,60.8,62.0,4.76,4.72,2.88,931.075318031966
2605,1.01,Fair,E,SI2,67.6,57.0,6.21,6.11,4.18,5385.895528038042
2606,0.52,Ideal,E,VS2,61.7,55.0,5.16,5.21,3.2,1702.6588336867046
2607,0.41,Ideal,E,VS2,61.8,56.0,4.78,4.74,2.94,985.7020101414831
2626,1.01,Fair,E,SI2,60.0,60.0,6.48,6.38,3.86,5363.531787919723
2629,0.71,Ideal,E,VS1,62.4,56.0,5.75,5.7,3.57,2995.554206487443
2633,0.75,Ideal,E,SI1,61.4,57.0,5.82,5.87,3.59,3357.530082150033
2635,0.94,Premium,E,SI2,62.4,58.0,6.26,6.33,3.93,4795.190708863109
2637,0.3,Premium,E,VS2,62.4,59.0,4.3,4.26,2.67,361.22820994935387
2638,0.41,Very Good,E,SI2,63.3,56.0,4.73,4.69,2.98,1000.4588883048923
2642,1.12,Very Good,E,SI2,60.9,63.0,6.59,6.65,4.03,6339.231877657254
2650,1.12,Ideal,E,SI2,62.0,57.0,6.61,6.63,4.11,6274.476338279889
2652,0.71,Premium,E,SI1,61.8,59.0,5.75,5.7,3.54,3012.089803207855
2655,0.35,Premium,E,VS2,61.6,58.0,4.57,4.52,2.8,601.4439080394782
2658,0.58,Ideal,E,VS2,61.9,57.0,5.37,5.33,3.31,2088.605335992413
2672,0.43,Very Good,E,SI1,63.1,56.0,4.83,4.8,3.04,1100.1029770676719
2674,0.53,Ideal,E,VS2,62.7,54.0,5.18,5.15,3.24,1756.4314997297977
2695,0.73,Good,E,SI1,63.2,58.0,5.7,5.76,3.62,3225.970378712276
2701,0.34,Ideal,E,VS2,62.5,55.0,4.45,4.48,2.79,604.7443261905578
2704,0.53,Ideal,E,VS2,62.8,55.0,5.21,5.17,3.26,1721.8404446568106
2707,0.36,Ideal,E,VS2,62.6,56.0,4.56,4.52,2.84,690.6616552219839
2708,0.51,Very Good,E,VVS2,61.3,55.0,5.14,5.16,3.16,1632.5542514752337
2714,1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17,6650.545296448498
2715,0.35,Ideal,E,VS1,61.9,56.0,4.53,4.55,2.81,635.7685523935363
2737,0.59,Ideal,E,SI1,62.9,57.0,5.36,5.33,3.36,2172.3112176014474
2743,0.71,Very Good,E,VS2,62.9,57.0,5.68,5.7,3.58,3051.9614551158766
2746,0.33,Ideal,E,VVS1,61.5,56.0,4.49,4.46,2.75,486.0203764753244
2747,0.71,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,3047.8991672135844
2758,1.13,Ideal,E,VS2,61.4,58.0,6.71,6.74,4.13,6293.7482676032905
2759,0.39,Fair,E,SI1,65.6,60.0,4.5,4.56,2.97,985.2786730320979
2761,0.56,Good,E,VS2,62.3,63.0,5.22,5.27,3.27,2029.5890530566928
2772,0.77,Very Good,E,SI2,60.4,58.0,5.91,5.95,3.58,3500.148658715224
2773,0.44,Very Good,E,SI1,62.2,60.0,4.79,4.86,3.0,1268.860729977354
2775,1.01,Premium,E,SI1,59.5,60.0,6.54,6.46,3.87,5316.824153100844
2780,0.26,Very Good,E,VVS2,61.7,61.0,4.08,4.12,2.53,202.53269627036047
2788,0.37,Ideal,E,VS1,61.4,55.0,4.62,4.66,2.85,755.2819600463858
2792,0.33,Ideal,E,VS2,61.5,57.0,4.41,4.47,2.73,569.2935292189688
2795,0.42,Ideal,E,VVS2,62.3,55.0,4.81,4.76,2.98,1042.5068456548129
2810,0.5,Good,E,VS2,64.1,58.0,5.03,5.01,3.22,1572.094106700511
2811,0.26,Very Good,E,VVS2,62.9,56.0,4.07,4.1,2.57,186.36138241626531
2814,0.53,Very Good,E,SI1,63.0,55.0,5.14,5.18,3.25,1790.7561440838563
2816,0.36,Ideal,E,VS2,61.9,56.0,4.55,4.56,2.82,716.4698527187365
2817,0.48,Premium,E,SI2,62.9,60.0,4.93,4.9,3.09,1511.033076952026
2829,0.36,Good,E,VVS1,58.2,56.0,4.68,4.74,2.74,672.2970903758958
2838,0.56,Ideal,E,VS1,61.8,56.0,5.28,5.33,3.28,1979.9119789344709
2843,0.3,Ideal,E,VVS1,60.6,57.0,4.33,4.35,2.63,370.1013858788847
2844,0.37,Ideal,E,VS1,61.6,54.7,4.61,4.63,2.85,759.6733888345032
2870,0.5,Very Good,E,SI1,60.7,61.0,5.09,5.12,3.1,1601.4948832917612
2873,1.36,Premium,E,VVS2,59.8,59.0,7.12,7.2,4.38,8217.230934640025
2874,0.51,Ideal,E,SI1,62.3,56.0,5.15,5.12,3.2,1595.7223228315388
2880,0.9,Premium,E,SI2,59.5,61.0,6.3,6.24,3.73,4447.004705561937
2884,1.18,Ideal,E,SI2,60.9,57.0,6.86,6.89,4.19,6662.362161456881
2885,0.36,Ideal,E,VS1,61.8,56.0,4.55,4.58,2.82,719.439292022078
2899,0.56,Very Good,E,SI1,60.2,57.0,5.36,5.4,3.24,1941.5877768450155
2911,1.0,Very Good,E,VVS2,63.5,55.0,6.36,6.31,4.02,5268.67633236679
2912,0.59,Premium,E,SI2,60.8,56.0,5.43,5.4,3.29,2159.3681999755327
2915,0.39,Premium,E,VS2,62.5,60.0,4.64,4.67,2.91,910.843554237492
2916,0.85,Ideal,E,SI1,61.8,54.0,6.1,6.14,3.78,4069.411827374167
2920,0.4,Very Good,E,SI1,61.7,60.0,4.68,4.72,2.9,990.8162888300582
2921,0.22,Fair,E,VS2,65.1,61.0,3.87,3.78,2.49,-49.82145391988274
2922,0.31,Premium,E,VS2,60.3,58.0,4.42,4.37,2.65,384.8564260803814
2925,0.61,Very Good,E,VS1,59.6,63.0,5.44,5.57,3.28,2386.113955350792
2928,0.32,Ideal,E,VS2,61.4,56.0,4.4,4.43,2.71,480.80434776909783
2933,0.35,Ideal,E,VS2,62.4,57.0,4.52,4.55,2.83,633.5904089897247
2943,0.57,Premium,E,VS2,63.0,59.0,5.29,5.25,3.32,2039.5607934173513
2946,0.41,Good,E,SI2,63.8,57.0,4.75,4.68,3.01,964.7473964465522
2950,1.2,Ideal,E,SI2,61.3,56.0,6.85,6.88,4.21,6863.538541867916
2956,0.51,Very Good,E,SI2,63.3,56.0,5.12,5.08,3.23,1599.7846107338316
2957,0.3,Premium,E,SI1,62.5,60.0,4.24,4.27,2.66,421.2983216332693
2965,0.52,Premium,E,SI1,61.6,58.0,5.17,5.12,3.17,1696.9863657989506
2975,0.7,Very Good,E,SI1,59.4,63.0,5.79,5.73,3.42,2944.8843763387395
2978,0.9,Fair,E,SI2,65.0,58.0,6.08,6.04,3.94,4496.16406583448
2981,2.01,Premium,E,SI1,60.4,61.0,8.05,7.98,4.84,13914.12900364146
2987,0.79,Ideal,E,VS2,59.3,57.0,6.02,6.06,3.58,3624.0183531756984
2999,0.25,Very Good,E,VVS1,62.9,58.0,4.01,4.03,2.53,148.66971187396985
3007,0.4,Ideal,E,SI2,61.0,58.0,4.76,4.78,2.91,923.4480392215784
3010,0.31,Ideal,E,VS1,62.0,55.0,4.35,4.38,2.7,420.70093206660295
3011,0.46,Very Good,E,VS2,62.2,58.0,4.95,4.99,3.09,1301.8651348642875
3013,0.3,Ideal,E,VS2,61.5,55.0,4.3,4.34,2.66,378.61783273618994
3015,0.71,Very Good,E,SI1,63.1,58.0,5.65,5.69,3.58,3077.0134986935927
3017,1.02,Very Good,E,IF,61.7,60.0,6.38,6.52,3.98,5509.050975326017
3020,0.36,Ideal,E,VS1,61.7,56.0,4.58,4.56,2.82,689.9330894893492
3025,0.3,Ideal,E,VS2,62.1,55.0,4.28,4.32,2.67,387.82770334563565
3026,0.71,Very Good,E,VS2,63.7,58.0,5.6,5.64,3.58,3113.8178391508864
3027,0.3,Ideal,E,VS1,61.6,55.0,4.34,4.36,2.68,335.1811899200734
3035,0.51,Good,E,SI1,57.4,62.0,5.24,5.29,3.02,1640.565847544249
3039,0.3,Very Good,E,VVS2,59.7,57.0,4.37,4.43,2.62,352.10865769320435
3047,0.7,Premium,E,VS1,59.4,61.0,5.78,5.74,3.42,2955.214683733539
3052,0.41,Premium,E,SI1,61.4,56.0,4.81,4.77,2.94,963.6194058671077
3055,1.0,Ideal,E,VS2,61.6,57.0,6.44,6.38,3.95,5246.8877269977465
3056,0.37,Premium,E,SI1,61.8,58.0,4.59,4.64,2.85,778.8492839724322
3060,0.8,Very Good,E,SI2,62.6,59.0,5.84,5.91,3.68,3808.269103775514
3077,0.34,Good,E,SI2,63.1,56.0,4.46,4.51,2.83,578.3054351085586
3078,0.4,Good,E,SI1,64.2,57.0,4.68,4.66,3.0,926.7893151853282
3079,0.34,Ideal,E,VVS2,62.4,55.0,4.47,4.51,2.79,591.5073096593121
3085,2.07,Premium,E,SI2,58.9,61.0,8.45,8.35,4.95,14169.127330119485
3092,0.25,Ideal,E,VVS2,61.6,57.0,4.08,4.1,2.52,102.65550080723119
3094,0.35,Very Good,E,VS2,60.2,60.0,4.54,4.57,2.74,668.4754629680428
3095,0.42,Ideal,E,SI1,62.6,57.0,4.81,4.84,3.02,1032.337140574296
3103,0.73,Ideal,E,VS1,61.4,55.0,5.8,5.82,3.57,3173.982147058363
3105,1.51,Ideal,E,SI2,62.9,57.0,7.29,7.23,4.57,9502.878982064773
3106,0.26,Very Good,E,VVS1,61.5,56.0,4.1,4.15,2.53,189.29567973911435
3112,0.43,Very Good,E,VVS2,60.8,57.0,4.89,4.92,2.98,1097.9172798697698
3114,0.57,Premium,E,SI1,62.5,57.0,5.28,5.22,3.28,2065.99968449935
3115,1.1,Ideal,E,SI2,61.6,56.0,6.66,6.63,4.09,6036.432887244669
3116,1.2,Ideal,E,VVS1,60.1,61.0,6.83,6.91,4.13,6929.77880089695
3118,0.24,Very Good,E,VVS2,62.9,57.0,3.96,3.99,2.5,101.07474697008615
3120,0.27,Very Good,E,VVS1,60.9,59.0,4.17,4.21,2.55,227.68077403355164
3125,0.3,Very Good,E,SI1,62.9,56.0,4.24,4.31,2.69,410.7016035195404
3126,1.53,Very Good,E,VS2,61.2,60.0,7.49,7.4,4.56,9561.558570320578
3138,1.09,Premium,E,VVS2,59.9,59.0,6.73,6.7,4.02,5921.070247885495
3142,1.07,Ideal,E,VVS2,61.8,54.0,6.56,6.61,4.07,5825.684191319784
3143,0.7,Very Good,E,SI2,63.1,56.0,5.66,5.63,3.56,2967.8637024541226
3151,0.55,Ideal,E,VS1,61.5,57.0,5.23,5.27,3.23,1940.371305874187
3160,0.35,Ideal,E,VVS1,62.2,56.0,4.53,4.51,2.81,629.8296737868534
3161,0.46,Premium,E,VS1,61.9,58.0,4.94,4.91,3.05,1320.8804276879332
3164,0.7,Very Good,E,VS1,63.4,62.0,5.64,5.56,3.55,2980.6737059521565
3173,1.01,Very Good,E,VS2,62.0,55.0,6.42,6.46,3.99,5356.8288191367465
3181,1.5,Very Good,E,VS2,62.1,60.0,7.27,7.31,4.53,9452.075755325019
3182,0.7,Very Good,E,VS2,58.8,56.0,5.79,5.84,3.42,2961.216292507117
3184,0.32,Ideal,E,VS2,61.6,56.0,4.4,4.43,2.72,475.29248219562714
3195,1.09,Ideal,E,SI2,61.9,55.0,6.6,6.64,4.1,5983.059646048385
3196,0.9,Ideal,E,VS2,62.7,56.0,6.14,6.18,3.86,4507.9715390868605
3199,0.55,Ideal,E,SI1,61.7,57.0,5.27,5.23,3.24,1893.5382107215178
3204,0.34,Ideal,E,SI1,62.9,55.0,4.5,4.47,2.82,542.4960711028298
3208,0.53,Premium,E,VS2,59.8,58.0,5.26,5.27,3.15,1753.090223766049
3230,1.01,Premium,E,VS2,62.2,58.0,6.41,6.36,3.97,5361.85094151011
3236,0.72,Premium,E,SI2,61.6,59.0,5.83,5.68,3.55,3035.263418119269
3240,0.33,Premium,E,SI1,60.2,58.0,4.55,4.49,2.72,453.9366056919732
3246,1.64,Premium,E,SI1,61.8,59.0,7.55,7.51,4.65,10601.826008934784
3254,2.05,Very Good,E,SI2,62.5,56.0,8.08,8.17,5.08,14193.195626963554
3255,0.53,Ideal,E,VS1,60.1,57.0,5.25,5.31,3.17,1756.8509589689195
3256,0.3,Ideal,E,SI2,62.1,54.0,4.32,4.35,2.69,345.8757801811903
3290,1.07,Ideal,E,SI2,61.4,57.0,6.62,6.57,4.05,5777.695517401268
3292,1.0,Very Good,E,SI2,62.6,58.0,6.33,6.39,3.98,5329.138315103426
3297,0.41,Ideal,E,VVS2,60.0,57.0,4.81,4.85,2.9,997.5446253743556
3308,0.4,Premium,E,SI1,61.0,59.0,4.74,4.71,2.88,947.2817738665531
3309,0.9,Premium,E,SI2,59.2,60.0,6.31,6.23,3.71,4447.698129314078
3311,1.53,Premium,E,SI1,61.3,59.0,7.35,7.4,4.52,9707.444261018269
3312,1.02,Premium,E,SI2,59.9,58.0,6.6,6.55,3.94,5340.94966622607
3321,0.41,Ideal,E,VVS1,61.1,56.0,4.8,4.82,2.94,979.888591868591
3333,1.01,Premium,E,VVS2,61.8,59.0,6.42,6.39,3.96,5362.971378295464
3337,0.51,Very Good,E,VS2,63.3,57.0,5.12,5.05,3.22,1600.8423173522901
3345,1.53,Very Good,E,SI1,63.5,58.0,7.35,7.29,4.65,9619.458092394772
3354,0.82,Ideal,E,SI1,61.8,55.0,5.97,6.01,3.7,3901.939171951116
