carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1.22,Very Good,G,IF,62.0,59.0,6.8,6.85,4.23,11162.751579144877
0.33,Premium,G,IF,59.4,59.0,4.54,4.49,2.68,966.4539929937566
1.34,Very Good,G,VS2,60.7,59.0,7.04,7.07,4.28,12781.66861845842
0.76,Ideal,H,VVS1,61.8,57.0,5.82,5.86,3.61,5555.114077887742
1.74,Ideal,E,SI2,62.3,57.0,7.8,7.7,4.83,17799.84585826658
0.32,Ideal,G,SI1,61.3,57.0,4.37,4.4,2.69,827.8839644532792
0.5,Ideal,F,VS2,61.1,58.0,5.1,5.13,3.13,2622.7482093377566
1.44,Good,G,I1,63.2,54.8,7.18,7.21,4.54,13892.3887362792
0.7,Fair,I,SI1,65.2,58.0,5.6,5.56,3.64,4801.708026069252
0.52,Ideal,E,VS2,61.4,54.0,5.2,5.23,3.2,2788.144963137667
0.73,Very Good,G,VVS1,62.9,59.0,5.7,5.78,3.61,5138.058111510222
1.23,Premium,H,VS1,61.1,58.0,6.91,6.86,4.21,11358.479284251012
1.02,Premium,H,VS2,61.9,57.0,6.5,6.4,3.99,8741.961556269409
1.0,Ideal,E,SI1,61.6,55.0,6.45,6.43,3.97,8430.513368320953
0.7,Very Good,D,SI1,61.1,58.0,5.66,5.73,3.48,4872.449918093784
1.5,Very Good,E,SI2,62.8,57.0,7.17,7.23,4.52,14787.49148904102
2.0,Very Good,J,VVS2,63.0,59.0,7.97,8.0,5.03,21237.908584693407
0.3,Very Good,G,VS2,63.1,56.0,4.28,4.25,2.69,622.880943374109
0.26,Premium,E,VVS2,58.9,61.0,4.19,4.16,2.46,342.65160827258114
0.58,Premium,E,SI1,62.7,58.0,5.33,5.32,3.34,3481.865230551429
0.4,Very Good,F,VS1,60.4,61.0,4.74,4.77,2.87,1621.1725144766526
0.26,Ideal,D,VS1,62.0,55.0,4.12,4.1,2.55,264.38839757793994
1.0,Fair,H,SI2,65.1,58.0,6.27,6.15,4.05,8504.904763788672
0.52,Fair,F,VS1,57.2,59.0,5.35,5.39,3.07,2857.737379207664
1.02,Premium,D,SI2,59.7,60.0,6.58,6.55,3.92,8729.063234679668
1.7,Good,I,SI1,59.3,58.0,7.72,7.77,4.59,17408.518268599113
1.01,Premium,H,SI2,61.6,61.0,6.39,6.31,3.91,8725.888836849246
0.55,Ideal,E,VS2,61.8,57.0,5.34,5.27,3.28,3148.9517316593806
1.04,Good,F,VS1,63.2,57.0,6.41,6.44,4.06,8899.50963306844
1.02,Premium,D,VS2,62.9,60.0,6.42,6.37,4.02,8707.331987728474
0.3,Ideal,F,SI1,62.3,54.0,4.3,4.27,2.67,636.3223639890766
0.97,Ideal,F,I1,60.7,56.0,6.43,6.41,3.9,8077.037434325141
0.31,Ideal,E,VS2,62.0,55.0,4.35,4.33,2.69,728.6888738938252
0.81,Ideal,H,VS1,61.8,58.0,5.97,6.04,3.71,6082.266924073244
1.02,Premium,D,SI1,62.3,59.0,6.42,6.38,3.99,8734.522851396287
0.3,Premium,I,VVS1,61.1,59.0,4.31,4.33,2.64,627.1337268894463
0.4,Very Good,E,VS1,62.8,59.0,4.63,4.67,2.92,1609.481026088191
0.71,Very Good,F,VVS1,63.2,60.0,5.65,5.61,3.56,5018.747338052369
0.7,Premium,G,SI1,61.5,58.0,5.69,5.76,3.52,4810.839305922136
0.23,Ideal,E,SI2,61.5,55.0,3.95,3.98,2.43,4.46522951901602
1.09,Ideal,G,VS1,62.3,55.0,6.59,6.63,4.12,9474.215625934861
0.3,Ideal,E,VVS2,61.0,56.0,4.33,4.39,2.66,562.4294751034446
0.35,Premium,E,VS2,59.5,58.0,4.59,4.62,2.74,1105.5013366425067
1.13,Ideal,F,VS2,62.1,56.0,6.65,6.71,4.15,9987.255504963807
0.31,Ideal,G,VVS1,61.5,54.0,4.36,4.39,2.69,684.4547754681536
1.33,Ideal,I,VS2,61.1,54.0,7.14,7.15,4.37,12494.240029331788
1.25,Premium,I,SI2,60.5,58.0,7.0,6.96,4.22,11591.073473179309
2.0,Fair,H,SI1,61.2,50.0,8.17,8.08,4.97,21303.032476553617
0.7,Ideal,G,SI1,62.5,56.0,5.67,5.69,3.55,4824.989053156294
0.39,Good,F,VS2,64.3,55.0,4.56,4.64,2.96,1417.672825509277
0.5,Ideal,E,VS2,60.8,57.0,5.16,5.13,3.13,2640.1091344799443
0.3,Premium,E,VS2,61.6,58.0,4.33,4.31,2.66,625.2662563692703
1.37,Ideal,J,VS2,63.0,57.0,7.11,7.05,4.46,13052.530355843479
0.8,Ideal,H,VS2,62.1,54.0,5.96,5.99,3.71,5970.25612572103
0.28,Very Good,F,VVS1,60.1,59.0,4.24,4.25,2.55,478.0718812282023
0.34,Good,E,SI1,60.5,60.1,4.5,4.53,2.73,1013.4428491756412
0.3,Very Good,E,VS2,62.6,58.0,4.25,4.28,2.67,614.0003287123595
0.85,Ideal,E,SI2,62.8,57.0,6.06,6.01,3.79,6631.978737703722
1.0,Very Good,E,SI1,60.9,59.0,6.38,6.43,3.9,8492.031698749166
0.41,Premium,G,VS2,62.6,59.0,4.73,4.76,2.97,1657.7057193106984
1.5,Premium,G,VS2,60.3,60.0,7.34,7.26,4.4,14953.298829273364
0.72,Very Good,H,SI2,63.3,57.0,5.7,5.67,3.6,5087.75020707309
0.33,Premium,G,VS1,62.0,59.0,4.42,4.36,2.72,987.1146304982954
0.39,Ideal,E,IF,61.5,55.5,4.68,4.72,2.88,1483.012458063936
0.4,Ideal,E,VS2,61.4,57.0,4.78,4.75,2.92,1590.0465576778297
1.01,Good,F,SI1,63.5,59.0,6.29,6.38,4.02,8513.47175314252
1.02,Ideal,I,SI2,60.6,56.0,6.57,6.53,3.97,8683.469840262356
1.01,Ideal,D,SI1,63.0,56.0,6.36,6.41,4.02,8510.162372833718
0.7,Ideal,F,SI1,61.8,56.0,5.68,5.75,3.53,4804.118595614651
0.57,Very Good,F,VS2,59.5,57.0,5.39,5.43,3.22,3404.6171276376167
1.5,Very Good,F,SI1,63.9,58.0,7.12,7.16,4.56,14781.278953262075
1.01,Premium,J,SI2,59.3,56.0,6.51,6.45,3.84,8732.419063012521
0.51,Ideal,D,VS2,61.2,55.0,5.17,5.13,3.15,2768.0292802392705
1.0,Premium,E,SI2,61.7,58.0,6.39,6.34,3.93,8530.571103870878
0.71,Premium,E,VVS1,62.5,57.0,5.67,5.62,3.53,5051.725176767578
0.52,Very Good,D,VVS2,59.8,55.0,5.28,5.35,3.18,2740.4013323125373
0.4,Good,I,IF,62.3,62.0,4.69,4.72,2.93,1575.8871424972215
0.81,Premium,I,VVS2,62.9,59.0,5.95,5.84,3.71,6233.571902190414
0.53,Ideal,F,VVS2,61.3,55.0,5.23,5.27,3.22,2890.433693311476
2.02,Premium,I,SI2,59.4,59.0,8.25,8.21,4.89,21614.30576896166
2.11,Ideal,I,SI1,61.0,57.0,8.37,8.29,5.08,22699.748941658854
1.15,Ideal,D,VS2,58.5,57.0,6.96,6.93,4.06,10306.069451934854
0.7,Premium,I,VVS2,60.1,59.0,5.8,5.72,3.46,4944.1769819678075
1.07,Premium,F,SI1,61.7,56.0,6.66,6.5,4.06,9369.890132570483
0.56,Ideal,H,SI1,61.9,54.0,5.3,5.33,3.29,3226.9586742928623
1.74,Ideal,G,VS2,62.9,57.0,7.68,7.64,4.82,17823.93341437359
0.31,Very Good,G,VVS2,62.2,56.0,4.31,4.34,2.69,709.2603261408059
0.5,Very Good,H,VVS2,62.9,56.0,5.03,5.08,3.18,2583.357682752943
1.07,Ideal,D,VVS2,60.3,56.0,6.63,6.68,4.01,9278.23601436135
0.3,Premium,G,VS1,61.8,59.0,4.37,4.34,2.69,578.2309521633334
0.51,Ideal,E,SI1,62.1,55.0,5.09,5.15,3.18,2694.1267234071884
0.91,Very Good,G,SI1,63.5,58.0,6.15,6.04,3.87,7431.343563624148
0.3,Very Good,H,SI1,61.3,58.0,4.29,4.33,2.64,621.3467518420516
0.7,Ideal,F,VS2,61.0,55.0,5.74,5.79,3.52,4801.742950565938
0.76,Ideal,D,VS1,61.7,56.0,5.84,5.87,3.61,5553.046455276908
1.15,Ideal,I,VS1,61.3,56.0,6.74,6.76,4.14,10282.48632306727
1.47,Premium,J,SI2,60.0,58.0,7.36,7.31,4.4,14474.641918670644
1.2,Ideal,G,SI1,61.8,59.0,6.77,6.8,4.19,10943.29078839367
1.07,Ideal,E,SI1,60.4,57.0,6.62,6.56,3.98,9404.643160062433
1.01,Ideal,F,SI1,62.0,54.0,6.41,6.49,4.0,8485.156670070408
0.28,Premium,G,VVS2,60.2,60.0,4.24,4.26,2.56,458.5354631279597
2.27,Premium,H,SI2,60.7,59.0,8.5,8.45,5.15,24904.16275975569
0.4,Premium,D,VS2,61.7,59.0,4.75,4.72,2.92,1604.9298880814217
0.39,Very Good,J,VS1,63.5,58.0,4.64,4.59,2.93,1515.1391753160417
1.14,Premium,H,SI2,60.6,59.0,6.8,6.77,4.11,10178.647812757614
0.53,Ideal,E,VVS1,61.9,55.0,5.2,5.21,3.22,2928.880816689754
0.4,Ideal,I,SI2,61.0,58.0,4.74,4.77,2.9,1586.1270531506104
0.58,Premium,H,VS2,59.7,59.0,5.42,5.33,3.21,3651.9156863526623
0.7,Premium,D,SI1,61.2,58.0,5.74,5.7,3.5,4895.79797037402
0.55,Ideal,H,IF,61.5,55.0,5.25,5.29,3.25,3142.2466099556887
0.72,Very Good,I,VS2,63.3,57.0,5.66,5.72,3.6,5036.903268687158
0.3,Ideal,F,SI1,62.3,53.9,4.28,4.31,2.68,587.4351778667536
1.02,Ideal,H,SI1,61.9,57.0,6.46,6.4,3.98,8742.069426616634
0.51,Very Good,I,SI1,63.5,55.0,5.07,5.11,3.23,2661.349036782636
0.65,Premium,E,SI2,62.6,59.0,5.54,5.49,3.45,4319.332377334646
1.07,Ideal,H,SI1,61.1,56.0,6.63,6.6,4.04,9306.027334301132
0.43,Ideal,G,VVS1,61.8,55.0,4.87,4.9,3.02,1826.6216734565146
0.32,Premium,I,IF,60.3,58.0,4.41,4.45,2.67,823.5485671409574
0.28,Very Good,F,VS2,62.7,58.0,4.14,4.15,2.6,469.27388036343723
1.7,Very Good,G,VS2,62.6,57.0,7.6,7.67,4.78,17230.38780649875
0.51,Very Good,I,SI1,62.5,58.0,5.05,5.12,3.18,2706.1165662870835
0.71,Ideal,D,VS2,60.4,57.0,5.77,5.82,3.5,4958.613560166033
0.4,Premium,E,VS2,62.0,58.0,4.73,4.69,2.92,1622.7067060087102
0.9,Ideal,G,SI1,60.2,56.0,6.24,6.29,3.77,7229.447915182206
0.59,Good,F,VS1,60.5,61.0,5.43,5.5,3.31,3552.8531083859953
1.19,Premium,D,SI2,58.6,61.0,6.93,6.89,4.05,10934.05039691732
0.51,Premium,G,VS2,61.3,59.0,5.17,5.11,3.15,2783.738475555726
0.5,Very Good,E,VS2,61.8,57.0,5.05,5.11,3.14,2612.308146593711
1.01,Fair,H,SI2,64.9,56.0,6.33,6.25,4.08,8557.064550142191
0.63,Premium,E,VS1,60.4,58.0,5.59,5.64,3.39,3989.2911744924804
0.72,Ideal,D,SI2,62.7,55.0,5.7,5.72,3.58,5071.8408596659765
0.3,Ideal,F,VS2,60.7,57.0,4.34,4.29,2.62,690.5962209774806
0.3,Ideal,E,VVS2,61.6,56.0,4.32,4.35,2.67,579.272557770646
0.29,Very Good,D,VVS2,59.1,61.0,4.33,4.37,2.57,534.8847552783708
1.0,Very Good,E,SI2,63.2,56.0,6.33,6.36,4.01,8404.046419876122
1.17,Ideal,G,VS1,61.7,57.0,6.71,6.75,4.15,10566.759235951706
1.56,Very Good,H,VVS2,63.3,58.0,7.3,7.35,4.64,15481.011604364123
0.56,Ideal,E,SI1,62.7,57.0,5.27,5.23,3.29,3296.8241883040528
0.41,Very Good,I,SI2,63.5,57.0,4.72,4.7,2.99,1678.5761768523416
1.53,Very Good,I,VS1,62.8,55.0,7.35,7.4,4.63,15022.71697677451
0.52,Very Good,J,SI1,62.5,59.0,5.14,5.16,3.22,2802.4025807190515
0.4,Ideal,J,SI1,61.4,55.0,4.75,4.8,2.93,1530.411286373581
1.0,Premium,F,VS2,59.0,59.0,6.54,6.51,3.85,8533.899820072576
0.36,Ideal,F,VS1,61.5,55.0,4.57,4.61,2.82,1162.5046948368847
0.41,Ideal,E,VS2,61.8,57.0,4.76,4.78,2.95,1674.040627449363
0.9,Premium,H,SI1,61.4,60.0,6.13,6.08,3.75,7385.929744128353
1.59,Premium,G,SI1,62.3,60.0,7.49,7.42,4.64,15926.176581065754
1.03,Premium,G,VS1,62.2,59.0,6.41,6.46,4.0,8805.501061284407
0.38,Premium,G,VS1,61.9,56.0,4.68,4.63,2.88,1405.3135378683326
0.74,Ideal,E,SI2,59.2,59.0,5.92,5.97,3.52,5306.004164623018
1.5,Very Good,G,SI1,63.1,59.0,7.22,7.27,4.57,14712.131433816525
1.01,Good,E,SI1,59.3,64.0,6.47,6.49,3.84,8689.42672228482
1.71,Premium,H,VS2,62.5,58.0,7.64,7.52,4.74,17554.898302354683
0.9,Very Good,G,VS2,61.3,59.0,6.15,6.21,3.79,7242.879667850723
1.09,Ideal,G,SI2,61.2,57.0,6.63,6.68,4.07,9504.925689948579
0.78,Very Good,E,VS1,60.0,56.0,6.0,6.03,3.61,5770.449291363733
0.32,Ideal,D,VS2,61.5,56.0,4.41,4.44,2.72,772.9940625891146
0.3,Ideal,F,IF,62.0,56.0,4.31,4.33,2.68,580.4064451213898
1.01,Premium,G,SI1,58.8,58.0,6.59,6.51,3.85,8696.75755681072
0.32,Ideal,D,VVS2,61.7,55.0,4.39,4.42,2.72,782.9162828581763
1.05,Premium,H,VS2,62.7,59.0,6.49,6.43,4.05,9090.58425047792
0.9,Ideal,H,SI1,61.1,58.0,6.24,6.19,3.79,7284.630250880459
0.54,Ideal,G,VVS1,62.2,56.0,5.2,5.22,3.24,3046.0528772671546
1.5,Ideal,E,SI1,62.6,56.0,7.27,7.3,4.56,14714.716898902343
1.01,Good,D,SI1,62.9,57.0,6.34,6.37,4.0,8559.157429303263
1.76,Ideal,F,SI2,62.6,55.0,7.69,7.64,4.8,18146.971141020633
1.01,Fair,F,VS2,65.2,52.0,6.31,6.29,4.11,8484.81372313584
1.03,Ideal,H,SI2,60.5,57.0,6.58,6.52,3.96,8854.290045005955
0.3,Ideal,E,VVS1,60.1,57.0,4.38,4.41,2.64,584.5513582895042
2.03,Ideal,G,SI2,62.5,56.0,8.1,8.05,5.05,21658.058190685275
0.54,Premium,I,VVS1,60.8,61.0,5.28,5.22,3.19,3127.609879666806
1.01,Premium,D,SI2,58.3,59.0,6.67,6.63,3.88,8590.60482377552
1.51,Fair,I,I1,65.1,57.0,7.16,7.12,4.65,14867.525209131305
0.56,Very Good,E,VS1,62.7,60.0,5.25,5.28,3.3,3240.0824045235017
0.47,Premium,G,VS2,61.0,59.0,5.03,5.0,3.06,2341.2054119639674
0.9,Very Good,G,SI2,61.1,55.0,6.21,6.26,3.81,7197.60396381774
0.57,Premium,E,VS2,61.0,58.0,5.34,5.31,3.25,3449.359400591825
0.36,Ideal,G,VVS2,61.8,55.0,4.57,4.62,2.84,1131.2864562946284
0.9,Premium,H,VS2,61.2,61.0,6.21,6.14,3.78,7326.904597042523
0.8,Good,F,VS2,60.5,62.3,5.97,6.01,3.62,6062.576801906398
0.5,Ideal,E,VVS2,61.7,55.7,5.09,5.12,3.13,2627.7093194722866
1.16,Very Good,I,SI1,62.7,57.0,6.67,6.76,4.21,10328.849466426947
0.54,Ideal,G,SI2,62.3,58.0,5.17,5.2,3.23,3064.7634304545318
0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,48.69932794468832
0.96,Premium,D,SI2,59.1,58.0,6.53,6.44,3.83,8015.7909605618715
0.38,Ideal,E,VS2,61.9,57.0,4.61,4.66,2.87,1373.1771526697783
0.32,Ideal,G,VVS2,61.2,56.0,4.42,4.41,2.7,822.8149839715252
0.71,Ideal,D,VVS2,61.6,56.0,5.69,5.77,3.53,4939.693186941551
1.05,Premium,F,VS1,62.3,55.0,6.57,6.49,4.07,9043.240923834102
1.16,Premium,G,VVS2,60.0,59.0,6.89,6.82,4.11,10462.19681041907
0.9,Very Good,D,SI1,63.0,58.0,6.11,6.14,3.86,7204.515158269434
0.41,Good,F,VS2,59.7,63.0,4.8,4.85,2.88,1712.405137030655
0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,4957.470004868839
0.74,Very Good,H,VS1,62.3,56.0,5.75,5.78,3.59,5324.279489132398
0.73,Premium,I,VS1,61.2,59.0,5.82,5.84,3.57,5172.379657613281
1.16,Ideal,H,SI2,61.1,56.0,6.78,6.79,4.15,10407.20495886502
1.57,Fair,H,VS1,67.3,66.0,7.85,5.75,3.87,17944.77951663876
0.3,Very Good,D,VS2,62.9,58.0,4.23,4.26,2.67,623.9225489814216
0.58,Ideal,F,SI2,60.9,56.0,5.42,5.39,3.29,3511.3335368671796
0.32,Very Good,D,VS2,62.0,57.0,4.38,4.42,2.73,768.3409748924649
1.51,Ideal,I,SI1,62.7,57.0,7.35,7.3,4.59,14851.209636885535
0.7,Premium,G,SI1,62.0,61.0,5.67,5.62,3.5,4938.380338973963
0.88,Ideal,E,SI2,62.2,57.0,6.08,6.2,3.82,6898.653793277712
0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,4839.456490774783
0.25,Ideal,F,VVS1,62.3,56.0,4.01,4.03,2.5,197.56102151527625
0.7,Very Good,F,VS2,62.4,59.0,5.64,5.71,3.54,4812.281215710761
1.07,Ideal,G,SI2,61.7,57.0,6.55,6.59,4.05,9279.052211327766
0.39,Fair,G,IF,57.1,61.0,4.83,4.88,2.77,1529.2412332499036
1.55,Ideal,F,VS2,61.8,54.0,7.44,7.48,4.61,15306.065822345314
1.18,Ideal,I,VS2,62.3,56.0,6.76,6.73,4.21,10675.235245354224
1.21,Premium,H,SI1,61.8,58.0,6.83,6.79,4.21,11093.532969429712
0.27,Ideal,I,VS1,62.1,54.0,4.16,4.18,2.59,314.78858375850587
0.35,Ideal,H,VVS2,62.5,57.0,4.54,4.48,2.82,1107.5437027031014
0.7,Ideal,H,VS2,62.4,56.0,5.63,5.72,3.54,4801.5331305288355
0.91,Premium,I,VS2,62.4,61.0,6.18,6.16,3.85,7369.132495180531
0.33,Ideal,D,VS2,62.6,56.0,4.43,4.39,2.76,919.7170432792527
2.14,Premium,I,SI1,61.3,61.0,8.32,8.28,5.09,23126.62517861555
1.2,Premium,I,VS2,62.6,58.0,6.77,6.72,4.22,10971.082108333456
0.3,Very Good,H,VVS1,62.6,56.0,4.25,4.28,2.67,614.0003287123595
0.5,Ideal,I,SI1,59.8,59.0,5.18,5.15,3.09,2676.9141959789386
0.55,Ideal,G,VS2,62.2,54.0,5.27,5.28,3.28,3120.8427213352693
2.01,Very Good,H,VS2,63.5,59.0,7.92,7.86,5.01,21505.159454293796
0.3,Ideal,H,VVS2,61.3,57.0,4.33,4.31,2.65,636.9480768112847
1.65,Premium,D,SI1,60.4,60.0,7.63,7.58,4.59,16789.76274079389
0.26,Very Good,F,VS2,62.4,58.0,4.06,4.08,2.54,274.4184881942242
0.42,Ideal,D,VS1,61.1,57.0,4.84,4.81,2.95,1822.0150337839173
0.5,Premium,F,VVS2,61.9,58.0,5.07,5.1,3.15,2614.2678988573207
1.09,Ideal,G,VS2,62.4,55.0,6.61,6.56,4.11,9546.666605031867
0.41,Premium,G,SI1,61.3,58.0,4.76,4.8,2.93,1681.6950730169349
1.06,Premium,F,SI1,58.4,61.0,6.73,6.69,3.92,9256.062376798567
1.49,Fair,F,SI1,59.6,63.0,7.2,7.34,4.33,14783.335666650213
0.37,Very Good,F,VS2,59.2,61.0,4.63,4.69,2.76,1335.5100604849877
0.4,Very Good,D,VS2,63.5,55.0,4.69,4.66,2.97,1576.2874466785338
0.9,Very Good,E,SI1,62.2,60.0,6.14,6.17,3.83,7224.677289191883
0.35,Very Good,H,SI1,61.3,55.0,4.55,4.58,2.8,1055.2548545285451
1.51,Very Good,E,VS2,62.4,59.0,7.26,7.36,4.56,14813.08612454893
1.08,Premium,G,SI1,59.4,60.0,6.7,6.63,3.96,9544.562816648104
0.38,Ideal,F,VS1,62.4,54.0,4.64,4.68,2.91,1319.4211381563587
1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02,9226.476532189146
0.51,Ideal,E,VS2,61.5,55.0,5.23,5.14,3.19,2730.8083259551718
1.0,Fair,F,SI1,64.8,58.0,6.26,6.21,4.04,8466.565510757617
0.32,Ideal,F,VS2,60.3,55.0,4.45,4.4,2.67,874.3955055268889
1.02,Premium,F,VS2,62.4,59.0,6.4,6.45,4.01,8650.390051857266
0.42,Premium,H,VS2,62.1,57.0,4.8,4.76,2.97,1826.350431096239
1.02,Premium,G,SI2,62.3,58.1,6.41,6.38,4.0,8719.947543430573
0.31,Very Good,F,VS2,63.4,56.0,4.32,4.29,2.73,704.6995201875887
0.9,Good,E,SI1,63.9,57.0,6.12,6.08,3.9,7207.808949974444
1.05,Ideal,F,VS2,59.1,57.0,6.67,6.66,3.94,9090.51130462738
0.9,Good,F,SI1,58.0,58.0,6.24,6.28,3.63,7400.847999028632
0.33,Ideal,D,VVS2,60.9,57.0,4.46,4.48,2.72,904.4334086943463
0.4,Very Good,E,VS1,60.1,58.0,4.72,4.76,2.85,1646.6037779715145
1.37,Ideal,G,SI2,62.8,57.0,7.12,7.06,4.45,13059.251066150964
0.72,Ideal,F,IF,62.0,57.0,5.71,5.78,3.56,5050.970402124332
1.08,Ideal,I,VS2,61.6,56.0,6.63,6.59,4.07,9427.226769752973
0.35,Premium,E,IF,59.0,61.0,4.64,4.62,2.73,1131.6505947030096
2.02,Premium,H,SI2,61.5,58.0,8.14,8.1,4.99,21552.059776021353
1.88,Good,J,SI2,57.9,59.0,8.16,8.11,4.71,19799.61893811171
1.52,Ideal,H,VS2,61.8,55.1,7.38,7.42,4.58,14925.707047119564
1.01,Ideal,G,SI1,62.2,55.0,6.44,6.46,4.01,8505.719105174168
0.56,Ideal,G,VS1,60.7,57.0,5.27,5.34,3.22,3292.196357157641
0.96,Premium,E,SI2,62.8,60.0,6.3,6.24,3.94,7977.832675819237
0.34,Very Good,E,SI1,63.4,55.0,4.46,4.44,2.82,967.4238940267767
0.8,Ideal,E,SI1,61.1,56.0,5.98,6.01,3.66,6018.7430076620385
0.3,Ideal,D,VS1,61.0,57.0,4.31,4.32,2.63,646.6701449896889
0.54,Ideal,E,VS2,61.8,57.0,5.23,5.26,3.24,3023.314949205333
0.71,Good,G,VS2,63.5,59.0,5.63,5.67,3.59,4930.7873157295635
1.01,Very Good,F,VS2,61.5,57.0,6.4,6.48,3.96,8536.845061972994
1.02,Ideal,I,SI2,62.8,58.0,6.37,6.41,4.01,8673.127979919085
2.01,Very Good,I,VS2,62.1,60.0,7.96,8.01,4.96,21457.32354172524
0.33,Ideal,G,VS1,62.4,56.0,4.43,4.45,2.77,860.907636887868
0.44,Ideal,G,SI1,62.7,57.0,4.82,4.85,3.03,1988.1357028068119
0.31,Very Good,E,VVS1,62.3,59.0,4.32,4.38,2.71,657.3717821475627
0.26,Very Good,G,VVS2,62.6,56.0,4.1,4.13,2.57,211.673988671831
1.58,Ideal,E,SI1,61.0,57.0,7.5,7.55,4.59,15736.9791021229
0.32,Ideal,E,SI2,61.6,56.0,4.4,4.43,2.72,777.9551727236454
0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73,667.4941545072801
0.75,Very Good,H,SI2,61.9,56.0,5.79,5.87,3.61,5390.188718538762
0.39,Very Good,H,VVS2,62.4,57.0,4.67,4.7,2.92,1449.100884088638
0.41,Ideal,E,VVS2,62.8,54.0,4.77,4.72,2.98,1689.016239596388
0.54,Ideal,I,IF,61.6,53.0,5.26,5.3,3.25,2988.8952007015005
0.55,Ideal,D,VVS2,61.5,56.0,5.26,5.28,3.24,3164.676515579628
0.35,Ideal,H,VVS1,62.6,57.0,4.47,4.45,2.79,1145.8985443379445
1.82,Very Good,G,SI2,61.3,58.0,7.83,7.94,4.83,18807.138369997458
0.72,Ideal,J,VS1,61.1,56.0,5.84,5.82,3.56,5057.167349299488
1.52,Good,I,SI1,64.0,58.0,7.2,7.27,4.63,14933.03413435636
0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86,1655.5922629804863
0.3,Premium,F,IF,61.6,58.0,4.34,4.3,2.66,636.0143415511958
1.2,Ideal,H,SI1,60.8,57.0,6.9,6.88,4.19,10918.069344935911
0.56,Fair,F,VS2,57.0,67.0,5.49,5.36,3.09,3492.007553108716
0.54,Ideal,H,VVS2,61.8,56.0,5.25,5.27,3.25,3009.565506152486
1.55,Ideal,G,VS1,62.0,57.0,7.37,7.42,4.58,15367.984456954842
1.33,Good,D,SI2,59.0,64.0,7.22,7.12,4.23,12704.497208684252
0.37,Premium,H,VS2,61.4,58.0,4.64,4.61,2.84,1307.785765738398
0.37,Premium,D,VS2,60.5,59.0,4.66,4.69,2.83,1262.417779961981
1.01,Ideal,F,SI2,61.3,57.0,6.4,6.35,3.91,8697.363933740033
1.19,Very Good,D,SI2,63.5,57.0,6.67,6.75,4.26,10723.46585923408
0.9,Very Good,I,SI1,60.5,58.0,6.22,6.27,3.78,7227.688315009253
0.32,Ideal,E,IF,62.6,55.0,4.38,4.41,2.75,752.8319316666643
0.67,Good,J,VS1,64.2,55.6,5.54,5.57,3.57,4413.094349003965
0.4,Good,D,VS2,63.5,55.0,4.66,4.69,2.97,1544.043191132756
0.35,Very Good,G,IF,62.6,59.0,4.43,4.49,2.79,1102.9062036102416
0.25,Ideal,E,VVS2,62.1,57.0,4.04,4.07,2.52,151.45945256942764
2.38,Premium,H,VS1,60.9,59.0,8.62,8.59,5.24,26356.07714916298
2.03,Premium,J,SI1,62.1,59.0,8.12,8.06,5.02,21691.036029400486
1.08,Ideal,E,VVS1,61.0,56.0,6.66,6.62,4.05,9435.707080233413
0.71,Ideal,E,SI1,60.8,57.0,5.8,5.84,3.54,4904.857545652611
1.01,Premium,F,SI2,61.3,60.0,6.43,6.4,3.93,8643.407767135956
0.61,Very Good,I,VS2,62.7,57.0,5.39,5.42,3.39,3807.441974260234
0.3,Ideal,I,SI1,61.5,57.0,4.3,4.35,2.66,585.1674031652643
0.48,Ideal,F,VVS1,62.0,55.0,4.99,5.04,3.11,2388.1942681458495
0.43,Ideal,D,SI1,61.5,56.0,4.87,4.82,2.98,1936.1857364903976
0.7,Premium,D,VS1,61.0,59.0,5.79,5.72,3.51,4882.874392234039
2.17,Ideal,I,SI1,60.4,56.0,8.36,8.43,5.07,23488.91470207992
0.7,Good,G,VS2,62.1,61.0,5.68,5.69,3.53,4851.24618156402
1.73,Ideal,F,VS1,62.1,57.0,7.73,7.64,4.77,17748.419655082493
1.5,Very Good,J,VS1,61.3,59.0,7.36,7.41,4.53,14689.403173701152
0.75,Premium,I,SI1,62.5,58.0,5.77,5.82,3.62,5411.992911340494
0.71,Good,F,VS2,63.8,58.0,5.61,5.64,3.59,4948.5641336568515
1.0,Very Good,G,VS1,59.4,59.0,6.52,6.54,3.88,8469.503590724453
1.02,Good,H,SI2,57.9,61.0,6.75,6.68,3.89,8711.188214351603
0.7,Premium,E,SI1,60.7,58.0,5.74,5.73,3.48,4895.597818283364
0.5,Ideal,E,VVS1,61.9,58.0,5.07,5.11,3.15,2606.4133011990916
2.15,Premium,H,SI2,62.8,58.0,8.22,8.17,5.15,23262.39025408666
0.34,Ideal,G,VVS2,61.1,57.0,4.48,4.52,2.75,992.1468309024458
0.84,Very Good,I,VVS2,61.7,56.0,6.03,6.07,3.74,6486.189492273673
