carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1.23,Premium,H,VS1,61.1,58.0,6.91,6.86,4.21,6993.728931505975
1.02,Premium,H,VS2,61.9,57.0,6.5,6.4,3.99,5264.027085570677
1.0,Ideal,E,SI1,61.6,55.0,6.45,6.43,3.97,5569.218861610361
0.7,Very Good,D,SI1,61.1,58.0,5.66,5.73,3.48,3028.0185262014884
1.5,Very Good,E,SI2,62.8,57.0,7.17,7.23,4.52,9849.574056909836
2.0,Very Good,J,VVS2,63.0,59.0,7.97,8.0,5.03,14258.055006060767
0.3,Very Good,G,VS2,63.1,56.0,4.28,4.25,2.69,190.8159302070403
0.26,Premium,E,VVS2,58.9,61.0,4.19,4.16,2.46,152.04376032901064
0.58,Premium,E,SI1,62.7,58.0,5.33,5.32,3.34,2055.3192660157283
0.4,Very Good,F,VS1,60.4,61.0,4.74,4.77,2.87,861.1129231821224
0.26,Ideal,D,VS1,62.0,55.0,4.12,4.1,2.55,295.4047112012936
1.0,Fair,H,SI2,65.1,58.0,6.27,6.15,4.05,3945.065500996575
0.52,Fair,F,VS1,57.2,59.0,5.35,5.39,3.07,1832.7692326040178
1.02,Premium,D,SI2,59.7,60.0,6.58,6.55,3.92,5181.998207936165
1.7,Good,I,SI1,59.3,58.0,7.72,7.77,4.59,10629.103156704732
1.01,Premium,H,SI2,61.6,61.0,6.39,6.31,3.91,5305.147559139526
0.55,Ideal,E,VS2,61.8,57.0,5.34,5.27,3.28,1918.9904021967648
1.04,Good,F,VS1,63.2,57.0,6.41,6.44,4.06,5204.471534154618
1.02,Premium,D,VS2,62.9,60.0,6.42,6.37,4.02,5355.130893872496
0.3,Ideal,F,SI1,62.3,54.0,4.3,4.27,2.67,492.47241780689046
0.97,Ideal,F,I1,60.7,56.0,6.43,6.41,3.9,5291.232117049103
0.31,Ideal,E,VS2,62.0,55.0,4.35,4.33,2.69,545.5831448188728
0.81,Ideal,H,VS1,61.8,58.0,5.97,6.04,3.71,4024.154869206722
1.02,Premium,D,SI1,62.3,59.0,6.42,6.38,3.99,5361.236433095863
0.3,Premium,I,VVS1,61.1,59.0,4.31,4.33,2.64,403.5196490915587
0.4,Very Good,E,VS1,62.8,59.0,4.63,4.67,2.92,1050.0905694014336
0.71,Very Good,F,VVS1,63.2,60.0,5.65,5.61,3.56,2749.5295979647813
0.7,Premium,G,SI1,61.5,58.0,5.69,5.76,3.52,2881.3493383881273
0.23,Ideal,E,SI2,61.5,55.0,3.95,3.98,2.43,209.1315914760271
1.09,Ideal,G,VS1,62.3,55.0,6.59,6.63,4.12,6375.414876983106
0.3,Ideal,E,VVS2,61.0,56.0,4.33,4.39,2.66,477.9641792127045
0.35,Premium,E,VS2,59.5,58.0,4.59,4.62,2.74,585.3682611960571
1.13,Ideal,F,VS2,62.1,56.0,6.65,6.71,4.15,6763.839904878854
0.31,Ideal,G,VVS1,61.5,54.0,4.36,4.39,2.69,539.8207757589348
1.33,Ideal,I,VS2,61.1,54.0,7.14,7.15,4.37,8450.752230361797
1.25,Premium,I,SI2,60.5,58.0,7.0,6.96,4.22,7099.126942328933
2.0,Fair,H,SI1,61.2,50.0,8.17,8.08,4.97,10507.276508095483
0.7,Ideal,G,SI1,62.5,56.0,5.67,5.69,3.55,3150.4364283230534
0.39,Good,F,VS2,64.3,55.0,4.56,4.64,2.96,975.072004748677
0.5,Ideal,E,VS2,60.8,57.0,5.16,5.13,3.13,1630.3175719548333
0.3,Premium,E,VS2,61.6,58.0,4.33,4.31,2.66,374.98638509159537
1.37,Ideal,J,VS2,63.0,57.0,7.11,7.05,4.46,8874.365368283226
0.8,Ideal,H,VS2,62.1,54.0,5.96,5.99,3.71,3913.3602823263914
0.28,Very Good,F,VVS1,60.1,59.0,4.24,4.25,2.55,183.81037384050296
0.34,Good,E,SI1,60.5,60.1,4.5,4.53,2.73,471.28268125252407
0.3,Very Good,E,VS2,62.6,58.0,4.25,4.28,2.67,453.7238572608899
0.85,Ideal,E,SI2,62.8,57.0,6.06,6.01,3.79,4332.383528680717
1.0,Very Good,E,SI1,60.9,59.0,6.38,6.43,3.9,5298.842425480851
0.41,Premium,G,VS2,62.6,59.0,4.73,4.76,2.97,1018.2910959591454
1.5,Premium,G,VS2,60.3,60.0,7.34,7.26,4.4,9352.834359851415
0.72,Very Good,H,SI2,63.3,57.0,5.7,5.67,3.6,2821.8479404367695
0.33,Premium,G,VS1,62.0,59.0,4.42,4.36,2.72,577.9594306637473
0.39,Ideal,E,IF,61.5,55.5,4.68,4.72,2.88,1014.9303584877039
0.4,Ideal,E,VS2,61.4,57.0,4.78,4.75,2.92,996.2872432978706
1.01,Good,F,SI1,63.5,59.0,6.29,6.38,4.02,5227.59243555172
1.02,Ideal,I,SI2,60.6,56.0,6.57,6.53,3.97,5683.338665130481
1.01,Ideal,D,SI1,63.0,56.0,6.36,6.41,4.02,5742.8503066910525
0.7,Ideal,F,SI1,61.8,56.0,5.68,5.75,3.53,3160.2009323626007
0.57,Very Good,F,VS2,59.5,57.0,5.39,5.43,3.22,1855.095175441432
1.5,Very Good,F,SI1,63.9,58.0,7.12,7.16,4.56,9844.459340364016
1.01,Premium,J,SI2,59.3,56.0,6.51,6.45,3.84,5174.338843048143
0.51,Ideal,D,VS2,61.2,55.0,5.17,5.13,3.15,1721.4314790989151
1.0,Premium,E,SI2,61.7,58.0,6.39,6.34,3.93,5193.355460318188
0.71,Premium,E,VVS1,62.5,57.0,5.67,5.62,3.53,3010.506202569573
0.52,Very Good,D,VVS2,59.8,55.0,5.28,5.35,3.18,1553.6295083815085
0.4,Good,I,IF,62.3,62.0,4.69,4.72,2.93,802.6536137359922
0.81,Premium,I,VVS2,62.9,59.0,5.95,5.84,3.71,3715.9082263005043
0.53,Ideal,F,VVS2,61.3,55.0,5.23,5.27,3.22,1849.0118942245733
2.02,Premium,I,SI2,59.4,59.0,8.25,8.21,4.89,13773.342040508845
2.11,Ideal,I,SI1,61.0,57.0,8.37,8.29,5.08,15828.62371956401
1.15,Ideal,D,VS2,58.5,57.0,6.96,6.93,4.06,6753.607969817863
0.7,Premium,I,VVS2,60.1,59.0,5.8,5.72,3.46,2759.1312184502644
1.07,Premium,F,SI1,61.7,56.0,6.66,6.5,4.06,5596.306358284957
0.56,Ideal,H,SI1,61.9,54.0,5.3,5.33,3.29,2076.5869989749763
1.74,Ideal,G,VS2,62.9,57.0,7.68,7.64,4.82,12374.666699337173
0.31,Very Good,G,VVS2,62.2,56.0,4.31,4.34,2.69,478.42031037477454
0.5,Very Good,H,VVS2,62.9,56.0,5.03,5.08,3.18,1615.7942745405999
1.07,Ideal,D,VVS2,60.3,56.0,6.63,6.68,4.01,6187.2033030355815
0.3,Premium,G,VS1,61.8,59.0,4.37,4.34,2.69,320.5389191470531
0.51,Ideal,E,SI1,62.1,55.0,5.09,5.15,3.18,1785.7781882968268
0.91,Very Good,G,SI1,63.5,58.0,6.15,6.04,3.87,4025.60262937153
0.3,Very Good,H,SI1,61.3,58.0,4.29,4.33,2.64,435.90005237713376
0.7,Ideal,F,VS2,61.0,55.0,5.74,5.79,3.52,3106.805792077429
0.76,Ideal,D,VS1,61.7,56.0,5.84,5.87,3.61,3640.4378871137505
1.15,Ideal,I,VS1,61.3,56.0,6.74,6.76,4.14,6913.810149384115
1.47,Premium,J,SI2,60.0,58.0,7.36,7.31,4.4,9004.797519696438
1.2,Ideal,G,SI1,61.8,59.0,6.77,6.8,4.19,7433.013787210752
1.07,Ideal,E,SI1,60.4,57.0,6.62,6.56,3.98,6211.271413780627
1.01,Ideal,F,SI1,62.0,54.0,6.41,6.49,4.0,5711.2885852890895
0.28,Premium,G,VVS2,60.2,60.0,4.24,4.26,2.56,288.08015663301694
2.27,Premium,H,SI2,60.7,59.0,8.5,8.45,5.15,16120.033655192117
0.4,Premium,D,VS2,61.7,59.0,4.75,4.72,2.92,895.5816920308348
0.39,Very Good,J,VS1,63.5,58.0,4.64,4.59,2.93,594.5721041653237
1.14,Premium,H,SI2,60.6,59.0,6.8,6.77,4.11,6174.518379430154
0.53,Ideal,E,VVS1,61.9,55.0,5.2,5.21,3.22,1876.2681373326186
0.4,Ideal,I,SI2,61.0,58.0,4.74,4.77,2.9,1056.4633871482774
0.58,Premium,H,VS2,59.7,59.0,5.42,5.33,3.21,1971.927085246291
0.7,Premium,D,SI1,61.2,58.0,5.74,5.7,3.5,2823.9704954189465
0.55,Ideal,H,IF,61.5,55.0,5.25,5.29,3.25,2040.664667717184
0.72,Very Good,I,VS2,63.3,57.0,5.66,5.72,3.6,3204.4330774046157
0.3,Ideal,F,SI1,62.3,53.9,4.28,4.31,2.68,509.5259006146671
1.02,Ideal,H,SI1,61.9,57.0,6.46,6.4,3.98,5782.991638589749
0.51,Very Good,I,SI1,63.5,55.0,5.07,5.11,3.23,1629.1464353050703
0.65,Premium,E,SI2,62.6,59.0,5.54,5.49,3.45,2535.408101745052
1.07,Ideal,H,SI1,61.1,56.0,6.63,6.6,4.04,6157.266902767531
0.43,Ideal,G,VVS1,61.8,55.0,4.87,4.9,3.02,1186.5550162971126
0.32,Premium,I,IF,60.3,58.0,4.41,4.45,2.67,492.9077893305421
0.28,Very Good,F,VS2,62.7,58.0,4.14,4.15,2.6,322.1763111652863
1.7,Very Good,G,VS2,62.6,57.0,7.6,7.67,4.78,11523.43125969729
0.51,Very Good,I,SI1,62.5,58.0,5.05,5.12,3.18,1773.87206221313
0.71,Ideal,D,VS2,60.4,57.0,5.77,5.82,3.5,3209.971855354431
0.4,Premium,E,VS2,62.0,58.0,4.73,4.69,2.92,919.6650730442827
0.9,Ideal,G,SI1,60.2,56.0,6.24,6.29,3.77,4764.665438851207
0.59,Good,F,VS1,60.5,61.0,5.43,5.5,3.31,1985.969967533546
1.19,Premium,D,SI2,58.6,61.0,6.93,6.89,4.05,6569.569822051331
0.51,Premium,G,VS2,61.3,59.0,5.17,5.11,3.15,1530.062665763959
0.5,Very Good,E,VS2,61.8,57.0,5.05,5.11,3.14,1628.6334766582252
1.01,Fair,H,SI2,64.9,56.0,6.33,6.25,4.08,4109.199455873354
0.63,Premium,E,VS1,60.4,58.0,5.59,5.64,3.39,2271.8066813435576
0.72,Ideal,D,SI2,62.7,55.0,5.7,5.72,3.58,3332.1730261189623
0.3,Ideal,F,VS2,60.7,57.0,4.34,4.29,2.62,489.9633751140909
0.3,Ideal,E,VVS2,61.6,56.0,4.32,4.35,2.67,477.6246343776047
0.29,Very Good,D,VVS2,59.1,61.0,4.33,4.37,2.57,272.83766193847305
1.0,Very Good,E,SI2,63.2,56.0,6.33,6.36,4.01,5283.263340557558
1.17,Ideal,G,VS1,61.7,57.0,6.71,6.75,4.15,7172.232197114421
1.56,Very Good,H,VVS2,63.3,58.0,7.3,7.35,4.64,10297.158233496595
0.56,Ideal,E,SI1,62.7,57.0,5.27,5.23,3.29,2100.52019677361
0.41,Very Good,I,SI2,63.5,57.0,4.72,4.7,2.99,807.3943661568369
1.53,Very Good,I,VS1,62.8,55.0,7.35,7.4,4.63,9880.161207132482
0.52,Very Good,J,SI1,62.5,59.0,5.14,5.16,3.22,1571.6882485511105
0.4,Ideal,J,SI1,61.4,55.0,4.75,4.8,2.93,1024.9184244570552
1.0,Premium,F,VS2,59.0,59.0,6.54,6.51,3.85,5028.296284811333
0.36,Ideal,F,VS1,61.5,55.0,4.57,4.61,2.82,818.4257586470108
0.41,Ideal,E,VS2,61.8,57.0,4.76,4.78,2.95,1114.3708089464303
0.9,Premium,H,SI1,61.4,60.0,6.13,6.08,3.75,4463.256979143835
1.59,Premium,G,SI1,62.3,60.0,7.49,7.42,4.64,10095.88193349175
1.03,Premium,G,VS1,62.2,59.0,6.41,6.46,4.0,5480.147044886935
0.38,Premium,G,VS1,61.9,56.0,4.68,4.63,2.88,771.9430923763789
0.74,Ideal,E,SI2,59.2,59.0,5.92,5.97,3.52,3397.8654986072866
1.5,Very Good,G,SI1,63.1,59.0,7.22,7.27,4.57,9733.151604707913
1.01,Good,E,SI1,59.3,64.0,6.47,6.49,3.84,4917.356858151868
1.71,Premium,H,VS2,62.5,58.0,7.64,7.52,4.74,11190.616435640783
0.9,Very Good,G,VS2,61.3,59.0,6.15,6.21,3.79,4534.841567892494
1.09,Ideal,G,SI2,61.2,57.0,6.63,6.68,4.07,6375.3981182723655
0.78,Very Good,E,VS1,60.0,56.0,6.0,6.03,3.61,3290.1409199375607
0.32,Ideal,D,VS2,61.5,56.0,4.41,4.44,2.72,584.3373048938215
0.3,Ideal,F,IF,62.0,56.0,4.31,4.33,2.68,478.9466121972114
1.01,Premium,G,SI1,58.8,58.0,6.59,6.51,3.85,5075.473839286104
0.32,Ideal,D,VVS2,61.7,55.0,4.39,4.42,2.72,604.1696562872244
1.05,Premium,H,VS2,62.7,59.0,6.49,6.43,4.05,5588.55560672288
0.9,Ideal,H,SI1,61.1,58.0,6.24,6.19,3.79,4740.8309524781935
0.54,Ideal,G,VVS1,62.2,56.0,5.2,5.22,3.24,1978.9597428281063
1.5,Ideal,E,SI1,62.6,56.0,7.27,7.3,4.56,10171.589368063818
1.01,Good,D,SI1,62.9,57.0,6.34,6.37,4.0,4991.399175144637
1.76,Ideal,F,SI2,62.6,55.0,7.69,7.64,4.8,12614.222069947842
1.01,Fair,F,VS2,65.2,52.0,6.31,6.29,4.11,4173.574039618216
1.03,Ideal,H,SI2,60.5,57.0,6.58,6.52,3.96,5796.912120596437
0.3,Ideal,E,VVS1,60.1,57.0,4.38,4.41,2.64,441.4178898466248
2.03,Ideal,G,SI2,62.5,56.0,8.1,8.05,5.05,15183.041318865267
0.54,Premium,I,VVS1,60.8,61.0,5.28,5.22,3.19,1713.2270486148977
1.01,Premium,D,SI2,58.3,59.0,6.67,6.63,3.88,4973.122358356082
1.51,Fair,I,I1,65.1,57.0,7.16,7.12,4.65,7175.187236128657
0.56,Very Good,E,VS1,62.7,60.0,5.25,5.28,3.3,1896.0943533001675
0.47,Premium,G,VS2,61.0,59.0,5.03,5.0,3.06,1285.4045285104285
0.9,Very Good,G,SI2,61.1,55.0,6.21,6.26,3.81,4408.319796378627
0.57,Premium,E,VS2,61.0,58.0,5.34,5.31,3.25,1953.0696156579033
0.36,Ideal,G,VVS2,61.8,55.0,4.57,4.62,2.84,803.7296468748791
0.9,Premium,H,VS2,61.2,61.0,6.21,6.14,3.78,4360.380004130979
0.8,Good,F,VS2,60.5,62.3,5.97,6.01,3.62,3390.0712915118993
0.5,Ideal,E,VVS2,61.7,55.7,5.09,5.12,3.13,1704.7153697958595
1.16,Very Good,I,SI1,62.7,57.0,6.67,6.76,4.21,6816.722483494043
0.54,Ideal,G,SI2,62.3,58.0,5.17,5.2,3.23,2017.3024677953056
0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,136.157717723916
0.96,Premium,D,SI2,59.1,58.0,6.53,6.44,3.83,4611.696745211866
0.38,Ideal,E,VS2,61.9,57.0,4.61,4.66,2.87,975.5500689740866
0.32,Ideal,G,VVS2,61.2,56.0,4.42,4.41,2.7,586.6249569871939
0.71,Ideal,D,VVS2,61.6,56.0,5.69,5.77,3.53,3268.503235260872
1.05,Premium,F,VS1,62.3,55.0,6.57,6.49,4.07,5487.684617335432
1.16,Premium,G,VVS2,60.0,59.0,6.89,6.82,4.11,6281.484464142825
0.9,Very Good,D,SI1,63.0,58.0,6.11,6.14,3.86,4474.630413147517
0.41,Good,F,VS2,59.7,63.0,4.8,4.85,2.88,891.5069739021997
0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,3121.1504930936576
0.74,Very Good,H,VS1,62.3,56.0,5.75,5.78,3.59,3196.969697489351
0.73,Premium,I,VS1,61.2,59.0,5.82,5.84,3.57,3037.898860517374
1.16,Ideal,H,SI2,61.1,56.0,6.78,6.79,4.15,6982.938965987833
1.57,Fair,H,VS1,67.3,66.0,7.85,5.75,3.87,4990.070526844951
0.3,Very Good,D,VS2,62.9,58.0,4.23,4.26,2.67,482.89195449405315
0.58,Ideal,F,SI2,60.9,56.0,5.42,5.39,3.29,2187.3837571856816
0.32,Very Good,D,VS2,62.0,57.0,4.38,4.42,2.73,521.5705556135958
1.51,Ideal,I,SI1,62.7,57.0,7.35,7.3,4.59,10179.71127948978
0.7,Premium,G,SI1,62.0,61.0,5.67,5.62,3.5,2908.4812848338647
0.88,Ideal,E,SI2,62.2,57.0,6.08,6.2,3.82,4655.546962005945
0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,3096.7017432027824
0.25,Ideal,F,VVS1,62.3,56.0,4.01,4.03,2.5,329.235154655511
0.7,Very Good,F,VS2,62.4,59.0,5.64,5.71,3.54,3048.2171648253902
1.07,Ideal,G,SI2,61.7,57.0,6.55,6.59,4.05,6234.6482010828695
0.39,Fair,G,IF,57.1,61.0,4.83,4.88,2.77,950.7730406742285
1.55,Ideal,F,VS2,61.8,54.0,7.44,7.48,4.61,10551.966546136635
1.18,Ideal,I,VS2,62.3,56.0,6.76,6.73,4.21,7187.643087308611
1.21,Premium,H,SI1,61.8,58.0,6.83,6.79,4.21,6874.4146180715925
0.27,Ideal,I,VS1,62.1,54.0,4.16,4.18,2.59,345.39702479255084
0.35,Ideal,H,VVS2,62.5,57.0,4.54,4.48,2.82,722.4789551959657
0.7,Ideal,H,VS2,62.4,56.0,5.63,5.72,3.54,3203.67989695107
0.91,Premium,I,VS2,62.4,61.0,6.18,6.16,3.85,4491.075336141627
0.33,Ideal,D,VS2,62.6,56.0,4.43,4.39,2.76,645.0235952776002
2.14,Premium,I,SI1,61.3,61.0,8.32,8.28,5.09,14945.138451581837
1.2,Premium,I,VS2,62.6,58.0,6.77,6.72,4.22,6836.791065568872
0.3,Very Good,H,VVS1,62.6,56.0,4.25,4.28,2.67,453.7238572608899
0.5,Ideal,I,SI1,59.8,59.0,5.18,5.15,3.09,1641.5389667604006
0.55,Ideal,G,VS2,62.2,54.0,5.27,5.28,3.28,1995.0497226924967
2.01,Very Good,H,VS2,63.5,59.0,7.92,7.86,5.01,14124.906690528394
0.3,Ideal,H,VVS2,61.3,57.0,4.33,4.31,2.65,479.0815251436238
1.65,Premium,D,SI1,60.4,60.0,7.63,7.58,4.59,10585.147530460572
0.26,Very Good,F,VS2,62.4,58.0,4.06,4.08,2.54,253.46469028555748
0.42,Ideal,D,VS1,61.1,57.0,4.84,4.81,2.95,1148.2753140036762
0.5,Premium,F,VVS2,61.9,58.0,5.07,5.1,3.15,1543.6628490792127
1.09,Ideal,G,VS2,62.4,55.0,6.61,6.56,4.11,6355.869110193269
0.41,Premium,G,SI1,61.3,58.0,4.76,4.8,2.93,990.1461757670406
1.06,Premium,F,SI1,58.4,61.0,6.73,6.69,3.92,5432.799898832362
1.49,Fair,F,SI1,59.6,63.0,7.2,7.34,4.33,7882.960727505444
0.37,Very Good,F,VS2,59.2,61.0,4.63,4.69,2.76,800.492753199288
0.4,Very Good,D,VS2,63.5,55.0,4.69,4.66,2.97,702.9181069152569
0.9,Very Good,E,SI1,62.2,60.0,6.14,6.17,3.83,4435.362996602403
0.35,Very Good,H,SI1,61.3,55.0,4.55,4.58,2.8,572.7213935256668
1.51,Very Good,E,VS2,62.4,59.0,7.26,7.36,4.56,9971.639185749329
1.08,Premium,G,SI1,59.4,60.0,6.7,6.63,3.96,5676.855403554062
0.38,Ideal,F,VS1,62.4,54.0,4.64,4.68,2.91,913.9170343576616
1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02,6113.241590124897
0.51,Ideal,E,VS2,61.5,55.0,5.23,5.14,3.19,1626.7268720829736
1.0,Fair,F,SI1,64.8,58.0,6.26,6.21,4.04,4091.589304807663
0.32,Ideal,F,VS2,60.3,55.0,4.45,4.4,2.67,576.8436942369053
1.02,Premium,F,VS2,62.4,59.0,6.4,6.45,4.01,5382.183666329883
0.42,Premium,H,VS2,62.1,57.0,4.8,4.76,2.97,1041.1225223790518
1.02,Premium,G,SI2,62.3,58.1,6.41,6.38,4.0,5371.403511497885
0.31,Very Good,F,VS2,63.4,56.0,4.32,4.29,2.73,241.69066101766657
0.9,Good,E,SI1,63.9,57.0,6.12,6.08,3.9,3876.3726708606573
1.05,Ideal,F,VS2,59.1,57.0,6.67,6.66,3.94,5962.122653597615
0.9,Good,F,SI1,58.0,58.0,6.24,6.28,3.63,4169.493705186723
0.33,Ideal,D,VVS2,60.9,57.0,4.46,4.48,2.72,651.3133823505823
0.4,Very Good,E,VS1,60.1,58.0,4.72,4.76,2.85,929.2985002296591
1.37,Ideal,G,SI2,62.8,57.0,7.12,7.06,4.45,8872.21262913627
0.72,Ideal,F,IF,62.0,57.0,5.71,5.78,3.56,3341.93753015851
1.08,Ideal,I,VS2,61.6,56.0,6.63,6.59,4.07,6250.533549058569
0.35,Premium,E,IF,59.0,61.0,4.64,4.62,2.73,526.508926684302
2.02,Premium,H,SI2,61.5,58.0,8.14,8.1,4.99,13886.222482737985
1.88,Good,J,SI2,57.9,59.0,8.16,8.11,4.71,11692.673322970848
1.52,Ideal,H,VS2,61.8,55.1,7.38,7.42,4.58,10282.590758163213
1.01,Ideal,G,SI1,62.2,55.0,6.44,6.46,4.01,5668.792053685125
0.56,Ideal,G,VS1,60.7,57.0,5.27,5.34,3.22,2164.002627222688
0.96,Premium,E,SI2,62.8,60.0,6.3,6.24,3.94,4867.859729020541
0.34,Very Good,E,SI1,63.4,55.0,4.46,4.44,2.82,405.65914579896344
0.8,Ideal,E,SI1,61.1,56.0,5.98,6.01,3.66,3932.3451136817002
0.3,Ideal,D,VS1,61.0,57.0,4.31,4.32,2.63,516.9330336185703
0.54,Ideal,E,VS2,61.8,57.0,5.23,5.26,3.24,1950.041977065355
0.71,Good,G,VS2,63.5,59.0,5.63,5.67,3.59,2797.6086030972374
1.01,Very Good,F,VS2,61.5,57.0,6.4,6.48,3.96,5483.978414822064
1.02,Ideal,I,SI2,62.8,58.0,6.37,6.41,4.01,5857.254523484362
2.01,Very Good,I,VS2,62.1,60.0,7.96,8.01,4.96,14470.34930796052
0.33,Ideal,G,VS1,62.4,56.0,4.43,4.45,2.77,642.2447266919748
0.44,Ideal,G,SI1,62.7,57.0,4.82,4.85,3.03,1345.760175498497
0.31,Very Good,E,VVS1,62.3,59.0,4.32,4.38,2.71,568.9294230556011
0.26,Very Good,G,VVS2,62.6,56.0,4.1,4.13,2.57,226.6714267925363
1.58,Ideal,E,SI1,61.0,57.0,7.5,7.55,4.59,10860.990278186127
0.32,Ideal,E,SI2,61.6,56.0,4.4,4.43,2.72,594.2534805905225
0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73,355.1579254951471
0.75,Very Good,H,SI2,61.9,56.0,5.79,5.87,3.61,3430.9725492261277
0.39,Very Good,H,VVS2,62.4,57.0,4.67,4.7,2.92,840.5361503073523
0.41,Ideal,E,VVS2,62.8,54.0,4.77,4.72,2.98,1075.3489943090326
0.54,Ideal,I,IF,61.6,53.0,5.26,5.3,3.25,1913.3607747528629
0.55,Ideal,D,VVS2,61.5,56.0,5.26,5.28,3.24,2036.8504059155196
0.35,Ideal,H,VVS1,62.6,57.0,4.47,4.45,2.79,818.5055400315132
1.82,Very Good,G,SI2,61.3,58.0,7.83,7.94,4.83,12706.921005984246
0.72,Ideal,J,VS1,61.1,56.0,5.84,5.82,3.56,3205.5503941552183
1.52,Good,I,SI1,64.0,58.0,7.2,7.27,4.63,9293.633142648861
0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86,788.7647905509532
0.3,Premium,F,IF,61.6,58.0,4.34,4.3,2.66,362.72573871702343
1.2,Ideal,H,SI1,60.8,57.0,6.9,6.88,4.19,7299.949696516871
0.56,Fair,F,VS2,57.0,67.0,5.49,5.36,3.09,1831.1590119953635
0.54,Ideal,H,VVS2,61.8,56.0,5.25,5.27,3.25,1921.615427794858
1.55,Ideal,G,VS1,62.0,57.0,7.37,7.42,4.58,10645.500846990126
1.33,Good,D,SI2,59.0,64.0,7.22,7.12,4.23,6931.831017443552
0.37,Premium,H,VS2,61.4,58.0,4.64,4.61,2.84,720.4412516815337
0.37,Premium,D,VS2,60.5,59.0,4.66,4.69,2.83,698.8017680291887
1.01,Ideal,F,SI2,61.3,57.0,6.4,6.35,3.91,5780.275792677883
1.19,Very Good,D,SI2,63.5,57.0,6.67,6.75,4.26,7118.791967424457
0.9,Very Good,I,SI1,60.5,58.0,6.22,6.27,3.78,4398.220477066677
0.32,Ideal,E,IF,62.6,55.0,4.38,4.41,2.75,590.795522334699
0.67,Good,J,VS1,64.2,55.6,5.54,5.57,3.57,2443.8411894497794
0.4,Good,D,VS2,63.5,55.0,4.66,4.69,2.97,810.4400751902788
0.35,Very Good,G,IF,62.6,59.0,4.43,4.49,2.79,857.3078675267166
0.25,Ideal,E,VVS2,62.1,57.0,4.04,4.07,2.52,284.79051579327506
2.38,Premium,H,VS1,60.9,59.0,8.62,8.59,5.24,17145.60078982548
2.03,Premium,J,SI1,62.1,59.0,8.12,8.06,5.02,14012.24319914
1.08,Ideal,E,VVS1,61.0,56.0,6.66,6.62,4.05,6236.31189506795
0.71,Ideal,E,SI1,60.8,57.0,5.8,5.84,3.54,3148.338820738005
1.01,Premium,F,SI2,61.3,60.0,6.43,6.4,3.93,5253.231572903227
0.61,Very Good,I,VS2,62.7,57.0,5.39,5.42,3.39,2254.416306503122
0.3,Ideal,I,SI1,61.5,57.0,4.3,4.35,2.66,506.88194497545555
0.48,Ideal,F,VVS1,62.0,55.0,4.99,5.04,3.11,1586.2900879818224
0.43,Ideal,D,SI1,61.5,56.0,4.87,4.82,2.98,1210.9626718772593
0.7,Premium,D,VS1,61.0,59.0,5.79,5.72,3.51,2761.2743543506513
2.17,Ideal,I,SI1,60.4,56.0,8.36,8.43,5.07,16563.091055326466
0.7,Good,G,VS2,62.1,61.0,5.68,5.69,3.53,2576.733249846653
1.73,Ideal,F,VS1,62.1,57.0,7.73,7.64,4.77,12242.361479697993
1.5,Very Good,J,VS1,61.3,59.0,7.36,7.41,4.53,9534.954563148589
0.75,Premium,I,SI1,62.5,58.0,5.77,5.82,3.62,3304.644837057086
0.71,Good,F,VS2,63.8,58.0,5.61,5.64,3.59,2784.8066887702503
1.0,Very Good,G,VS1,59.4,59.0,6.52,6.54,3.88,4989.572583551269
1.02,Good,H,SI2,57.9,61.0,6.75,6.68,3.89,4418.389683202847
0.7,Premium,E,SI1,60.7,58.0,5.74,5.73,3.48,2828.2452137111823
0.5,Ideal,E,VVS1,61.9,58.0,5.07,5.11,3.15,1709.8516094171298
2.15,Premium,H,SI2,62.8,58.0,8.22,8.17,5.15,15161.912646897112
0.34,Ideal,G,VVS2,61.1,57.0,4.48,4.52,2.75,727.2399612302788
0.84,Very Good,I,VVS2,61.7,56.0,6.03,6.07,3.74,3954.1259934778363
1.01,Very Good,D,SI2,64.0,56.0,6.3,6.38,4.06,5614.86980330579
0.51,Premium,E,SI2,61.8,58.0,5.11,5.08,3.15,1602.8383028871388
0.56,Ideal,D,SI1,62.3,56.0,5.26,5.33,3.3,2111.8113105214507
0.35,Ideal,F,VS2,61.4,55.0,4.55,4.6,2.81,729.4645906498886
1.05,Premium,D,SI1,61.6,61.0,6.55,6.5,4.02,5522.148255864485
0.46,Ideal,E,VS2,62.1,57.0,4.93,4.89,3.05,1450.1154749790687
1.54,Premium,G,VS1,61.1,56.0,7.54,7.48,4.59,9505.357662504786
0.3,Ideal,F,VVS1,61.6,55.0,4.33,4.37,2.68,460.77578345851407
0.7,Ideal,G,SI2,61.8,53.0,5.73,5.69,3.53,3101.4816792782126
0.31,Good,H,VS1,64.0,59.0,4.25,4.28,2.73,405.3155202428993
0.4,Very Good,E,VVS2,63.6,55.0,4.67,4.7,2.98,946.7572560478902
