,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
825,0.43,Premium,F,VS2,61.0,57.0,4.87,4.84,2.96,1088.4255069056908
826,0.32,Ideal,I,VVS2,62.0,54.9,4.36,4.39,2.71,504.92383825881507
827,0.6,Ideal,G,VVS2,61.4,59.0,5.37,5.41,3.31,2304.7375497834782
828,1.72,Good,J,SI2,63.2,57.0,7.56,7.6,4.79,11402.574833883577
829,0.32,Premium,J,VS1,61.9,58.0,4.39,4.33,2.7,464.0564835456896
830,1.23,Ideal,J,SI1,63.1,58.0,6.8,6.74,4.27,7207.347437166474
831,1.67,Ideal,H,SI1,61.6,55.0,7.68,7.62,4.71,10761.29187994156
832,0.4,Good,E,SI1,63.5,55.0,4.67,4.71,2.98,997.9077452849983
833,0.41,Ideal,F,VS1,60.6,57.0,4.84,4.79,2.92,914.3720601115908
834,1.24,Good,G,VS2,61.3,57.0,6.78,6.88,4.19,7347.056444035134
835,0.41,Very Good,H,VS2,60.0,57.0,4.92,4.88,2.94,833.1907973930458
836,0.32,Very Good,I,VS2,63.0,55.0,4.34,4.39,2.75,527.7210054249331
837,0.37,Very Good,E,VS2,61.8,59.0,4.56,4.6,2.83,807.02659940476
838,1.01,Good,F,VS2,60.6,62.0,6.52,6.49,3.94,5269.124624335835
839,1.18,Ideal,F,VVS1,61.5,55.6,6.79,6.83,4.19,6722.029607762164
840,0.32,Good,F,SI1,63.2,55.0,4.37,4.4,2.77,494.63718866974864
841,0.75,Ideal,I,VS1,61.1,59.0,5.85,5.87,3.58,3328.9259583201583
842,0.3,Very Good,G,VVS2,61.6,56.0,4.27,4.3,2.64,394.8141569871018
843,0.7,Very Good,D,VS1,61.6,58.0,5.67,5.73,3.51,3011.8095679660373
844,1.06,Very Good,I,VS1,58.5,58.3,6.66,6.79,3.94,5649.6262929260565
845,1.08,Premium,E,SI2,60.8,59.0,6.57,6.62,4.01,5936.0001948490435
846,0.26,Ideal,G,IF,61.7,54.0,4.15,4.18,2.57,112.87489690927077
847,0.3,Very Good,H,VVS1,63.3,59.0,4.28,4.22,2.69,374.5201014521085
848,0.72,Ideal,F,SI2,61.9,54.0,5.83,5.73,3.57,3032.1217582104146
849,0.38,Ideal,D,VS1,62.2,57.0,4.66,4.63,2.89,797.7213293428058
850,0.81,Premium,F,SI1,61.9,58.0,5.99,5.96,3.7,3787.421776823213
851,1.47,Very Good,H,SI2,59.1,56.0,7.46,7.51,4.42,8972.934169101769
852,1.01,Good,F,SI2,62.5,59.0,6.31,6.37,3.96,5495.151671652169
853,1.24,Fair,G,SI2,65.7,57.0,6.72,6.68,4.4,7393.209265653654
854,0.72,Very Good,G,SI2,62.5,56.0,5.68,5.71,3.56,3200.8766439683136
855,0.51,Ideal,F,VS1,60.4,56.0,5.18,5.21,3.14,1586.9690839018328
856,0.33,Ideal,J,VVS1,62.1,54.0,4.45,4.47,2.77,512.5768217498792
857,2.03,Ideal,G,SI1,60.0,55.8,8.17,8.3,4.95,13926.784292282831
858,0.39,Very Good,J,VVS1,57.8,59.0,4.85,4.9,2.82,712.5152228891238
859,0.3,Very Good,G,VS2,60.8,61.0,4.31,4.34,2.63,353.6675586308336
860,0.55,Ideal,D,VS2,58.5,58.0,5.42,5.39,3.16,1738.7969449469074
861,1.0,Premium,E,I1,62.3,58.0,6.38,6.33,3.96,5309.569086808131
862,2.0,Good,I,VS2,63.6,60.0,8.03,7.95,5.08,13743.41248129597
863,1.0,Good,D,SI1,63.8,53.0,6.35,6.4,4.07,5351.54837551525
864,0.32,Ideal,J,VS1,62.0,54.7,4.39,4.42,2.73,474.0638894916149
865,0.4,Premium,G,VS1,60.7,58.0,4.81,4.78,2.91,846.1111130801178
866,1.01,Good,D,SI1,64.1,60.0,6.3,6.27,4.03,5495.43091529531
867,0.3,Very Good,H,SI1,63.0,54.0,4.27,4.3,2.7,394.8141569871018
868,0.7,Very Good,H,SI1,58.5,65.0,5.81,5.84,3.41,2864.4606717371234
869,0.71,Very Good,E,VVS1,62.8,59.0,5.66,5.71,3.57,3122.329047347772
870,0.83,Ideal,E,SI1,61.5,55.0,6.05,6.08,3.73,3935.0630108260775
871,0.31,Ideal,I,VVS1,62.1,56.0,4.38,4.35,2.71,376.33417133007197
872,0.71,Premium,E,VS2,62.1,59.0,5.68,5.72,3.54,3100.643814175646
873,0.91,Very Good,H,VS1,62.7,63.0,6.1,6.03,3.8,4683.268533234097
874,0.9,Premium,G,VS2,62.0,60.0,6.19,6.14,3.82,4491.567791133817
875,0.41,Premium,G,VS1,61.9,60.0,4.76,4.7,2.93,995.5533228301367
876,0.41,Premium,F,VVS2,60.1,59.0,4.79,4.82,2.89,974.7007800088601
877,0.7,Very Good,F,SI1,59.2,60.0,5.77,5.79,3.42,2904.4953360994
878,1.02,Ideal,I,VS2,62.7,56.0,6.37,6.43,4.01,5534.776537904425
879,0.71,Ideal,G,SI2,61.5,55.0,5.74,5.78,3.54,3038.9239166412426
880,0.51,Ideal,D,VS2,62.7,55.0,5.12,5.09,3.2,1642.0173774722848
881,1.03,Ideal,G,VVS2,61.6,56.0,6.48,6.5,4.0,5518.520420235378
882,0.9,Very Good,G,VVS1,62.3,58.0,6.14,6.21,3.85,4556.344247007054
883,0.3,Ideal,D,VS2,61.1,56.0,4.36,4.32,2.65,294.4507727275552
884,1.05,Very Good,G,VS2,61.7,55.0,6.5,6.56,4.03,5705.084384606529
885,1.3,Ideal,H,VVS2,61.5,55.0,7.07,7.03,4.34,7641.245112756259
886,0.36,Ideal,G,VVS1,62.8,57.0,4.55,4.52,2.85,708.1849472492256
887,0.51,Very Good,G,VVS1,62.9,57.0,5.08,5.12,3.21,1690.947513786495
888,1.08,Very Good,J,SI2,63.2,59.0,6.57,6.4,4.1,5911.537646981226
889,2.2,Premium,I,VS2,62.0,57.0,8.38,8.34,5.18,15414.722757387768
890,0.3,Ideal,F,IF,62.1,57.0,4.29,4.31,2.67,373.1289238149757
891,0.3,Very Good,E,VVS2,62.9,55.0,4.25,4.27,2.68,414.2755221712439
892,1.46,Premium,D,SI2,62.0,55.0,7.32,7.23,4.51,9000.035423646164
893,0.54,Ideal,G,VS1,60.1,57.0,5.29,5.31,3.18,1776.7382957880793
894,0.58,Very Good,E,SI1,59.6,57.0,5.41,5.42,3.23,2057.5656218719173
895,2.01,Premium,I,SI1,61.3,60.0,8.09,8.05,4.95,13787.485083524192
896,0.43,Very Good,D,SI1,62.9,56.0,4.78,4.83,3.02,1189.9008251592277
897,2.3,Ideal,H,SI2,61.6,56.0,8.48,8.52,5.24,16334.199371315612
898,0.91,Premium,I,VS1,61.9,57.0,6.24,6.19,3.85,4541.47930697514
899,0.4,Ideal,F,SI2,62.0,57.0,4.7,4.72,2.92,964.8239285298139
900,1.0,Ideal,E,SI1,61.6,57.0,6.37,6.45,3.95,5334.31087831909
901,0.41,Premium,G,VS2,61.9,59.0,4.77,4.73,2.94,987.4905412290528
902,0.35,Ideal,H,VVS1,60.5,57.0,4.58,4.59,2.77,580.4279706713323
903,1.1,Very Good,G,IF,60.5,55.0,6.77,6.71,4.08,5920.725456707113
904,0.3,Premium,G,SI1,62.5,61.0,4.29,4.26,2.67,367.5692538450171
905,0.31,Ideal,G,VVS2,60.8,56.0,4.41,4.44,2.69,352.14582652682134
906,0.94,Premium,F,SI2,62.4,58.0,6.23,6.17,3.87,4854.688313930192
907,0.72,Good,G,SI2,63.7,59.0,5.74,5.65,3.63,3125.8135385060095
908,0.7,Very Good,F,SI1,60.6,60.0,5.71,5.75,3.47,2968.4391016217855
909,0.24,Ideal,H,VS2,61.1,56.0,3.99,4.03,2.45,75.88369675501804
910,0.57,Very Good,E,VS2,59.5,56.0,5.45,5.47,3.25,1916.1861937229817
911,0.71,Premium,I,SI1,61.7,56.0,5.73,5.71,3.53,3042.5389622663597
912,0.79,Ideal,H,VVS2,62.0,55.9,5.88,5.95,3.67,3709.00473466955
913,0.3,Premium,G,VS1,59.6,59.0,4.38,4.34,2.6,273.87747354942144
914,0.52,Premium,E,VS2,61.6,59.0,5.16,5.14,3.17,1703.327476896667
915,1.22,Very Good,F,VVS2,60.7,62.0,6.81,6.84,4.14,7105.723429736674
916,1.0,Good,D,SI1,64.9,53.0,6.27,6.3,4.08,5431.617704239803
917,0.3,Good,H,VVS1,63.4,57.0,4.27,4.31,2.72,395.9260909810937
918,0.3,Good,E,VS2,64.2,57.0,4.24,4.13,2.69,410.1070298384184
919,0.51,Premium,E,VS2,60.5,56.0,5.24,5.18,3.15,1515.2417804215038
920,1.22,Ideal,H,VVS2,62.7,54.0,6.77,6.83,4.27,7150.205830074918
921,0.56,Ideal,D,VS2,61.2,56.0,5.3,5.35,3.26,1972.476975754305
922,0.53,Ideal,E,VS2,61.4,56.0,5.18,5.25,3.2,1794.1063474511175
923,0.58,Ideal,E,VS2,61.8,57.0,5.32,5.36,3.3,2153.4812701554956
924,0.73,Premium,I,VS1,61.2,59.0,5.84,5.82,3.57,3132.0753443599397
925,1.13,Ideal,F,I1,62.2,55.0,6.68,6.63,4.14,6318.451528362682
926,0.7,Very Good,F,VS1,60.5,57.0,5.77,5.8,3.5,2905.607270093392
927,0.59,Ideal,D,IF,60.7,58.0,5.45,5.49,3.32,2121.099589284283
928,0.5,Ideal,G,VVS1,62.2,55.0,5.09,5.11,3.17,1577.0922324227854
929,1.07,Very Good,G,VVS2,62.8,57.0,6.46,6.56,4.09,5953.368246512082
930,0.42,Ideal,G,VVS2,62.1,57.0,4.8,4.77,2.97,1059.0872902425012
931,0.27,Ideal,G,VS1,62.3,53.0,4.16,4.19,2.6,203.93301110686343
932,1.51,Premium,H,VS1,61.0,60.0,7.29,7.34,4.46,9553.186267262543
933,1.33,Premium,G,SI2,59.2,62.0,7.22,7.16,4.26,7788.755792292247
934,0.53,Ideal,G,VVS1,61.4,57.0,5.18,5.21,3.19,1789.6586114751508
935,0.43,Ideal,F,VVS2,61.9,56.0,4.84,4.82,2.99,1120.3973896668836
936,0.4,Premium,G,VS1,61.3,60.0,4.71,4.66,2.87,946.7537409828047
937,0.9,Very Good,F,SI2,62.0,59.0,6.2,6.1,3.81,4475.721471574792
938,2.07,Fair,D,SI2,64.5,60.0,7.99,7.88,5.12,14490.636624176874
939,1.51,Premium,G,VS2,59.2,61.0,7.48,7.44,4.42,9347.732519124344
940,0.32,Ideal,F,SI1,61.6,55.0,4.41,4.45,2.73,454.6025243074721
941,0.5,Premium,E,SI1,62.3,60.0,5.16,5.08,3.19,1493.966345359399
942,0.9,Good,G,VS1,61.0,62.0,6.16,6.24,3.78,4536.882881822911
943,0.71,Fair,D,SI1,66.3,56.0,5.61,5.49,3.68,3154.8594173952474
944,1.21,Good,H,SI1,63.8,64.0,6.72,6.63,4.26,7083.615304323719
945,0.32,Premium,E,SI1,62.2,58.0,4.39,4.36,2.72,467.3922855276646
946,0.7,Very Good,F,VS2,61.7,63.0,5.61,5.64,3.47,3070.1936635184643
947,0.42,Ideal,E,VS1,61.6,57.0,4.8,4.84,2.97,1066.8708282004432
948,0.92,Very Good,G,SI2,59.4,62.0,6.34,6.36,3.77,4547.7411128290705
949,1.0,Premium,H,SI2,60.0,62.0,6.53,6.51,3.91,5158.605144954099
950,1.09,Ideal,I,VS2,61.8,57.0,6.55,6.59,4.06,6056.806323819846
951,0.56,Premium,I,VVS1,60.6,59.0,5.29,5.33,3.22,1981.6516913493806
952,1.01,Fair,E,VS2,66.6,55.0,6.27,6.2,4.15,5521.843128086544
953,2.02,Premium,J,VS2,62.0,59.0,8.06,8.08,5.0,13926.361400042002
954,0.3,Very Good,E,SI2,58.8,60.0,4.39,4.42,2.59,271.3743619182969
955,1.03,Very Good,D,SI2,61.3,61.0,6.46,6.49,3.97,5540.2056534075045
956,0.62,Premium,G,VS2,61.1,59.0,5.56,5.5,3.38,2300.861395224605
957,0.83,Good,J,SI1,63.8,58.0,5.97,5.95,3.8,4011.7965375686567
958,0.9,Premium,F,SI2,58.9,59.0,6.31,6.26,3.7,4368.127996065013
959,2.04,Very Good,I,SI1,63.1,58.0,8.06,7.99,5.06,14119.043521669395
960,0.9,Good,D,SI2,63.8,58.0,6.13,6.09,3.9,4554.399622662211
961,1.11,Ideal,H,SI1,61.6,56.0,6.69,6.73,4.07,6115.482757146225
962,0.51,Ideal,F,VVS1,61.4,56.0,5.15,5.17,3.17,1616.7170986750411
963,0.28,Good,F,VVS2,64.9,57.0,4.13,4.16,2.69,336.1377236607234
964,0.52,Very Good,E,VS2,62.5,56.0,5.15,5.18,3.23,1719.173796455692
965,1.2,Ideal,F,VS2,62.3,56.0,6.82,6.79,4.24,6886.075648610338
966,0.29,Ideal,F,VS2,61.6,56.0,4.28,4.32,2.65,284.2946776053666
967,1.52,Very Good,I,VS2,63.3,61.0,7.27,7.23,4.59,9665.096924281414
968,1.01,Good,D,SI1,63.1,60.0,6.32,6.39,4.01,5485.976956057092
969,1.2,Ideal,F,SI1,61.5,53.0,6.87,6.9,4.24,6841.314004628954
970,0.5,Ideal,F,VVS2,62.2,54.0,5.07,5.12,3.17,1601.001333582894
971,0.35,Ideal,E,VS2,61.6,56.0,4.54,4.52,2.79,618.2387670456255
972,0.53,Ideal,E,VS2,61.5,56.0,5.18,5.23,3.2,1791.8824794631341
973,0.55,Ideal,F,VS2,60.9,57.0,5.3,5.34,3.24,1870.0202779736542
974,2.07,Ideal,J,VVS2,62.7,54.0,8.17,8.12,5.11,14312.148535537617
975,2.01,Premium,E,SI2,58.7,54.0,8.27,8.2,4.83,13598.98958893901
976,0.3,Very Good,D,SI2,61.8,58.0,4.29,4.32,2.66,374.24085780896735
977,0.74,Ideal,G,VVS2,60.9,58.0,5.85,5.88,3.57,3228.693128527491
978,1.02,Very Good,G,SI1,63.0,55.0,6.4,6.45,4.05,5502.804655143231
979,2.0,Premium,I,VS1,61.1,58.0,8.08,8.11,4.95,13704.210507284544
980,1.51,Premium,J,VVS2,62.6,59.0,7.33,7.31,4.58,9504.256130948334
981,0.3,Ideal,F,SI1,60.6,57.0,4.34,4.37,2.64,322.80760986363157
982,0.57,Ideal,E,VS1,61.0,56.0,5.38,5.4,3.29,1988.192740846451
983,2.15,Ideal,I,SI1,62.5,57.0,8.2,8.16,5.11,15093.158631057679
984,0.97,Premium,F,SI2,61.9,58.0,6.31,6.35,3.92,5087.54874851755
985,1.2,Premium,D,SI2,62.0,58.0,6.84,6.77,4.22,6861.054613456237
986,0.26,Ideal,G,SI1,62.2,54.0,4.11,4.12,2.56,151.79762727755565
987,1.51,Premium,G,VS2,62.5,59.0,7.34,7.28,4.57,9489.5217453833
988,0.31,Ideal,E,VS2,60.5,56.0,4.41,4.38,2.66,345.4742225628711
989,0.79,Premium,H,SI2,62.8,57.0,5.91,5.88,3.7,3667.025445962432
990,0.77,Premium,G,SI2,61.2,58.0,5.99,5.96,3.64,3382.042721676577
991,0.57,Good,F,VS1,60.0,61.0,5.35,5.38,3.22,2020.1646236076447
992,0.27,Ideal,G,VVS2,62.8,56.0,4.12,4.16,2.6,246.19154345712354
993,0.52,Ideal,G,VVS2,61.0,56.0,5.24,5.18,3.18,1616.5865442081626
994,0.43,Ideal,G,IF,61.2,57.0,4.81,4.86,2.96,1159.0408763920275
995,0.6,Ideal,G,VVS2,62.0,57.0,5.41,5.46,3.37,2264.7028854212017
996,0.36,Premium,D,SI2,61.5,60.0,4.54,4.6,2.81,728.4790027842182
997,0.54,Ideal,E,VVS2,62.2,54.0,5.23,5.26,3.26,1839.570127316473
998,0.9,Good,J,SI2,63.9,56.0,6.17,6.1,3.92,4509.9172223239675
999,1.0,Premium,G,SI2,62.9,60.0,6.35,6.3,3.98,5340.429035575333
1000,1.03,Very Good,G,SI1,62.6,56.0,6.41,6.44,4.02,5591.638901352841
1001,0.53,Very Good,F,SI1,62.5,57.0,5.19,5.24,3.26,1781.5958298740659
1002,0.4,Ideal,G,VVS1,62.0,55.0,4.74,4.78,2.95,925.9011981615281
1003,0.64,Premium,H,SI1,60.0,59.0,5.63,5.57,3.36,2431.5443756744526
1004,0.35,Very Good,H,VS2,60.1,56.0,4.61,4.64,2.78,551.7918898921139
1005,0.9,Premium,H,SI2,59.5,60.0,6.32,6.29,3.75,4360.065214463928
1006,1.09,Good,H,SI1,63.2,57.0,6.54,6.57,4.14,6065.981039414922
1007,0.73,Ideal,I,SI1,61.7,55.0,5.78,5.82,3.58,3200.466845858292
1008,0.9,Very Good,F,VS2,63.1,59.0,6.13,6.05,3.84,4549.9518866862445
1009,1.06,Ideal,I,SI2,61.9,59.0,6.47,6.52,4.02,5836.177163166398
1010,0.7,Premium,F,VS2,60.6,58.0,5.8,5.72,3.49,2862.516047392281
1011,1.01,Very Good,H,SI1,61.8,61.0,6.4,6.47,3.98,5403.683759344555
1012,0.96,Premium,G,SI2,59.3,58.0,6.49,6.43,3.83,4789.924952187765
1013,0.49,Very Good,H,VVS2,62.3,57.0,5.02,5.05,3.14,1548.8659497535882
1014,1.06,Ideal,I,VVS1,60.2,57.0,6.62,6.66,4.0,5680.7654853364
1015,0.54,Good,D,SI1,63.7,57.0,5.22,5.14,3.3,1837.6255029716326
1016,0.52,Very Good,E,SI2,62.6,58.0,5.11,5.14,3.21,1760.32039481196
1017,0.41,Ideal,E,VS1,62.1,56.0,4.78,4.75,2.96,978.3158256339763
1018,0.5,Good,E,VVS2,61.6,62.0,5.04,5.09,3.12,1631.861282350096
1019,1.06,Ideal,I,SI2,62.7,58.0,6.48,6.5,4.07,5822.554711595355
1020,0.44,Ideal,E,SI1,61.1,56.0,4.92,4.9,3.0,1139.448956741006
1021,0.73,Ideal,F,VS1,62.6,56.0,5.73,5.71,3.58,3245.2284898396774
1022,0.56,Ideal,D,VS2,61.9,57.0,5.26,5.3,3.27,2012.5116401165824
1023,0.42,Very Good,D,SI2,63.1,56.0,4.8,4.74,3.01,1055.7514882605265
1024,0.81,Very Good,F,VVS2,63.1,56.0,5.99,5.9,3.75,3780.7501728592624
1025,0.72,Ideal,I,VS2,61.8,56.0,5.72,5.77,3.56,3161.9539136000285
1026,0.41,Ideal,D,VS2,62.4,55.0,4.76,4.79,2.98,1005.560728776062
1027,1.01,Very Good,I,SI1,63.3,59.0,6.26,6.22,3.95,5535.465579657587
1028,1.13,Ideal,E,I1,62.0,55.0,6.66,6.7,4.14,6349.0322334867415
1029,1.53,Premium,F,VS2,58.5,60.0,7.62,7.56,4.44,9404.185084462737
1030,0.72,Ideal,H,VVS1,62.5,57.0,5.7,5.73,3.57,3180.303344790179
1031,0.7,Very Good,E,SI2,59.5,56.0,5.79,5.81,3.45,2883.9220369212653
1032,1.09,Very Good,G,VS2,60.9,56.0,6.67,6.7,4.07,5932.254594757049
1033,1.22,Very Good,I,VS1,61.6,60.0,6.86,6.8,4.21,7044.282775845412
1034,0.31,Ideal,D,VS1,60.5,55.0,4.43,4.39,2.67,323.78898939074566
1035,0.42,Ideal,G,IF,62.7,56.0,4.76,4.77,2.99,1104.6816245747373
1036,0.3,Premium,F,VS2,60.7,58.0,4.35,4.32,2.63,305.8493563106151
1037,1.31,Premium,J,SI1,60.7,58.0,7.11,7.06,4.3,7700.331344192657
1038,1.01,Good,F,SI2,64.3,59.0,6.33,6.26,4.05,5460.123230552142
1039,1.26,Premium,H,SI2,61.3,57.0,6.96,6.87,4.24,7343.459533119403
1040,2.23,Premium,J,SI2,60.5,61.0,8.47,8.4,5.1,15622.841400464164
1041,0.72,Good,F,SI1,60.4,61.0,5.75,5.8,3.49,3131.0939648328267
1042,1.0,Fair,F,VS2,64.7,59.0,6.22,6.15,4.0,5471.931612245222
1043,0.53,Good,I,VS1,64.3,55.0,5.17,5.13,3.31,1792.161723106275
1044,2.01,Very Good,G,SI1,63.1,59.0,8.03,7.98,5.05,13848.093047064605
1045,0.32,Ideal,D,VVS2,61.3,55.8,4.43,4.44,2.71,430.6934231473633
1046,1.04,Ideal,H,SI1,62.7,54.0,6.51,6.47,4.07,5582.333631290887
1047,1.22,Ideal,G,IF,61.7,56.0,6.87,6.91,4.25,7045.115466196263
1048,1.0,Good,H,SI1,63.7,60.0,6.33,6.3,4.02,5363.22620274145
1049,0.31,Ideal,D,IF,61.1,56.0,4.39,4.42,2.69,372.7191257049558
1050,2.01,Premium,H,VS2,62.8,58.0,7.99,7.9,4.99,13884.791909444906
1051,0.36,Ideal,F,VS1,61.3,54.0,4.63,4.65,2.84,631.4514205066475
1052,0.39,Very Good,I,VVS2,62.7,58.0,4.65,4.67,2.92,914.9124126884896
1053,0.33,Premium,G,VS1,61.6,58.0,4.44,4.39,2.72,515.0799333810037
1054,0.32,Premium,I,IF,60.3,58.0,4.45,4.41,2.67,404.56045399927007
1055,0.4,Ideal,F,SI2,62.1,54.0,4.75,4.78,2.96,914.50261457847
1056,1.0,Very Good,D,SI1,62.1,61.0,6.3,6.32,3.92,5399.645821478609
1057,0.33,Fair,H,VVS2,65.1,59.0,4.4,4.32,2.84,552.8907297552969
1058,1.5,Ideal,G,VS1,61.3,56.0,7.41,7.37,4.53,9318.394302461154
1059,0.81,Very Good,I,VS1,63.2,59.0,5.9,5.84,3.71,3876.6658211428417
1060,0.32,Very Good,G,VVS1,60.9,57.0,4.41,4.44,2.69,453.4905903134804
1061,1.11,Very Good,H,VS1,63.2,57.0,6.61,6.53,4.15,6184.432745930861
1062,0.5,Ideal,H,VS2,60.8,56.0,5.17,5.19,3.14,1494.7990357102485
1063,0.33,Good,I,VS1,63.1,56.0,4.38,4.4,2.77,584.5833688733485
1064,0.27,Fair,E,VS1,66.4,58.0,3.99,4.02,2.66,378.80605412100317
1065,1.7,Ideal,H,I1,61.3,55.0,7.7,7.63,4.7,11043.64093812941
1066,0.4,Very Good,E,SI1,60.8,62.0,4.72,4.76,2.88,946.4744973396636
1067,1.51,Good,E,SI2,63.1,58.0,7.28,7.31,4.6,9561.249048863627
1068,0.3,Very Good,E,VS2,61.9,61.0,4.28,4.32,2.66,385.63944139202545
1069,0.64,Very Good,D,SI1,63.7,54.0,5.47,5.52,3.5,2608.3620430334354
1070,0.9,Good,F,SI1,62.8,64.0,6.18,5.99,3.82,4486.287364807002
1071,1.0,Very Good,H,SI2,60.2,61.0,6.44,6.48,3.89,5257.856595219653
1072,1.01,Ideal,D,VS2,59.8,56.0,6.49,6.52,3.89,5306.656177066985
1073,0.41,Very Good,E,SI1,62.9,57.0,4.72,4.76,2.98,1047.819261126322
1074,1.0,Fair,F,VS2,68.4,58.0,5.97,6.1,4.13,5751.336531851733
1075,0.31,Very Good,G,SI1,61.5,59.0,4.34,4.38,2.68,425.2643076442823
1076,1.03,Very Good,D,SI2,61.8,60.0,6.42,6.45,3.98,5581.352251763772
1077,1.03,Premium,H,SI1,61.9,58.0,6.49,6.43,4.0,5499.338298694377
1078,0.91,Premium,G,VVS2,61.8,58.0,6.24,6.16,3.83,4538.143504993165
1079,0.31,Very Good,E,VVS1,60.0,56.0,4.45,4.49,2.68,312.11116216454457
1080,0.8,Very Good,E,SI1,62.9,60.0,5.87,5.89,3.7,3815.076478075318
1081,1.02,Very Good,D,SI1,62.7,60.0,6.34,6.39,3.99,5564.524552677634
1082,1.0,Ideal,G,VS1,62.5,54.0,6.41,6.45,4.02,5288.716543986855
1083,0.34,Premium,D,SI1,62.8,58.0,4.48,4.44,2.8,576.390032805386
1084,1.0,Ideal,G,VS2,62.3,54.0,6.42,6.38,3.99,5269.534422445854
1085,0.73,Ideal,G,VS2,61.7,56.0,5.79,5.81,3.58,3187.9563282812423
1086,0.34,Good,E,SI1,63.3,57.0,4.44,4.47,2.82,625.3201691195961
1087,1.0,Premium,J,SI1,62.8,59.0,6.37,6.27,3.97,5314.29606642724
1088,0.54,Ideal,G,VS1,61.8,55.3,5.22,5.24,3.23,1848.7448429115495
1089,1.02,Very Good,F,SI2,60.9,58.0,6.43,6.55,3.95,5479.728244333973
1090,0.8,Very Good,G,VVS2,62.5,56.0,5.95,5.98,3.73,3733.8952153567734
1091,0.31,Very Good,H,SI1,61.0,61.0,4.33,4.39,2.66,437.774825221333
1092,2.0,Premium,D,SI2,61.6,59.0,8.2,8.09,5.02,13565.203636299855
1093,1.5,Premium,J,VVS2,61.5,60.0,7.31,7.27,4.48,9421.260798351825
1094,1.22,Premium,I,SI2,62.5,58.0,6.8,6.76,4.24,7108.226541367799
1095,0.72,Very Good,I,VS2,61.8,60.0,5.72,5.76,3.55,3160.841979606037
1096,0.3,Good,G,SI2,63.3,57.0,4.25,4.28,2.7,415.38745616523556
1097,0.54,Good,E,VS2,60.2,61.0,5.27,5.32,3.19,1800.647396948189
1098,1.02,Premium,F,SI1,62.3,58.0,6.38,6.46,4.0,5526.713756303341
1099,1.01,Very Good,F,VS2,63.1,60.0,6.39,6.29,4.0,5395.067531035765
1100,0.3,Ideal,G,IF,60.9,56.0,4.34,4.36,2.65,321.6956758696401
1101,1.19,Premium,I,SI2,61.6,56.0,6.87,6.83,4.22,6732.185702884353
1102,1.51,Good,I,SI2,63.6,60.0,7.23,7.27,4.61,9613.794230802952
1103,1.02,Good,G,I1,57.4,59.0,6.64,6.6,3.8,5245.917659059696
1104,3.22,Ideal,I,I1,62.6,55.0,9.49,9.42,5.92,24606.734757258546
1105,0.41,Ideal,E,SI1,62.9,57.0,4.76,4.72,2.98,997.7771908181201
1106,0.52,Very Good,D,SI2,62.4,59.0,5.05,5.15,3.18,1829.8238303043051
1107,1.52,Premium,D,SI1,60.8,61.0,7.39,7.26,4.45,9531.64972326668
1108,0.36,Ideal,H,VVS1,62.0,54.0,4.59,4.61,2.85,672.598018862916
1109,0.51,Premium,D,SI1,62.7,59.0,5.08,5.06,3.18,1684.2759098225447
1110,0.53,Premium,J,VS2,62.7,56.0,5.18,5.15,3.24,1782.9870075112005
1111,1.01,Good,F,SI2,61.3,62.0,6.44,6.48,3.96,5359.2013590063125
1112,0.7,Good,F,I1,63.9,60.0,5.65,5.52,3.58,3011.2561212583287
1113,0.34,Ideal,H,VS2,61.2,55.0,4.49,4.53,2.76,574.9988551682522
1114,1.04,Premium,G,VS2,62.2,58.0,6.49,6.4,4.01,5597.347260499061
1115,0.39,Premium,E,VS2,60.1,61.0,4.76,4.72,2.85,795.0876632448026
1116,1.01,Premium,F,VS1,61.7,58.0,6.4,6.43,3.96,5399.236023368589
1117,0.3,Very Good,F,VVS1,62.6,56.0,4.27,4.29,2.68,393.70222299311035
1118,1.71,Ideal,G,VS1,63.0,56.0,7.65,7.58,4.8,11196.418949861403
1119,1.1,Premium,H,VS2,61.4,58.0,6.68,6.62,4.08,6013.305303008717
1120,1.15,Ideal,H,SI2,62.6,55.0,6.74,6.65,4.19,6454.97342242563
1121,0.32,Ideal,H,VS1,61.8,55.0,4.41,4.42,2.73,451.26672232549686
1122,2.01,Premium,G,SI2,59.9,62.0,8.15,8.04,4.85,13717.981648031848
1123,0.24,Very Good,G,VVS1,61.7,56.0,3.98,4.02,2.46,86.17034634408628
1124,0.41,Very Good,E,SI2,62.9,58.0,4.74,4.77,2.99,1026.1340279541946
1125,0.28,Very Good,D,VVS1,60.6,58.0,4.23,4.25,2.57,232.1592937760604
1126,0.31,Premium,D,SI1,60.9,60.0,4.38,4.39,2.67,380.7819073060389
1127,0.45,Good,F,VS2,56.8,62.0,5.1,5.14,2.91,1062.3056318884082
1128,0.44,Very Good,E,VS1,60.7,58.0,4.88,4.91,2.97,1186.155225067233
1129,0.37,Ideal,F,VVS1,61.3,56.0,4.65,4.68,2.86,713.3348191091636
1130,0.9,Premium,G,VS2,62.4,61.0,6.17,6.13,3.84,4513.253024305943
1131,0.53,Ideal,F,SI2,62.2,53.0,5.19,5.22,3.24,1779.3719618860823
1132,0.54,Premium,I,IF,58.8,61.0,5.35,5.29,3.13,1706.1229263017437
