carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.33,Ideal,J,VVS1,62.1,54.0,4.45,4.47,2.77,715.1201203037244
2.03,Ideal,G,SI1,60.0,55.8,8.17,8.3,4.95,14918.476474452204
0.39,Very Good,J,VVS1,57.8,59.0,4.85,4.9,2.82,1302.622900817652
0.3,Very Good,G,VS2,60.8,61.0,4.31,4.34,2.63,426.8775414585898
0.55,Ideal,D,VS2,58.5,58.0,5.42,5.39,3.16,1781.7132612201285
1.0,Premium,E,I1,62.3,58.0,6.38,6.33,3.96,2758.982472044005
2.0,Good,I,VS2,63.6,60.0,8.03,7.95,5.08,15457.363933173589
1.0,Good,D,SI1,63.8,53.0,6.35,6.4,4.07,4658.584277174325
0.32,Ideal,J,VS1,62.0,54.7,4.39,4.42,2.73,486.3929852866995
0.4,Premium,G,VS1,60.7,58.0,4.81,4.78,2.91,826.8656759284577
1.01,Good,D,SI1,64.1,60.0,6.3,6.27,4.03,4900.12404223197
0.3,Very Good,H,SI1,63.0,54.0,4.27,4.3,2.7,496.5123643516754
0.7,Very Good,H,SI1,58.5,65.0,5.81,5.84,3.41,2365.0460216382917
0.71,Very Good,E,VVS1,62.8,59.0,5.66,5.71,3.57,4221.9165561638565
0.83,Ideal,E,SI1,61.5,55.0,6.05,6.08,3.73,3285.0853831335226
0.31,Ideal,I,VVS1,62.1,56.0,4.38,4.35,2.71,604.4202822287334
0.71,Premium,E,VS2,62.1,59.0,5.68,5.72,3.54,3143.817797661643
0.91,Very Good,H,VS1,62.7,63.0,6.1,6.03,3.8,5346.339588157113
0.9,Premium,G,VS2,62.0,60.0,6.19,6.14,3.82,4688.491623605069
0.41,Premium,G,VS1,61.9,60.0,4.76,4.7,2.93,1039.7218061323565
0.41,Premium,F,VVS2,60.1,59.0,4.79,4.82,2.89,1443.313616534122
0.7,Very Good,F,SI1,59.2,60.0,5.77,5.79,3.42,2411.9327673040507
1.02,Ideal,I,VS2,62.7,56.0,6.37,6.43,4.01,5854.29985701176
0.71,Ideal,G,SI2,61.5,55.0,5.74,5.78,3.54,2057.669501283101
0.51,Ideal,D,VS2,62.7,55.0,5.12,5.09,3.2,1555.0727156840817
1.03,Ideal,G,VVS2,61.6,56.0,6.48,6.5,4.0,7439.612931750432
0.9,Very Good,G,VVS1,62.3,58.0,6.14,6.21,3.85,6340.154719576899
0.3,Ideal,D,VS2,61.1,56.0,4.36,4.32,2.65,327.9371199291054
1.05,Very Good,G,VS2,61.7,55.0,6.5,6.56,4.03,6073.88667069801
1.3,Ideal,H,VVS2,61.5,55.0,7.07,7.03,4.34,10512.476978490966
0.36,Ideal,G,VVS1,62.8,57.0,4.55,4.52,2.85,977.9911787674723
0.51,Very Good,G,VVS1,62.9,57.0,5.08,5.12,3.21,2190.32234219056
1.08,Very Good,J,SI2,63.2,59.0,6.57,6.4,4.1,4730.394645330942
2.2,Premium,I,VS2,62.0,57.0,8.38,8.34,5.18,17561.872680380857
0.3,Ideal,F,IF,62.1,57.0,4.29,4.31,2.67,602.0104858324662
0.3,Very Good,E,VVS2,62.9,55.0,4.25,4.27,2.68,552.5716901994865
1.46,Premium,D,SI2,62.0,55.0,7.32,7.23,4.51,7773.019912455353
0.54,Ideal,G,VS1,60.1,57.0,5.29,5.31,3.18,1857.1664202727636
0.58,Very Good,E,SI1,59.6,57.0,5.41,5.42,3.23,1624.7149809259254
2.01,Premium,I,SI1,61.3,60.0,8.09,8.05,4.95,14646.402504821186
0.43,Very Good,D,SI1,62.9,56.0,4.78,4.83,3.02,952.4125515609749
2.3,Ideal,H,SI2,61.6,56.0,8.48,8.52,5.24,15286.173809384174
0.91,Premium,I,VS1,61.9,57.0,6.24,6.19,3.85,5108.68489281484
0.4,Ideal,F,SI2,62.0,57.0,4.7,4.72,2.92,379.56552618607157
1.0,Ideal,E,SI1,61.6,57.0,6.37,6.45,3.95,4845.699915751222
0.41,Premium,G,VS2,61.9,59.0,4.77,4.73,2.94,953.5011189826787
0.35,Ideal,H,VVS1,60.5,57.0,4.58,4.59,2.77,964.1203287994563
1.1,Very Good,G,IF,60.5,55.0,6.77,6.71,4.08,9658.579200983308
0.3,Premium,G,SI1,62.5,61.0,4.29,4.26,2.67,467.20726864960216
0.31,Ideal,G,VVS2,60.8,56.0,4.41,4.44,2.69,600.3734526298722
0.94,Premium,F,SI2,62.4,58.0,6.23,6.17,3.87,3770.232457414472
0.72,Good,G,SI2,63.7,59.0,5.74,5.65,3.63,2082.66622501705
0.7,Very Good,F,SI1,60.6,60.0,5.71,5.75,3.47,2449.415950751497
0.24,Ideal,H,VS2,61.1,56.0,3.99,4.03,2.45,224.21801418786254
0.57,Very Good,E,VS2,59.5,56.0,5.45,5.47,3.25,1915.345817902843
0.71,Premium,I,SI1,61.7,56.0,5.73,5.71,3.53,2414.3260769217295
0.79,Ideal,H,VVS2,62.0,55.9,5.88,5.95,3.67,4831.719115451547
0.3,Premium,G,VS1,59.6,59.0,4.38,4.34,2.6,248.7958827120715
0.52,Premium,E,VS2,61.6,59.0,5.16,5.14,3.17,1677.9665822595111
1.22,Very Good,F,VVS2,60.7,62.0,6.81,6.84,4.14,9981.863370680454
1.0,Good,D,SI1,64.9,53.0,6.27,6.3,4.08,4769.073561925477
0.3,Good,H,VVS1,63.4,57.0,4.27,4.31,2.72,448.7716757122789
0.3,Good,E,VS2,64.2,57.0,4.24,4.13,2.69,399.79703801807864
0.51,Premium,E,VS2,60.5,56.0,5.24,5.18,3.15,1469.0996237264121
1.22,Ideal,H,VVS2,62.7,54.0,6.77,6.83,4.27,9651.124684524137
0.56,Ideal,D,VS2,61.2,56.0,5.3,5.35,3.26,1952.233345383488
0.53,Ideal,E,VS2,61.4,56.0,5.18,5.25,3.2,1773.62442977415
0.58,Ideal,E,VS2,61.8,57.0,5.32,5.36,3.3,2140.7871496528032
0.73,Premium,I,VS1,61.2,59.0,5.84,5.82,3.57,3418.522870848182
1.13,Ideal,F,I1,62.2,55.0,6.68,6.63,4.14,3332.1073890461407
0.7,Very Good,F,VS1,60.5,57.0,5.77,5.8,3.5,3146.2088666547525
0.59,Ideal,D,IF,60.7,58.0,5.45,5.49,3.32,3554.8128606496066
0.5,Ideal,G,VVS1,62.2,55.0,5.09,5.11,3.17,2127.101770862096
1.07,Very Good,G,VVS2,62.8,57.0,6.46,6.56,4.09,7912.599598286881
0.42,Ideal,G,VVS2,62.1,57.0,4.8,4.77,2.97,1323.8293264251233
0.27,Ideal,G,VS1,62.3,53.0,4.16,4.19,2.6,219.98958854137436
1.51,Premium,H,VS1,61.0,60.0,7.29,7.34,4.46,11253.809877695194
1.33,Premium,G,SI2,59.2,62.0,7.22,7.16,4.26,6637.331190724252
0.53,Ideal,G,VVS1,61.4,57.0,5.18,5.21,3.19,2506.502153745916
0.43,Ideal,F,VVS2,61.9,56.0,4.84,4.82,2.99,1414.6218200631329
0.4,Premium,G,VS1,61.3,60.0,4.71,4.66,2.87,996.8650331066183
0.9,Very Good,F,SI2,62.0,59.0,6.2,6.1,3.81,3401.444968431248
2.07,Fair,D,SI2,64.5,60.0,7.99,7.88,5.12,13367.48182248123
1.51,Premium,G,VS2,59.2,61.0,7.48,7.44,4.42,10475.43585457926
0.32,Ideal,F,SI1,61.6,55.0,4.41,4.45,2.73,494.7434355079995
0.5,Premium,E,SI1,62.3,60.0,5.16,5.08,3.19,911.6749969035518
0.9,Good,G,VS1,61.0,62.0,6.16,6.24,3.78,5120.742349129668
0.71,Fair,D,SI1,66.3,56.0,5.61,5.49,3.68,2303.0801090482873
1.21,Good,H,SI1,63.8,64.0,6.72,6.63,4.26,6620.0206314102925
0.32,Premium,E,SI1,62.2,58.0,4.39,4.36,2.72,495.60929205204957
0.7,Very Good,F,VS2,61.7,63.0,5.61,5.64,3.47,3173.307418359064
0.42,Ideal,E,VS1,61.6,57.0,4.8,4.84,2.97,1104.852845002562
0.92,Very Good,G,SI2,59.4,62.0,6.34,6.36,3.77,3497.4348266334864
1.0,Premium,H,SI2,60.0,62.0,6.53,6.51,3.91,4045.1082055688375
1.09,Ideal,I,VS2,61.8,57.0,6.55,6.59,4.06,6498.5955346524715
0.56,Premium,I,VVS1,60.6,59.0,5.29,5.33,3.22,2849.0899541539034
1.01,Fair,E,VS2,66.6,55.0,6.27,6.2,4.15,5639.035973805416
2.02,Premium,J,VS2,62.0,59.0,8.06,8.08,5.0,15804.684154254881
0.3,Very Good,E,SI2,58.8,60.0,4.39,4.42,2.59,-74.76383907681702
1.03,Very Good,D,SI2,61.3,61.0,6.46,6.49,3.97,4426.277634362902
0.62,Premium,G,VS2,61.1,59.0,5.56,5.5,3.38,2268.434321219026
0.83,Good,J,SI1,63.8,58.0,5.97,5.95,3.8,3273.287042866109
0.9,Premium,F,SI2,58.9,59.0,6.31,6.26,3.7,3365.369088921928
2.04,Very Good,I,SI1,63.1,58.0,8.06,7.99,5.06,14927.708121090778
0.9,Good,D,SI2,63.8,58.0,6.13,6.09,3.9,3411.7705262871546
1.11,Ideal,H,SI1,61.6,56.0,6.69,6.73,4.07,5639.549613168832
0.51,Ideal,F,VVS1,61.4,56.0,5.15,5.17,3.17,2252.0375735874436
0.28,Good,F,VVS2,64.9,57.0,4.13,4.16,2.69,272.7746629147823
0.52,Very Good,E,VS2,62.5,56.0,5.15,5.18,3.23,1631.5181687076265
1.2,Ideal,F,VS2,62.3,56.0,6.82,6.79,4.24,7396.004194483691
0.29,Ideal,F,VS2,61.6,56.0,4.28,4.32,2.65,309.5391025376339
1.52,Very Good,I,VS2,63.3,61.0,7.27,7.23,4.59,10645.49273414348
1.01,Good,D,SI1,63.1,60.0,6.32,6.39,4.01,4971.398430447576
1.2,Ideal,F,SI1,61.5,53.0,6.87,6.9,4.24,6330.765711407352
0.5,Ideal,F,VVS2,62.2,54.0,5.07,5.12,3.17,1963.92951994542
0.35,Ideal,E,VS2,61.6,56.0,4.54,4.52,2.79,615.0854300962997
0.53,Ideal,E,VS2,61.5,56.0,5.18,5.23,3.2,1768.4402969722482
0.55,Ideal,F,VS2,60.9,57.0,5.3,5.34,3.24,1842.6321483591623
2.07,Ideal,J,VVS2,62.7,54.0,8.17,8.12,5.11,20329.94647451347
2.01,Premium,E,SI2,58.7,54.0,8.27,8.2,4.83,12591.135919562272
0.3,Very Good,D,SI2,61.8,58.0,4.29,4.32,2.66,-11.930954540193852
0.74,Ideal,G,VVS2,60.9,58.0,5.85,5.88,3.57,4283.375937742571
1.02,Very Good,G,SI1,63.0,55.0,6.4,6.45,4.05,4892.663721912948
2.0,Premium,I,VS1,61.1,58.0,8.08,8.11,4.95,16382.296418361726
1.51,Premium,J,VVS2,62.6,59.0,7.33,7.31,4.58,13144.288702609188
0.3,Ideal,F,SI1,60.6,57.0,4.34,4.37,2.64,472.6735105112848
0.57,Ideal,E,VS1,61.0,56.0,5.38,5.4,3.29,2093.752625865094
2.15,Ideal,I,SI1,62.5,57.0,8.2,8.16,5.11,16209.085778916316
0.97,Premium,F,SI2,61.9,58.0,6.31,6.35,3.92,3973.7766726413656
1.2,Premium,D,SI2,62.0,58.0,6.84,6.77,4.22,5662.420128371985
0.26,Ideal,G,SI1,62.2,54.0,4.11,4.12,2.56,420.97608763918834
1.51,Premium,G,VS2,62.5,59.0,7.34,7.28,4.57,10453.246103700523
0.31,Ideal,E,VS2,60.5,56.0,4.41,4.38,2.66,392.1648306530424
0.79,Premium,H,SI2,62.8,57.0,5.91,5.88,3.7,2610.6364004696693
0.77,Premium,G,SI2,61.2,58.0,5.99,5.96,3.64,2334.5653130755964
0.57,Good,F,VS1,60.0,61.0,5.35,5.38,3.22,2151.1308208229993
0.27,Ideal,G,VVS2,62.8,56.0,4.12,4.16,2.6,382.82768405630395
0.52,Ideal,G,VVS2,61.0,56.0,5.24,5.18,3.18,2078.57711873132
0.43,Ideal,G,IF,61.2,57.0,4.81,4.86,2.96,1910.770061599327
0.6,Ideal,G,VVS2,62.0,57.0,5.41,5.46,3.37,2830.8885378416962
0.36,Premium,D,SI2,61.5,60.0,4.54,4.6,2.81,225.54328086883106
0.54,Ideal,E,VVS2,62.2,54.0,5.23,5.26,3.26,2251.837144045889
0.9,Good,J,SI2,63.9,56.0,6.17,6.1,3.92,3341.165256674096
1.0,Premium,G,SI2,62.9,60.0,6.35,6.3,3.98,4207.323428383952
1.03,Very Good,G,SI1,62.6,56.0,6.41,6.44,4.02,5055.073181673985
0.53,Very Good,F,SI1,62.5,57.0,5.19,5.24,3.26,1270.7388233105394
0.4,Ideal,G,VVS1,62.0,55.0,4.74,4.78,2.95,1231.7284576519924
0.64,Premium,H,SI1,60.0,59.0,5.63,5.57,3.36,1833.902941975417
0.35,Very Good,H,VS2,60.1,56.0,4.61,4.64,2.78,559.7998852241858
0.9,Premium,H,SI2,59.5,60.0,6.32,6.29,3.75,3308.4549190085213
1.09,Good,H,SI1,63.2,57.0,6.54,6.57,4.14,5491.893981295887
0.73,Ideal,I,SI1,61.7,55.0,5.78,5.82,3.58,2575.38069672439
0.9,Very Good,F,VS2,63.1,59.0,6.13,6.05,3.84,4725.717615850032
1.06,Ideal,I,SI2,61.9,59.0,6.47,6.52,4.02,4713.527642545557
0.7,Premium,F,VS2,60.6,58.0,5.8,5.72,3.49,2903.8919971904143
1.01,Very Good,H,SI1,61.8,61.0,6.4,6.47,3.98,4879.678822868531
0.96,Premium,G,SI2,59.3,58.0,6.49,6.43,3.83,3707.1605430593263
0.49,Very Good,H,VVS2,62.3,57.0,5.02,5.05,3.14,1900.5081506266847
1.06,Ideal,I,VVS1,60.2,57.0,6.62,6.66,4.0,8306.415148435339
0.54,Good,D,SI1,63.7,57.0,5.22,5.14,3.3,1200.0304790052287
0.52,Very Good,E,SI2,62.6,58.0,5.11,5.14,3.21,974.4304488700172
0.41,Ideal,E,VS1,62.1,56.0,4.78,4.75,2.96,1004.3502194978023
0.5,Good,E,VVS2,61.6,62.0,5.04,5.09,3.12,2127.272814281711
1.06,Ideal,I,SI2,62.7,58.0,6.48,6.5,4.07,4653.5867256201345
0.44,Ideal,E,SI1,61.1,56.0,4.92,4.9,3.0,830.9175884977894
0.73,Ideal,F,VS1,62.6,56.0,5.73,5.71,3.58,3600.7890522894318
0.56,Ideal,D,VS2,61.9,57.0,5.26,5.3,3.27,1983.5785699946846
0.42,Very Good,D,SI2,63.1,56.0,4.8,4.74,3.01,395.81240652359975
0.81,Very Good,F,VVS2,63.1,56.0,5.99,5.9,3.75,4740.437080110376
0.72,Ideal,I,VS2,61.8,56.0,5.72,5.77,3.56,3207.674213533007
0.41,Ideal,D,VS2,62.4,55.0,4.76,4.79,2.98,935.8518185143221
1.01,Very Good,I,SI1,63.3,59.0,6.26,6.22,3.95,5097.452928674458
1.13,Ideal,E,I1,62.0,55.0,6.66,6.7,4.14,3735.244103215767
1.53,Premium,F,VS2,58.5,60.0,7.62,7.56,4.44,10547.778229270367
0.72,Ideal,H,VVS1,62.5,57.0,5.7,5.73,3.57,4370.891812547444
0.7,Very Good,E,SI2,59.5,56.0,5.79,5.81,3.45,1960.3435449595454
1.09,Very Good,G,VS2,60.9,56.0,6.67,6.7,4.07,6346.961634651824
1.22,Very Good,I,VS1,61.6,60.0,6.86,6.8,4.21,8147.999033110146
0.31,Ideal,D,VS1,60.5,55.0,4.43,4.39,2.67,290.9697499531985
0.42,Ideal,G,IF,62.7,56.0,4.76,4.77,2.99,1783.5582424591921
0.3,Premium,F,VS2,60.7,58.0,4.35,4.32,2.63,365.58036189992345
1.31,Premium,J,SI1,60.7,58.0,7.11,7.06,4.3,7337.4533378464075
1.01,Good,F,SI2,64.3,59.0,6.33,6.26,4.05,4282.468620328758
1.26,Premium,H,SI2,61.3,57.0,6.96,6.87,4.24,6179.550177867753
2.23,Premium,J,SI2,60.5,61.0,8.47,8.4,5.1,14616.445212518644
0.72,Good,F,SI1,60.4,61.0,5.75,5.8,3.49,2641.696550124898
1.0,Fair,F,VS2,64.7,59.0,6.22,6.15,4.0,5742.705191453813
0.53,Good,I,VS1,64.3,55.0,5.17,5.13,3.31,1909.4704405521165
2.01,Very Good,G,SI1,63.1,59.0,8.03,7.98,5.05,14578.313856669702
0.32,Ideal,D,VVS2,61.3,55.8,4.43,4.44,2.71,680.0771134223378
1.04,Ideal,H,SI1,62.7,54.0,6.51,6.47,4.07,4887.50115859232
1.22,Ideal,G,IF,61.7,56.0,6.87,6.91,4.25,11112.514764977363
1.0,Good,H,SI1,63.7,60.0,6.33,6.3,4.02,4718.982352563338
0.31,Ideal,D,IF,61.1,56.0,4.39,4.42,2.69,669.5714450645615
2.01,Premium,H,VS2,62.8,58.0,7.99,7.9,4.99,15737.408170097911
0.36,Ideal,F,VS1,61.3,54.0,4.63,4.65,2.84,605.2792151172798
0.39,Very Good,I,VVS2,62.7,58.0,4.65,4.67,2.92,1101.9955148141498
0.33,Premium,G,VS1,61.6,58.0,4.44,4.39,2.72,534.0300988047256
0.32,Premium,I,IF,60.3,58.0,4.45,4.41,2.67,866.5409078686607
0.4,Ideal,F,SI2,62.1,54.0,4.75,4.78,2.96,280.54182770891384
1.0,Very Good,D,SI1,62.1,61.0,6.3,6.32,3.92,4975.9951813668495
0.33,Fair,H,VVS2,65.1,59.0,4.4,4.32,2.84,416.1842636215342
1.5,Ideal,G,VS1,61.3,56.0,7.41,7.37,4.53,10911.31698276785
0.81,Very Good,I,VS1,63.2,59.0,5.9,5.84,3.71,4363.498994589667
0.32,Very Good,G,VVS1,60.9,57.0,4.41,4.44,2.69,763.0906983912264
1.11,Very Good,H,VS1,63.2,57.0,6.61,6.53,4.15,7111.9084948205655
0.5,Ideal,H,VS2,60.8,56.0,5.17,5.19,3.14,1451.0729011875137
0.33,Good,I,VS1,63.1,56.0,4.38,4.4,2.77,631.2375653599438
0.27,Fair,E,VS1,66.4,58.0,3.99,4.02,2.66,497.1763798113657
1.7,Ideal,H,I1,61.3,55.0,7.7,7.63,4.7,5715.165165579463
0.4,Very Good,E,SI1,60.8,62.0,4.72,4.76,2.88,851.5308575336658
1.51,Good,E,SI2,63.1,58.0,7.28,7.31,4.6,8322.635135286975
0.3,Very Good,E,VS2,61.9,61.0,4.28,4.32,2.66,428.35572330182094
0.64,Very Good,D,SI1,63.7,54.0,5.47,5.52,3.5,1964.2563129458158
0.9,Good,F,SI1,62.8,64.0,6.18,5.99,3.82,3755.4299193245606
1.0,Very Good,H,SI2,60.2,61.0,6.44,6.48,3.89,4180.778514942666
1.01,Ideal,D,VS2,59.8,56.0,6.49,6.52,3.89,5720.355085134782
0.41,Very Good,E,SI1,62.9,57.0,4.72,4.76,2.98,829.0302859863332
1.0,Fair,F,VS2,68.4,58.0,5.97,6.1,4.13,5926.954029848266
0.31,Very Good,G,SI1,61.5,59.0,4.34,4.38,2.68,557.7986543153556
1.03,Very Good,D,SI2,61.8,60.0,6.42,6.45,3.98,4467.781813524251
1.03,Premium,H,SI1,61.9,58.0,6.49,6.43,4.0,4880.659187173063
0.91,Premium,G,VVS2,61.8,58.0,6.24,6.16,3.83,6017.927908657348
0.31,Very Good,E,VVS1,60.0,56.0,4.45,4.49,2.68,592.0465705001507
0.8,Very Good,E,SI1,62.9,60.0,5.87,5.89,3.7,3213.1304432471397
1.02,Very Good,D,SI1,62.7,60.0,6.34,6.39,3.99,5099.358723309233
1.0,Ideal,G,VS1,62.5,54.0,6.41,6.45,4.02,6004.151694000911
0.34,Premium,D,SI1,62.8,58.0,4.48,4.44,2.8,484.2663538417464
1.0,Ideal,G,VS2,62.3,54.0,6.42,6.38,3.99,5533.564975032675
0.73,Ideal,G,VS2,61.7,56.0,5.79,5.81,3.58,3226.8537779358467
0.34,Good,E,SI1,63.3,57.0,4.44,4.47,2.82,573.084944756526
1.0,Premium,J,SI1,62.8,59.0,6.37,6.27,3.97,4680.311141907468
0.54,Ideal,G,VS1,61.8,55.3,5.22,5.24,3.23,1968.7484647418626
1.02,Very Good,F,SI2,60.9,58.0,6.43,6.55,3.95,4373.1438093809775
0.8,Very Good,G,VVS2,62.5,56.0,5.95,5.98,3.73,4749.737045785787
0.31,Very Good,H,SI1,61.0,61.0,4.33,4.39,2.66,623.6255243015385
2.0,Premium,D,SI2,61.6,59.0,8.2,8.09,5.02,12389.736449880465
1.5,Premium,J,VVS2,61.5,60.0,7.31,7.27,4.48,13266.314008175612
1.22,Premium,I,SI2,62.5,58.0,6.8,6.76,4.24,5926.088127056417
0.72,Very Good,I,VS2,61.8,60.0,5.72,5.76,3.55,3216.8896372728695
0.3,Good,G,SI2,63.3,57.0,4.25,4.28,2.7,2.2881823766565503
0.54,Good,E,VS2,60.2,61.0,5.27,5.32,3.19,1807.9461404239005
1.02,Premium,F,SI1,62.3,58.0,6.38,6.46,4.0,5033.7023004713665
1.01,Very Good,F,VS2,63.1,60.0,6.39,6.29,4.0,5671.137783255878
0.3,Ideal,G,IF,60.9,56.0,4.34,4.36,2.65,600.5685760438404
1.19,Premium,I,SI2,61.6,56.0,6.87,6.83,4.22,5511.565388948369
1.51,Good,I,SI2,63.6,60.0,7.23,7.27,4.61,8377.39446216144
1.02,Good,G,I1,57.4,59.0,6.64,6.6,3.8,3062.67602171477
3.22,Ideal,I,I1,62.6,55.0,9.49,9.42,5.92,12013.40200906408
0.41,Ideal,E,SI1,62.9,57.0,4.76,4.72,2.98,699.4491533986984
0.52,Very Good,D,SI2,62.4,59.0,5.05,5.15,3.18,1081.8517267956122
1.52,Premium,D,SI1,60.8,61.0,7.39,7.26,4.45,9569.338956080117
0.36,Ideal,H,VVS1,62.0,54.0,4.59,4.61,2.85,924.3381065139151
0.51,Premium,D,SI1,62.7,59.0,5.08,5.06,3.18,1258.9008698116722
0.53,Premium,J,VS2,62.7,56.0,5.18,5.15,3.24,1700.4738052013886
1.01,Good,F,SI2,61.3,62.0,6.44,6.48,3.96,4231.834809070855
0.7,Good,F,I1,63.9,60.0,5.65,5.52,3.58,1039.352639192079
0.34,Ideal,H,VS2,61.2,55.0,4.49,4.53,2.76,592.6171644606461
1.04,Premium,G,VS2,62.2,58.0,6.49,6.4,4.01,5939.432739348613
0.39,Premium,E,VS2,60.1,61.0,4.76,4.72,2.85,809.9565037282359
1.01,Premium,F,VS1,61.7,58.0,6.4,6.43,3.96,6159.092270100963
0.3,Very Good,F,VVS1,62.6,56.0,4.27,4.29,2.68,555.6058403534425
1.71,Ideal,G,VS1,63.0,56.0,7.65,7.58,4.8,13266.71627156794
1.1,Premium,H,VS2,61.4,58.0,6.68,6.62,4.08,6431.013462519212
1.15,Ideal,H,SI2,62.6,55.0,6.74,6.65,4.19,5241.385491425365
0.32,Ideal,H,VS1,61.8,55.0,4.41,4.42,2.73,452.416728369848
2.01,Premium,G,SI2,59.9,62.0,8.15,8.04,4.85,12722.322073518208
0.24,Very Good,G,VVS1,61.7,56.0,3.98,4.02,2.46,275.9958521014478
0.41,Very Good,E,SI2,62.9,58.0,4.74,4.77,2.99,380.62797647381285
0.28,Very Good,D,VVS1,60.6,58.0,4.23,4.25,2.57,517.3057853756918
0.31,Premium,D,SI1,60.9,60.0,4.38,4.39,2.67,481.5880893152698
0.45,Good,F,VS2,56.8,62.0,5.1,5.14,2.91,1154.7621197207982
0.44,Very Good,E,VS1,60.7,58.0,4.88,4.91,2.97,1236.3311493849933
0.37,Ideal,F,VVS1,61.3,56.0,4.65,4.68,2.86,1019.7782856104313
0.9,Premium,G,VS2,62.4,61.0,6.17,6.13,3.84,4690.341100300875
0.53,Ideal,F,SI2,62.2,53.0,5.19,5.22,3.24,960.6684128385059
0.54,Premium,I,IF,58.8,61.0,5.35,5.29,3.13,3162.973031377176
1.0,Very Good,E,VS2,59.0,58.0,6.49,6.53,3.84,5651.360491334798
0.32,Ideal,F,IF,61.3,57.0,4.42,4.46,2.72,760.1783547963561
1.23,Premium,H,SI2,61.2,57.0,6.89,6.86,4.21,5954.851726605596
1.02,Very Good,E,SI2,62.8,55.0,6.4,6.43,4.03,4332.884947039488
0.56,Premium,E,VVS2,59.2,56.0,5.49,5.39,3.22,2442.372635297628
0.43,Ideal,H,IF,62.2,55.0,4.87,4.84,3.02,1873.7492594058845
0.52,Ideal,G,VS1,62.1,54.0,5.14,5.17,3.2,1840.2989591674739
0.38,Very Good,G,SI1,61.8,53.7,4.67,4.69,2.9,602.7895031278758
0.9,Very Good,I,VVS1,63.4,57.0,6.09,6.12,3.87,6346.836271401913
1.72,Premium,H,SI1,62.0,57.0,7.67,7.63,4.74,11547.172335960773
0.31,Very Good,H,SI1,61.7,59.0,4.36,4.39,2.7,481.5693656830117
2.02,Premium,F,SI2,61.0,59.0,8.2,8.13,4.98,12657.980689213451
0.56,Ideal,E,VVS2,61.0,56.0,5.32,5.36,3.26,2535.9813209505332
0.42,Ideal,G,IF,62.0,57.0,4.82,4.8,2.98,1789.0371950687077
0.34,Very Good,I,SI1,61.3,61.0,4.45,4.49,2.74,696.4088734674579
0.43,Ideal,G,VS1,62.3,56.0,4.82,4.85,3.01,1199.7131211547348
1.51,Fair,J,SI1,63.4,60.0,7.31,7.18,4.59,9332.527473394122
0.32,Very Good,G,VS2,60.2,57.0,4.42,4.45,2.67,515.0976545346953
1.24,Premium,G,VS1,62.0,55.0,6.95,6.89,4.29,8255.065799848842
0.31,Ideal,E,VS1,61.4,56.0,4.38,4.35,2.68,373.59401737037297
1.32,Ideal,G,VVS2,62.3,57.0,6.96,7.04,4.36,10943.277383237877
1.02,Ideal,H,SI2,61.6,55.0,6.49,6.43,3.98,4259.063688028949
0.7,Very Good,J,VS2,61.1,61.0,5.64,5.69,3.46,3155.9904554370596
1.0,Premium,F,VS1,62.7,55.0,6.39,6.34,3.99,6037.563117727058
0.41,Ideal,G,VS2,61.4,59.0,4.78,4.76,2.93,959.0565466371522
0.52,Premium,G,SI1,59.7,60.0,5.22,5.2,3.11,1272.301557681747
0.51,Very Good,D,VS2,60.5,60.0,5.16,5.19,3.13,1607.5327639225184
0.3,Premium,D,SI1,61.7,59.0,4.28,4.31,2.65,562.3579579701136
0.39,Good,D,VVS2,58.1,60.0,4.82,4.85,2.81,1327.3389437482192
0.38,Premium,G,IF,62.5,60.0,4.64,4.61,2.89,1397.7669626479842
1.01,Premium,F,SI2,58.3,58.0,6.56,6.55,3.82,4204.340679471292
1.36,Ideal,G,SI1,60.9,56.0,7.15,7.16,4.36,7933.497625656287
1.21,Ideal,I,SI1,60.6,55.0,6.92,6.87,4.18,6428.40332850683
0.3,Very Good,F,IF,62.1,57.0,4.26,4.3,2.66,612.8664413616153
0.41,Premium,D,VVS1,62.2,58.0,4.77,4.71,2.95,1431.7425954242526
2.03,Premium,J,VS1,59.3,60.0,8.36,8.28,4.93,16311.84652862337
0.36,Ideal,D,SI1,62.5,56.0,4.55,4.57,2.85,609.8542266849181
0.4,Premium,D,SI1,61.4,56.0,4.83,4.72,2.93,462.92045965455964
2.11,Premium,D,SI2,60.9,60.0,8.28,8.21,5.02,13552.894780689934
1.06,Ideal,H,SI1,63.0,55.0,6.49,6.44,4.08,5188.235882596662
0.33,Good,I,VS1,63.2,57.0,4.37,4.4,2.77,648.2256938183687
0.72,Premium,E,IF,61.3,60.0,5.74,5.71,3.51,5173.0421505130935
1.51,Good,J,SI1,62.4,64.0,7.31,7.23,4.54,9452.761214660217
1.0,Premium,G,VS2,62.9,56.0,6.42,6.27,3.99,5505.052244622215
1.02,Ideal,F,SI1,62.8,55.0,6.43,6.4,4.03,4814.247549644331
0.43,Ideal,E,SI2,62.1,56.0,4.85,4.84,3.01,450.31155468074076
1.0,Fair,G,I1,66.4,59.0,6.16,6.09,4.07,2526.1680028224687
1.7,Premium,I,SI1,58.6,59.0,7.79,7.75,4.55,11362.657203878865
0.72,Ideal,D,SI2,61.1,58.0,5.76,5.79,3.53,2155.580962039461
