,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1290,0.3,Premium,E,VS2,61.6,58.0,4.33,4.31,2.66,331.90015749321515
1291,1.37,Ideal,J,VS2,63.0,57.0,7.11,7.05,4.46,8313.279401562218
1292,0.8,Ideal,H,VS2,62.1,54.0,5.96,5.99,3.71,3719.781814680955
1293,0.28,Very Good,F,VVS1,60.1,59.0,4.24,4.25,2.55,221.99425288693055
1294,0.34,Good,E,SI1,60.5,60.1,4.5,4.53,2.73,562.0383222224075
1295,0.3,Very Good,E,VS2,62.6,58.0,4.25,4.28,2.67,414.51100162619855
1296,0.85,Ideal,E,SI2,62.8,57.0,6.06,6.01,3.79,4123.626020154454
1297,1.0,Very Good,E,SI1,60.9,59.0,6.38,6.43,3.9,5314.505925541704
1298,0.41,Premium,G,VS2,62.6,59.0,4.73,4.76,2.97,1034.4830102356975
1299,1.5,Premium,G,VS2,60.3,60.0,7.34,7.26,4.4,9394.253402343184
1300,0.72,Very Good,H,SI2,63.3,57.0,5.7,5.67,3.6,3176.894641089586
1301,0.33,Premium,G,VS1,62.0,59.0,4.42,4.36,2.72,543.2276142274461
1302,0.39,Ideal,E,IF,61.5,55.5,4.68,4.72,2.88,883.2716835629221
1303,0.4,Ideal,E,VS2,61.4,57.0,4.78,4.75,2.92,881.4296805246382
1304,1.01,Good,F,SI1,63.5,59.0,6.29,6.38,4.02,5508.864677319257
1305,1.02,Ideal,I,SI2,60.6,56.0,6.57,6.53,3.97,5321.148274981759
1306,1.01,Ideal,D,SI1,63.0,56.0,6.36,6.41,4.02,5436.580188702896
1307,0.7,Ideal,F,SI1,61.8,56.0,5.68,5.75,3.53,2994.704247866941
1308,0.57,Very Good,F,VS2,59.5,57.0,5.39,5.43,3.22,1975.688380185713
1309,1.5,Very Good,F,SI1,63.9,58.0,7.12,7.16,4.56,9621.43322370889
1310,1.01,Premium,J,SI2,59.3,56.0,6.51,6.45,3.84,5281.684855953551
1311,0.51,Ideal,D,VS2,61.2,55.0,5.17,5.13,3.15,1594.3388887837448
1312,1.0,Premium,E,SI2,61.7,58.0,6.39,6.34,3.93,5304.179570025081
1313,0.71,Premium,E,VVS1,62.5,57.0,5.67,5.62,3.53,3106.4521555115098
1314,0.52,Very Good,D,VVS2,59.8,55.0,5.28,5.35,3.18,1582.1705302288367
1315,0.4,Good,I,IF,62.3,62.0,4.69,4.72,2.93,974.3668801742448
1316,0.81,Premium,I,VVS2,62.9,59.0,5.95,5.84,3.71,3831.5297223255234
1317,0.53,Ideal,F,VVS2,61.3,55.0,5.23,5.27,3.22,1735.2238599398975
1318,2.02,Premium,I,SI2,59.4,59.0,8.25,8.21,4.89,13728.47576098367
1319,2.11,Ideal,I,SI1,61.0,57.0,8.37,8.29,5.08,14517.353463935706
1320,1.15,Ideal,D,VS2,58.5,57.0,6.96,6.93,4.06,6236.900587496756
1321,0.7,Premium,I,VVS2,60.1,59.0,5.8,5.72,3.46,2870.787981667465
1322,1.07,Premium,F,SI1,61.7,56.0,6.66,6.5,4.06,5735.318835971881
1323,0.56,Ideal,H,SI1,61.9,54.0,5.3,5.33,3.29,1967.2040277073747
1324,1.74,Ideal,G,VS2,62.9,57.0,7.68,7.64,4.82,11477.2745658487
1325,0.31,Very Good,G,VVS2,62.2,56.0,4.31,4.34,2.69,453.97442065440714
1326,0.5,Very Good,H,VVS2,62.9,56.0,5.03,5.08,3.18,1637.4863138885203
1327,1.07,Ideal,D,VVS2,60.3,56.0,6.63,6.68,4.01,5766.29790252175
1328,0.3,Premium,G,VS1,61.8,59.0,4.37,4.34,2.69,290.59473542672254
1329,0.51,Ideal,E,SI1,62.1,55.0,5.09,5.15,3.18,1676.949732916729
1330,0.91,Very Good,G,SI1,63.5,58.0,6.15,6.04,3.87,4639.218133272521
1331,0.3,Very Good,H,SI1,61.3,58.0,4.29,4.33,2.64,373.20557955970685
1332,0.7,Ideal,F,VS2,61.0,55.0,5.74,5.79,3.52,2932.746114767203
1333,0.76,Ideal,D,VS1,61.7,56.0,5.84,5.87,3.61,3438.0118723686483
1334,1.15,Ideal,I,VS1,61.3,56.0,6.74,6.76,4.14,6464.080408862461
1335,1.47,Premium,J,SI2,60.0,58.0,7.36,7.31,4.4,9069.3360349261
1336,1.2,Ideal,G,SI1,61.8,59.0,6.77,6.8,4.19,6940.209102952323
1337,1.07,Ideal,E,SI1,60.4,57.0,6.62,6.56,3.98,5776.624258038372
1338,1.01,Ideal,F,SI1,62.0,54.0,6.41,6.49,4.0,5384.948411119781
1339,0.28,Premium,G,VVS2,60.2,60.0,4.24,4.26,2.56,221.99425288693055
1340,2.27,Premium,H,SI2,60.7,59.0,8.5,8.45,5.15,16005.85567626674
1341,0.4,Premium,D,VS2,61.7,59.0,4.75,4.72,2.92,912.4087470745068
1342,0.39,Very Good,J,VS1,63.5,58.0,4.64,4.59,2.93,924.5771056294147
1343,1.14,Premium,H,SI2,60.6,59.0,6.8,6.77,4.11,6300.700723634778
1344,0.53,Ideal,E,VVS1,61.9,55.0,5.2,5.21,3.22,1766.202926489767
1345,0.4,Ideal,I,SI2,61.0,58.0,4.74,4.77,2.9,922.7351025911299
1346,0.58,Premium,H,VS2,59.7,59.0,5.42,5.33,3.21,2046.1308657637892
1347,0.7,Premium,D,SI1,61.2,58.0,5.74,5.7,3.5,2932.746114767203
1348,0.55,Ideal,H,IF,61.5,55.0,5.25,5.29,3.25,1917.4142531625437
1349,0.72,Very Good,I,VS2,63.3,57.0,5.66,5.72,3.6,3218.2000631560777
1350,0.3,Ideal,F,SI1,62.3,53.9,4.28,4.31,2.68,383.53193507633
1351,1.02,Ideal,H,SI1,61.9,57.0,6.46,6.4,3.98,5434.738185664612
1352,0.51,Very Good,I,SI1,63.5,55.0,5.07,5.11,3.23,1697.6024439499745
1353,0.65,Premium,E,SI2,62.6,59.0,5.54,5.49,3.45,2632.165464459934
1354,1.07,Ideal,H,SI1,61.1,56.0,6.63,6.6,4.04,5766.29790252175
1355,0.43,Ideal,G,VVS1,61.8,55.0,4.87,4.9,3.02,1092.7571372588677
1356,0.32,Premium,I,IF,60.3,58.0,4.41,4.45,2.67,452.13241761612244
1357,0.28,Very Good,F,VS2,62.7,58.0,4.14,4.15,2.6,325.25780805316117
1358,1.7,Very Good,G,VS2,62.6,57.0,7.6,7.67,4.78,11154.199201469899
1359,0.51,Very Good,I,SI1,62.5,58.0,5.05,5.12,3.18,1718.2551549832208
1360,0.71,Ideal,D,VS2,60.4,57.0,5.77,5.82,3.5,3003.18860034528
1361,0.4,Premium,E,VS2,62.0,58.0,4.73,4.69,2.92,933.0614581077522
1362,0.9,Ideal,G,SI1,60.2,56.0,6.24,6.29,3.77,4444.859381494969
1363,0.59,Good,F,VS1,60.5,61.0,5.43,5.5,3.31,2137.2260623751126
1364,1.19,Premium,D,SI2,58.6,61.0,6.93,6.89,4.05,6673.565862558408
1365,0.51,Premium,G,VS2,61.3,59.0,5.17,5.11,3.15,1594.3388887837448
1366,0.5,Very Good,E,VS2,61.8,57.0,5.05,5.11,3.14,1616.8336028552749
1367,1.01,Fair,H,SI2,64.9,56.0,6.33,6.25,4.08,5467.559255252764
1368,0.63,Premium,E,VS1,60.4,58.0,5.59,5.64,3.39,2377.6905826209277
1369,0.72,Ideal,D,SI2,62.7,55.0,5.7,5.72,3.58,3176.894641089586
1370,0.3,Ideal,F,VS2,60.7,57.0,4.34,4.29,2.62,321.573801976592
1371,0.3,Ideal,E,VVS2,61.6,56.0,4.32,4.35,2.67,342.2265130098374
1372,0.29,Very Good,D,VVS2,59.1,61.0,4.33,4.37,2.57,230.47860536526923
1373,1.0,Very Good,E,SI2,63.2,56.0,6.33,6.36,4.01,5366.1377031248185
1374,1.17,Ideal,G,VS1,61.7,57.0,6.71,6.75,4.15,6697.902579668222
1375,1.56,Very Good,H,VVS2,63.3,58.0,7.3,7.35,4.64,10044.08813717735
1376,0.56,Ideal,E,SI1,62.7,57.0,5.27,5.23,3.29,1998.1830942572442
1377,0.41,Very Good,I,SI2,63.5,57.0,4.72,4.7,2.99,1044.8093657523216
1378,1.53,Very Good,I,VS1,62.8,55.0,7.35,7.4,4.63,9688.1917032104
1379,0.52,Very Good,J,SI1,62.5,59.0,5.14,5.16,3.22,1726.73950746156
1380,0.4,Ideal,J,SI1,61.4,55.0,4.75,4.8,2.93,912.4087470745068
1381,1.0,Premium,F,VS2,59.0,59.0,6.54,6.51,3.85,5149.284237275736
1382,0.36,Ideal,F,VS1,61.5,55.0,4.57,4.61,2.82,692.5969378619375
1383,0.41,Ideal,E,VS2,61.8,57.0,4.76,4.78,2.95,1003.5039436858299
1384,0.9,Premium,H,SI1,61.4,60.0,6.13,6.08,3.75,4558.449292177822
1385,1.59,Premium,G,SI1,62.3,60.0,7.49,7.42,4.64,10152.152038745353
1386,1.03,Premium,G,VS1,62.2,59.0,6.41,6.46,4.0,5587.791515375673
1387,0.38,Premium,G,VS1,61.9,56.0,4.68,4.63,2.88,781.8501314349763
1388,0.74,Ideal,E,SI2,59.2,59.0,5.92,5.97,3.52,3152.5579239797717
1389,1.5,Very Good,G,SI1,63.1,59.0,7.22,7.27,4.57,9518.16966854266
1390,1.01,Good,E,SI1,59.3,64.0,6.47,6.49,3.84,5322.990278020043
1391,1.71,Premium,H,VS2,62.5,58.0,7.64,7.52,4.74,11214.315331531354
1392,0.9,Very Good,G,VS2,61.3,59.0,6.15,6.21,3.79,4537.796581144576
1393,1.09,Ideal,G,SI2,61.2,57.0,6.63,6.68,4.07,5969.141006777641
1394,0.78,Very Good,E,VS1,60.0,56.0,6.0,6.03,3.61,3475.633288358571
1395,0.32,Ideal,D,VS2,61.5,56.0,4.41,4.44,2.72,452.13241761612244
1396,0.3,Ideal,F,IF,62.0,56.0,4.31,4.33,2.68,352.55286852646145
1397,1.01,Premium,G,SI1,58.8,58.0,6.59,6.51,3.85,5199.074011820567
1398,0.32,Ideal,D,VVS2,61.7,55.0,4.39,4.42,2.72,472.78512864936874
1399,1.05,Premium,H,VS2,62.7,59.0,6.49,6.43,4.05,5708.02377549858
1400,0.9,Ideal,H,SI1,61.1,58.0,6.24,6.19,3.79,4444.859381494969
1401,0.54,Ideal,G,VVS1,62.2,56.0,5.2,5.22,3.24,1867.6244786177128
1402,1.5,Ideal,E,SI1,62.6,56.0,7.27,7.3,4.56,9466.537890959546
1403,1.01,Good,D,SI1,62.9,57.0,6.34,6.37,4.0,5457.232899736142
1404,1.76,Ideal,F,SI2,62.6,55.0,7.69,7.64,4.8,11669.791314587968
1405,1.01,Fair,F,VS2,65.2,52.0,6.31,6.29,4.11,5488.2119662860105
1406,1.03,Ideal,H,SI2,60.5,57.0,6.58,6.52,3.96,5412.243471593081
1407,0.3,Ideal,E,VVS1,60.1,57.0,4.38,4.41,2.64,280.2683799101003
1408,2.03,Ideal,G,SI2,62.5,56.0,8.1,8.05,5.05,13984.792645860958
1409,0.54,Premium,I,VVS1,60.8,61.0,5.28,5.22,3.19,1785.0136344847285
1410,1.01,Premium,D,SI2,58.3,59.0,6.67,6.63,3.88,5116.463167687582
1411,1.51,Fair,I,I1,65.1,57.0,7.16,7.12,4.65,9681.549353770344
1412,0.56,Very Good,E,VS1,62.7,60.0,5.25,5.28,3.3,2018.8358052904896
1413,0.47,Premium,G,VS2,61.0,59.0,5.03,5.0,3.06,1333.2216575046828
1414,0.9,Very Good,G,SI2,61.1,55.0,6.21,6.26,3.81,4475.838448044837
1415,0.57,Premium,E,VS2,61.0,58.0,5.34,5.31,3.25,2027.3201577688278
1416,0.36,Ideal,G,VVS2,61.8,55.0,4.57,4.62,2.84,692.5969378619375
1417,0.9,Premium,H,VS2,61.2,61.0,6.21,6.14,3.78,4475.838448044837
1418,0.8,Good,F,VS2,60.5,62.3,5.97,6.01,3.62,3709.455459164332
1419,0.5,Ideal,E,VVS2,61.7,55.7,5.09,5.12,3.13,1575.5281807887832
1420,1.16,Very Good,I,SI1,62.7,57.0,6.67,6.76,4.21,6637.786449606768
1421,0.54,Ideal,G,SI2,62.3,58.0,5.17,5.2,3.23,1898.603545167582
1422,0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,24.67715774589169
1423,0.96,Premium,D,SI2,59.1,58.0,6.53,6.44,3.83,4753.924384280575
1424,0.38,Ideal,E,VS2,61.9,57.0,4.61,4.66,2.87,854.1346200513366
1425,0.32,Ideal,G,VVS2,61.2,56.0,4.42,4.41,2.7,441.8060620995002
1426,0.71,Ideal,D,VVS2,61.6,56.0,5.69,5.77,3.53,3085.7994444782635
1427,1.05,Premium,F,VS1,62.3,55.0,6.57,6.49,4.07,5625.412931365596
1428,1.16,Premium,G,VVS2,60.0,59.0,6.89,6.82,4.11,6410.606628241063
1429,0.9,Very Good,D,SI1,63.0,58.0,6.11,6.14,3.86,4579.102003211066
1430,0.41,Good,F,VS2,59.7,63.0,4.8,4.85,2.88,962.1985216193373
1431,0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,3106.4521555115098
1432,0.74,Very Good,H,VS1,62.3,56.0,5.75,5.78,3.59,3328.1059677623625
1433,0.73,Premium,I,VS1,61.2,59.0,5.82,5.84,3.57,3154.3999270180557
1434,1.16,Ideal,H,SI2,61.1,56.0,6.78,6.79,4.15,6524.196538923915
1435,1.57,Fair,H,VS1,67.3,66.0,7.85,5.75,3.87,9577.560135891032
1436,0.3,Very Good,D,VS2,62.9,58.0,4.23,4.26,2.67,435.16371265944485
1437,0.58,Ideal,F,SI2,60.9,56.0,5.42,5.39,3.29,2046.1308657637892
1438,0.32,Very Good,D,VS2,62.0,57.0,4.38,4.42,2.73,483.1114841659919
1439,1.51,Ideal,I,SI1,62.7,57.0,7.35,7.3,4.59,9485.348598954508
1440,0.7,Premium,G,SI1,62.0,61.0,5.67,5.62,3.5,3005.030603383564
1441,0.88,Ideal,E,SI2,62.2,57.0,6.08,6.2,3.82,4407.2379655050445
1442,0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,2953.3988258004492
1443,0.25,Ideal,F,VVS1,62.3,56.0,4.01,4.03,2.5,155.2357733854219
1444,0.7,Very Good,F,VS2,62.4,59.0,5.64,5.71,3.54,3036.0096699334326
1445,1.07,Ideal,G,SI2,61.7,57.0,6.55,6.59,4.05,5848.9087466547335
1446,0.39,Fair,G,IF,57.1,61.0,4.83,4.88,2.77,728.3763508135776
1447,1.55,Ideal,F,VS2,61.8,54.0,7.44,7.48,4.61,9798.097607816682
1448,1.18,Ideal,I,VS2,62.3,56.0,6.76,6.73,4.21,6747.692354213053
1449,1.21,Premium,H,SI1,61.8,58.0,6.83,6.79,4.21,6979.672521980529
1450,0.27,Ideal,I,VS1,62.1,54.0,4.16,4.18,2.59,203.18354489196895
1451,0.35,Ideal,H,VVS2,62.5,57.0,4.54,4.48,2.82,622.154452283861
1452,0.7,Ideal,H,VS2,62.4,56.0,5.63,5.72,3.54,3046.336025450056
1453,0.91,Premium,I,VS2,62.4,61.0,6.18,6.16,3.85,4608.239066722653
1454,0.33,Ideal,D,VS2,62.6,56.0,4.43,4.39,2.76,532.901258710823
1455,2.14,Premium,I,SI1,61.3,61.0,8.32,8.28,5.09,14873.24989790266
1456,1.2,Premium,I,VS2,62.6,58.0,6.77,6.72,4.22,6940.209102952323
1457,0.3,Very Good,H,VVS1,62.6,56.0,4.25,4.28,2.67,414.51100162619855
1458,0.5,Ideal,I,SI1,59.8,59.0,5.18,5.15,3.09,1482.5909811391757
1459,0.55,Ideal,G,VS2,62.2,54.0,5.27,5.28,3.28,1896.7615421292983
1460,2.01,Very Good,H,VS2,63.5,59.0,7.92,7.86,5.01,13967.82394090428
1461,0.3,Ideal,H,VVS2,61.3,57.0,4.33,4.31,2.65,331.90015749321515
1462,1.65,Premium,D,SI1,60.4,60.0,7.63,7.58,4.59,10616.112374280303
1463,0.26,Very Good,F,VS2,62.4,58.0,4.06,4.08,2.54,205.02554793025388
1464,0.42,Ideal,D,VS1,61.1,57.0,4.84,4.81,2.95,1022.3146516807914
1465,0.5,Premium,F,VVS2,61.9,58.0,5.07,5.1,3.15,1596.1808918220286
1466,1.09,Ideal,G,VS2,62.4,55.0,6.61,6.56,4.11,5989.793717810887
1467,0.41,Premium,G,SI1,61.3,58.0,4.76,4.8,2.93,1003.5039436858299
1468,1.06,Premium,F,SI1,58.4,61.0,6.73,6.69,3.92,5561.612795227574
1469,1.49,Fair,F,SI1,59.6,63.0,7.2,7.34,4.33,9437.40082744796
1470,0.37,Very Good,F,VS2,59.2,61.0,4.63,4.69,2.76,732.0603568901454
1471,0.4,Very Good,D,VS2,63.5,55.0,4.69,4.66,2.97,974.3668801742448
1472,0.9,Very Good,E,SI1,62.2,60.0,6.14,6.17,3.83,4548.122936661199
1473,0.35,Very Good,H,SI1,61.3,55.0,4.55,4.58,2.8,611.8280967672379
1474,1.51,Very Good,E,VS2,62.4,59.0,7.26,7.36,4.56,9578.285798604113
1475,1.08,Premium,G,SI1,59.4,60.0,6.7,6.63,3.96,5795.4349660333355
1476,0.38,Ideal,F,VS1,62.4,54.0,4.64,4.68,2.91,823.155553501469
1477,1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02,5726.8344834935415
1478,0.51,Ideal,E,VS2,61.5,55.0,5.23,5.14,3.19,1532.3807556840059
1479,1.0,Fair,F,SI1,64.8,58.0,6.26,6.21,4.04,5438.42219174118
1480,0.32,Ideal,F,VS2,60.3,55.0,4.45,4.4,2.67,410.82699554963074
1481,1.02,Premium,F,VS2,62.4,59.0,6.4,6.45,4.01,5496.696318764349
1482,0.42,Premium,H,VS2,62.1,57.0,4.8,4.76,2.97,1063.6200737472832
1483,1.02,Premium,G,SI2,62.3,58.1,6.41,6.38,4.0,5486.369963247727
1484,0.31,Very Good,F,VS2,63.4,56.0,4.32,4.29,2.73,443.6480651377831
1485,0.9,Good,E,SI1,63.9,57.0,6.12,6.08,3.9,4568.775647694445
1486,1.05,Ideal,F,VS2,59.1,57.0,6.67,6.66,3.94,5522.149376199366
1487,0.9,Good,F,SI1,58.0,58.0,6.24,6.28,3.63,4444.859381494969
1488,0.33,Ideal,D,VVS2,60.9,57.0,4.46,4.48,2.72,501.9221921609535
1489,0.4,Very Good,E,VS1,60.1,58.0,4.72,4.76,2.85,943.3878136243762
1490,1.37,Ideal,G,SI2,62.8,57.0,7.12,7.06,4.45,8302.953046045595
1491,0.72,Ideal,F,IF,62.0,57.0,5.71,5.78,3.56,3166.568285572963
1492,1.08,Ideal,I,VS2,61.6,56.0,6.63,6.59,4.07,5867.719454649696
1493,0.35,Premium,E,IF,59.0,61.0,4.64,4.62,2.73,518.8908971176313
1494,2.02,Premium,H,SI2,61.5,58.0,8.14,8.1,4.99,13842.065671666522
1495,1.88,Good,J,SI2,57.9,59.0,8.16,8.11,4.71,12401.511230842036
1496,1.52,Ideal,H,VS2,61.8,55.1,7.38,7.42,4.58,9555.791084532582
1497,1.01,Ideal,G,SI1,62.2,55.0,6.44,6.46,4.01,5353.969344569911
1498,0.56,Ideal,G,VS1,60.7,57.0,5.27,5.34,3.22,1998.1830942572442
1499,0.96,Premium,E,SI2,62.8,60.0,6.3,6.24,3.94,4991.430561162904
1500,0.34,Very Good,E,SI1,63.4,55.0,4.46,4.44,2.82,603.3437442888992
1501,0.8,Ideal,E,SI1,61.1,56.0,5.98,6.01,3.66,3699.1291036477087
1502,0.3,Ideal,D,VS1,61.0,57.0,4.31,4.32,2.63,352.55286852646145
1503,0.54,Ideal,E,VS2,61.8,57.0,5.23,5.26,3.24,1836.6454120678434
1504,0.71,Good,G,VS2,63.5,59.0,5.63,5.67,3.59,3147.7575775780015
1505,1.01,Very Good,F,VS2,61.5,57.0,6.4,6.48,3.96,5395.274766636403
1506,1.02,Ideal,I,SI2,62.8,58.0,6.37,6.41,4.01,5527.675385314218
1507,2.01,Very Good,I,VS2,62.1,60.0,7.96,8.01,4.96,13926.51851883779
1508,0.33,Ideal,G,VS1,62.4,56.0,4.43,4.45,2.77,532.901258710823
1509,0.44,Ideal,G,SI1,62.7,57.0,4.82,4.85,3.03,1245.8104669699283
1510,0.31,Very Good,E,VVS1,62.3,59.0,4.32,4.38,2.71,443.6480651377831
1511,0.26,Very Good,G,VVS2,62.6,56.0,4.1,4.13,2.57,163.72012586376127
1512,1.58,Ideal,E,SI1,61.0,57.0,7.5,7.55,4.59,10040.404131100782
1513,0.32,Ideal,E,SI2,61.6,56.0,4.4,4.43,2.72,462.4587731327456
1514,0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73,464.3007761710303
1515,0.75,Very Good,H,SI2,61.9,56.0,5.79,5.87,3.61,3388.222097823817
1516,0.39,Very Good,H,VVS2,62.4,57.0,4.67,4.7,2.92,893.5980390795453
1517,0.41,Ideal,E,VVS2,62.8,54.0,4.77,4.72,2.98,993.1775881692067
1518,0.54,Ideal,I,IF,61.6,53.0,5.26,5.3,3.25,1805.6663455179757
1519,0.55,Ideal,D,VVS2,61.5,56.0,5.26,5.28,3.24,1907.0878976459214
1520,0.35,Ideal,H,VVS1,62.6,57.0,4.47,4.45,2.79,694.4389409002222
1521,1.82,Very Good,G,SI2,61.3,58.0,7.83,7.94,4.83,12133.751650122922
1522,0.72,Ideal,J,VS1,61.1,56.0,5.84,5.82,3.56,3032.3256638568646
1523,1.52,Good,I,SI1,64.0,58.0,7.2,7.27,4.63,9741.665483831797
1524,0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86,953.7141691409994
1525,0.3,Premium,F,IF,61.6,58.0,4.34,4.3,2.66,321.573801976592
1526,1.2,Ideal,H,SI1,60.8,57.0,6.9,6.88,4.19,6805.9664812362225
1527,0.56,Fair,F,VS2,57.0,67.0,5.49,5.36,3.09,1771.0032728915376
1528,0.54,Ideal,H,VVS2,61.8,56.0,5.25,5.27,3.25,1815.992701034598
1529,1.55,Ideal,G,VS1,62.0,57.0,7.37,7.42,4.58,9870.382096433044
1530,1.33,Good,D,SI2,59.0,64.0,7.22,7.12,4.23,7794.003282367583
1531,0.37,Premium,H,VS2,61.4,58.0,4.64,4.61,2.84,721.7340013735231
1532,0.37,Premium,D,VS2,60.5,59.0,4.66,4.69,2.83,701.0812903402768
1533,1.01,Ideal,F,SI2,61.3,57.0,6.4,6.35,3.91,5395.274766636403
1534,1.19,Very Good,D,SI2,63.5,57.0,6.67,6.75,4.26,6942.051105990606
1535,0.9,Very Good,I,SI1,60.5,58.0,6.22,6.27,3.78,4465.512092528215
1536,0.32,Ideal,E,IF,62.6,55.0,4.38,4.41,2.75,483.1114841659919
1537,0.67,Good,J,VS1,64.2,55.6,5.54,5.57,3.57,2835.0085687158257
1538,0.4,Good,D,VS2,63.5,55.0,4.66,4.69,2.97,1005.3459467241142
1539,0.35,Very Good,G,IF,62.6,59.0,4.43,4.49,2.79,735.7443629667139
1540,0.25,Ideal,E,VVS2,62.1,57.0,4.04,4.07,2.52,124.25670683555336
1541,2.38,Premium,H,VS1,60.9,59.0,8.62,8.59,5.24,16997.576483474666
1542,2.03,Premium,J,SI1,62.1,59.0,8.12,8.06,5.02,13964.139934827715
1543,1.08,Ideal,E,VVS1,61.0,56.0,6.66,6.62,4.05,5836.740388099826
1544,0.71,Ideal,E,SI1,60.8,57.0,5.8,5.84,3.54,2972.2095337954106
1545,1.01,Premium,F,SI2,61.3,60.0,6.43,6.4,3.93,5364.295700086534
1546,0.61,Very Good,I,VS2,62.7,57.0,5.39,5.42,3.39,2381.374588697496
1547,0.3,Ideal,I,SI1,61.5,57.0,4.3,4.35,2.66,362.8792240430846
1548,0.48,Ideal,F,VVS1,62.0,55.0,4.99,5.04,3.11,1475.9486316991204
1549,0.43,Ideal,D,SI1,61.5,56.0,4.87,4.82,2.98,1092.7571372588677
1550,0.7,Premium,D,VS1,61.0,59.0,5.79,5.72,3.51,2881.114337184088
1551,2.17,Ideal,I,SI1,60.4,56.0,8.36,8.43,5.07,15136.209132220003
1552,0.7,Good,G,VS2,62.1,61.0,5.68,5.69,3.53,2994.704247866941
1553,1.73,Ideal,F,VS1,62.1,57.0,7.73,7.64,4.77,11324.22123613764
1554,1.5,Very Good,J,VS1,61.3,59.0,7.36,7.41,4.53,9373.600691309937
1555,0.75,Premium,I,SI1,62.5,58.0,5.77,5.82,3.62,3408.8748088570633
1556,0.71,Good,F,VS2,63.8,58.0,5.61,5.64,3.59,3168.410288611247
1557,1.0,Very Good,G,VS1,59.4,59.0,6.52,6.54,3.88,5169.936948308982
1558,1.02,Good,H,SI2,57.9,61.0,6.75,6.68,3.89,5135.273875682546
1559,0.7,Premium,E,SI1,60.7,58.0,5.74,5.73,3.48,2932.746114767203
1560,0.5,Ideal,E,VVS1,61.9,58.0,5.07,5.11,3.15,1596.1808918220286
1561,2.15,Premium,H,SI2,62.8,58.0,8.22,8.17,5.15,15077.935005196832
1562,0.34,Ideal,G,VVS2,61.1,57.0,4.48,4.52,2.75,582.6910332556529
1563,0.84,Very Good,I,VVS2,61.7,56.0,6.03,6.07,3.74,4053.183534576376
1564,1.01,Very Good,D,SI2,64.0,56.0,6.3,6.38,4.06,5498.538321802634
1565,0.51,Premium,E,SI2,61.8,58.0,5.11,5.08,3.15,1656.2970218834819
1566,0.56,Ideal,D,SI1,62.3,56.0,5.26,5.33,3.3,2008.5094497738673
1567,0.35,Ideal,F,VS2,61.4,55.0,4.55,4.6,2.81,611.8280967672379
1568,1.05,Premium,D,SI1,61.6,61.0,6.55,6.5,4.02,5646.065642398842
1569,0.46,Ideal,E,VS2,62.1,57.0,4.93,4.89,3.05,1335.0636605429681
1570,1.54,Premium,G,VS1,61.1,56.0,7.54,7.48,4.59,9593.412500522507
1571,0.3,Ideal,F,VVS1,61.6,55.0,4.33,4.37,2.68,331.90015749321515
1572,0.7,Ideal,G,SI2,61.8,53.0,5.73,5.69,3.53,2943.072470283825
1573,0.31,Good,H,VS1,64.0,59.0,4.25,4.28,2.73,515.9325537541442
1574,0.4,Very Good,E,VVS2,63.6,55.0,4.67,4.7,2.98,995.0195912074911
1575,1.01,Ideal,D,SI1,60.8,56.0,6.54,6.48,3.96,5250.705789403682
1576,0.51,Very Good,G,VVS2,63.5,56.0,5.11,5.07,3.23,1656.2970218834819
1577,0.9,Fair,D,VS2,57.5,66.0,6.3,6.25,3.61,4382.90124839523
1578,0.32,Premium,E,SI1,60.1,60.0,4.47,4.42,2.67,390.17428451638534
1579,0.3,Premium,F,SI1,62.1,60.0,4.28,4.26,2.65,383.53193507633
1580,0.47,Ideal,J,SI1,61.9,55.0,5.0,5.05,3.11,1364.2007240545522
1581,0.31,Very Good,D,SI1,62.1,58.0,4.3,4.33,2.68,464.3007761710303
1582,0.58,Ideal,G,IF,61.3,56.0,5.36,5.39,3.29,2108.088998863527
1583,0.4,Ideal,F,VVS1,61.3,56.0,4.76,4.73,2.91,902.0823915578845
1584,0.23,Very Good,E,VVS1,61.3,58.0,3.94,3.96,2.42,24.67715774589169
1585,1.14,Ideal,I,SI1,62.2,56.0,6.65,6.7,4.15,6455.596056384123
1586,0.58,Premium,F,VS2,62.2,55.0,5.4,5.31,3.33,2066.7835767970346
1587,1.37,Premium,J,SI2,60.7,60.0,7.19,7.07,4.33,8230.668557429235
1588,2.25,Ideal,I,SI2,60.5,56.0,8.49,8.54,5.15,15813.338927527471
1589,1.09,Ideal,F,SI1,62.0,56.0,6.56,6.61,4.08,6041.425495394003
1590,1.01,Very Good,F,SI1,63.3,59.0,6.42,6.38,4.05,5374.622055603158
1591,1.59,Premium,D,SI2,59.4,61.0,7.62,7.56,4.51,10017.909417029252
1592,0.51,Very Good,G,VVS2,61.5,56.0,5.12,5.15,3.16,1645.9706663668596
1593,0.51,Premium,H,SI2,62.9,56.0,5.08,5.06,3.19,1687.2760884333513
