carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.39,Very Good,I,VVS2,62.7,58.0,4.65,4.67,2.92,622.6032107921155
0.33,Premium,G,VS1,61.6,58.0,4.44,4.39,2.72,206.0456850581577
0.32,Premium,I,IF,60.3,58.0,4.45,4.41,2.67,159.9226936033774
0.4,Ideal,F,SI2,62.1,54.0,4.75,4.78,2.96,807.5715473534983
1.0,Very Good,D,SI1,62.1,61.0,6.3,6.32,3.92,6036.352606106468
0.33,Fair,H,VVS2,65.1,59.0,4.4,4.32,2.84,337.955843272533
1.5,Ideal,G,VS1,61.3,56.0,7.41,7.37,4.53,10123.949541642318
0.81,Very Good,I,VS1,63.2,59.0,5.9,5.84,3.71,2669.2741767560015
0.32,Very Good,G,VVS1,60.9,57.0,4.41,4.44,2.69,516.6263330028157
1.11,Very Good,H,VS1,63.2,57.0,6.61,6.53,4.15,5615.38852212689
0.5,Ideal,H,VS2,60.8,56.0,5.17,5.19,3.14,1244.1202217760624
0.33,Good,I,VS1,63.1,56.0,4.38,4.4,2.77,439.6310866052336
0.27,Fair,E,VS1,66.4,58.0,3.99,4.02,2.66,784.7334283613773
1.7,Ideal,H,I1,61.3,55.0,7.7,7.63,4.7,10648.494661092736
0.4,Very Good,E,SI1,60.8,62.0,4.72,4.76,2.88,1021.4595107209316
1.51,Good,E,SI2,63.1,58.0,7.28,7.31,4.6,10818.527897177246
0.3,Very Good,E,VS2,61.9,61.0,4.28,4.32,2.66,590.7771939016193
0.64,Very Good,D,SI1,63.7,54.0,5.47,5.52,3.5,2778.810241683305
0.9,Good,F,SI1,62.8,64.0,6.18,5.99,3.82,4830.940182308219
1.0,Very Good,H,SI2,60.2,61.0,6.44,6.48,3.89,4863.835462059705
1.01,Ideal,D,VS2,59.8,56.0,6.49,6.52,3.89,6095.030995003851
0.41,Very Good,E,SI1,62.9,57.0,4.72,4.76,2.98,1145.772594689216
1.0,Fair,F,VS2,68.4,58.0,5.97,6.1,4.13,5754.389526676918
0.31,Very Good,G,SI1,61.5,59.0,4.34,4.38,2.68,511.4803292949168
1.03,Very Good,D,SI2,61.8,60.0,6.42,6.45,3.98,6264.186420410062
1.03,Premium,H,SI1,61.9,58.0,6.49,6.43,4.0,5009.121415170995
0.91,Premium,G,VVS2,61.8,58.0,6.24,6.16,3.83,4519.827590044111
0.31,Very Good,E,VVS1,60.0,56.0,4.45,4.49,2.68,367.99893592629996
0.8,Very Good,E,SI1,62.9,60.0,5.87,5.89,3.7,4040.3068799033927
1.02,Very Good,D,SI1,62.7,60.0,6.34,6.39,3.99,6239.433353201005
1.0,Ideal,G,VS1,62.5,54.0,6.41,6.45,4.02,5854.90449318531
0.34,Premium,D,SI1,62.8,58.0,4.48,4.44,2.8,526.7117252402413
1.0,Ideal,G,VS2,62.3,54.0,6.42,6.38,3.99,5491.432351593043
0.73,Ideal,G,VS2,61.7,56.0,5.79,5.81,3.58,3447.1576643192284
0.34,Good,E,SI1,63.3,57.0,4.44,4.47,2.82,785.3686942483018
1.0,Premium,J,SI1,62.8,59.0,6.37,6.27,3.97,3496.5920253190216
0.54,Ideal,G,VS1,61.8,55.3,5.22,5.24,3.23,1960.5002669732387
1.02,Very Good,F,SI2,60.9,58.0,6.43,6.55,3.95,5964.12433368898
0.8,Very Good,G,VVS2,62.5,56.0,5.95,5.98,3.73,4065.9161735554
0.31,Very Good,H,SI1,61.0,61.0,4.33,4.39,2.66,415.0269500012091
2.0,Premium,D,SI2,61.6,59.0,8.2,8.09,5.02,15373.981091990407
1.5,Premium,J,VVS2,61.5,60.0,7.31,7.27,4.48,7535.916828955205
1.22,Premium,I,SI2,62.5,58.0,6.8,6.76,4.24,5947.738305131794
0.72,Very Good,I,VS2,61.8,60.0,5.72,5.76,3.55,2528.215618315871
0.3,Good,G,SI2,63.3,57.0,4.25,4.28,2.7,403.53234410504456
0.54,Good,E,VS2,60.2,61.0,5.27,5.32,3.19,1764.2071482533993
1.02,Premium,F,SI1,62.3,58.0,6.38,6.46,4.0,5919.900862983616
1.01,Very Good,F,VS2,63.1,60.0,6.39,6.29,4.0,5804.392599071357
0.3,Ideal,G,IF,60.9,56.0,4.34,4.36,2.65,323.34874798594933
1.19,Premium,I,SI2,61.6,56.0,6.87,6.83,4.22,5544.536923623996
1.51,Good,I,SI2,63.6,60.0,7.23,7.27,4.61,8796.716742720557
1.02,Good,G,I1,57.4,59.0,6.64,6.6,3.8,5700.7350091088465
3.22,Ideal,I,I1,62.6,55.0,9.49,9.42,5.92,24826.3045762739
0.41,Ideal,E,SI1,62.9,57.0,4.76,4.72,2.98,1055.823535205419
0.52,Very Good,D,SI2,62.4,59.0,5.05,5.15,3.18,2213.1481172430617
1.52,Premium,D,SI1,60.8,61.0,7.39,7.26,4.45,10638.61407007667
0.36,Ideal,H,VVS1,62.0,54.0,4.59,4.61,2.85,516.8488670266456
0.51,Premium,D,SI1,62.7,59.0,5.08,5.06,3.18,1708.5116352828222
0.53,Premium,J,VS2,62.7,56.0,5.18,5.15,3.24,790.9567315182012
1.01,Good,F,SI2,61.3,62.0,6.44,6.48,3.96,5810.837706597408
0.7,Good,F,I1,63.9,60.0,5.65,5.52,3.58,2985.848770437335
0.34,Ideal,H,VS2,61.2,55.0,4.49,4.53,2.76,491.2113409433541
1.04,Premium,G,VS2,62.2,58.0,6.49,6.4,4.01,5650.974262003039
0.39,Premium,E,VS2,60.1,61.0,4.76,4.72,2.85,796.7017213778136
1.01,Premium,F,VS1,61.7,58.0,6.4,6.43,3.96,5849.2854708841805
0.3,Very Good,F,VVS1,62.6,56.0,4.27,4.29,2.68,400.587205176671
1.71,Ideal,G,VS1,63.0,56.0,7.65,7.58,4.8,12035.089344542765
1.1,Premium,H,VS2,61.4,58.0,6.68,6.62,4.08,5537.735852216656
1.15,Ideal,H,SI2,62.6,55.0,6.74,6.65,4.19,5906.331699439335
0.32,Ideal,H,VS1,61.8,55.0,4.41,4.42,2.73,367.3961028797494
2.01,Premium,G,SI2,59.9,62.0,8.15,8.04,4.85,14921.593730696608
0.24,Very Good,G,VVS1,61.7,56.0,3.98,4.02,2.46,158.68742676255215
0.41,Very Good,E,SI2,62.9,58.0,4.74,4.77,2.99,1101.3454931676242
0.28,Very Good,D,VVS1,60.6,58.0,4.23,4.25,2.57,490.76080530921763
0.31,Premium,D,SI1,60.9,60.0,4.38,4.39,2.67,571.922633338248
0.45,Good,F,VS2,56.8,62.0,5.1,5.14,2.91,1279.2677669920708
0.44,Very Good,E,VS1,60.7,58.0,4.88,4.91,2.97,1226.5466569586497
0.37,Ideal,F,VVS1,61.3,56.0,4.65,4.68,2.86,675.7911452528006
0.9,Premium,G,VS2,62.4,61.0,6.17,6.13,3.84,4640.9004781233725
0.53,Ideal,F,SI2,62.2,53.0,5.19,5.22,3.24,1670.9641489898445
0.54,Premium,I,IF,58.8,61.0,5.35,5.29,3.13,1005.4563444824971
1.0,Very Good,E,VS2,59.0,58.0,6.49,6.53,3.84,5497.208302974027
0.32,Ideal,F,IF,61.3,57.0,4.42,4.46,2.72,460.3977288312544
1.23,Premium,H,SI2,61.2,57.0,6.89,6.86,4.21,6662.735449243391
1.02,Very Good,E,SI2,62.8,55.0,6.4,6.43,4.03,5936.756126770214
0.56,Premium,E,VVS2,59.2,56.0,5.49,5.39,3.22,1563.3887080769528
0.43,Ideal,H,IF,62.2,55.0,4.87,4.84,3.02,851.6895126436266
0.52,Ideal,G,VS1,62.1,54.0,5.14,5.17,3.2,1862.1608368757504
0.38,Very Good,G,SI1,61.8,53.7,4.67,4.69,2.9,793.7250815380055
0.9,Very Good,I,VVS1,63.4,57.0,6.09,6.12,3.87,3722.1398134724486
1.72,Premium,H,SI1,62.0,57.0,7.67,7.63,4.74,10849.208614524334
0.31,Very Good,H,SI1,61.7,59.0,4.36,4.39,2.7,336.3045139996052
2.02,Premium,F,SI2,61.0,59.0,8.2,8.13,4.98,16305.881369342987
0.56,Ideal,E,VVS2,61.0,56.0,5.32,5.36,3.26,1926.029324247082
0.42,Ideal,G,IF,62.0,57.0,4.82,4.8,2.98,887.5405352554367
0.34,Very Good,I,SI1,61.3,61.0,4.45,4.49,2.74,655.4154893714485
0.43,Ideal,G,VS1,62.3,56.0,4.82,4.85,3.01,1217.9872114501356
1.51,Fair,J,SI1,63.4,60.0,7.31,7.18,4.59,7008.950012074225
0.32,Very Good,G,VS2,60.2,57.0,4.42,4.45,2.67,524.6130095565366
1.24,Premium,G,VS1,62.0,55.0,6.95,6.89,4.29,7542.887413106044
0.31,Ideal,E,VS1,61.4,56.0,4.38,4.35,2.68,511.08214658975885
1.32,Ideal,G,VVS2,62.3,57.0,6.96,7.04,4.36,9081.771533446985
1.02,Ideal,H,SI2,61.6,55.0,6.49,6.43,3.98,4922.462363138193
0.7,Very Good,J,VS2,61.1,61.0,5.64,5.69,3.46,2239.352594977636
1.0,Premium,F,VS1,62.7,55.0,6.39,6.34,3.99,5675.379146055816
0.41,Ideal,G,VS2,61.4,59.0,4.78,4.76,2.93,842.8199931482295
0.52,Premium,G,SI1,59.7,60.0,5.22,5.2,3.11,1632.5257136509974
0.51,Very Good,D,VS2,60.5,60.0,5.16,5.19,3.13,1872.9553632581446
0.3,Premium,D,SI1,61.7,59.0,4.28,4.31,2.65,611.3036399981361
0.39,Good,D,VVS2,58.1,60.0,4.82,4.85,2.81,1098.2307395306734
0.38,Premium,G,IF,62.5,60.0,4.64,4.61,2.89,588.9099379122811
1.01,Premium,F,SI2,58.3,58.0,6.56,6.55,3.82,5982.640968239497
1.36,Ideal,G,SI1,60.9,56.0,7.15,7.16,4.36,9065.218598493584
1.21,Ideal,I,SI1,60.6,55.0,6.92,6.87,4.18,5780.093200946235
0.3,Very Good,F,IF,62.1,57.0,4.26,4.3,2.66,445.0062567533723
0.41,Premium,D,VVS1,62.2,58.0,4.77,4.71,2.95,907.480436500588
2.03,Premium,J,VS1,59.3,60.0,8.36,8.28,4.93,11827.608053060221
0.36,Ideal,D,SI1,62.5,56.0,4.55,4.57,2.85,826.4111296479964
0.4,Premium,D,SI1,61.4,56.0,4.83,4.72,2.93,616.5579427834355
2.11,Premium,D,SI2,60.9,60.0,8.28,8.21,5.02,16856.628458719722
1.06,Ideal,H,SI1,63.0,55.0,6.49,6.44,4.08,5244.409922101447
0.33,Good,I,VS1,63.2,57.0,4.37,4.4,2.77,497.84649435349274
0.72,Premium,E,IF,61.3,60.0,5.74,5.71,3.51,3225.5242636466733
1.51,Good,J,SI1,62.4,64.0,7.31,7.23,4.54,7322.825121761436
1.0,Premium,G,VS2,62.9,56.0,6.42,6.27,3.99,4969.610337012045
1.02,Ideal,F,SI1,62.8,55.0,6.43,6.4,4.03,5835.884552123855
0.43,Ideal,E,SI2,62.1,56.0,4.85,4.84,3.01,1141.8813884720048
1.0,Fair,G,I1,66.4,59.0,6.16,6.09,4.07,5495.580134479025
1.7,Premium,I,SI1,58.6,59.0,7.79,7.75,4.55,10369.714330796403
0.72,Ideal,D,SI2,61.1,58.0,5.76,5.79,3.53,3483.2624011058565
1.22,Premium,G,SI1,63.0,57.0,6.84,6.74,4.28,7215.588534734985
1.06,Good,F,VS1,58.5,57.0,6.68,6.73,3.92,6363.76487956164
1.11,Ideal,H,SI1,60.2,54.0,6.82,6.7,4.07,5542.839700383709
1.01,Premium,H,SI2,61.9,59.0,6.42,6.37,3.96,4893.879094726909
1.06,Premium,G,VVS1,61.1,58.0,6.53,6.57,4.0,6478.081313943765
1.54,Premium,E,SI2,59.0,62.0,7.59,7.56,4.47,10597.042240568486
0.56,Very Good,E,SI1,58.5,59.0,5.42,5.45,3.18,1726.114805376419
0.25,Good,F,VS1,63.6,57.0,4.01,4.04,2.56,173.72817123774075
0.9,Ideal,D,SI1,61.6,56.0,6.19,6.21,3.82,4985.686859353403
0.56,Fair,E,SI2,64.5,61.0,5.18,5.14,3.33,2205.793712092446
0.31,Ideal,F,IF,60.8,56.0,4.43,4.45,2.7,354.51422854816883
0.39,Very Good,D,VS2,60.2,59.0,4.74,4.76,2.86,1050.8823424852212
1.01,Premium,F,VS1,59.4,60.0,6.5,6.46,3.85,5984.667992519983
2.02,Ideal,I,SI1,62.4,56.0,8.07,8.11,5.05,13474.463399968841
1.03,Ideal,D,SI2,61.2,57.0,6.51,6.59,4.01,6291.564841531673
1.57,Premium,H,VS1,61.7,58.0,7.47,7.56,4.64,9468.506387578567
0.31,Very Good,D,IF,62.0,56.0,4.33,4.35,2.69,608.072640861119
0.5,Premium,D,SI1,61.1,59.0,5.08,5.04,3.09,1665.5057013947621
0.3,Ideal,E,VS2,62.4,57.0,4.29,4.24,2.66,563.514047886275
1.22,Very Good,D,SI2,62.2,58.0,6.85,6.91,4.28,7997.393117911206
0.27,Very Good,F,VVS2,61.9,58.0,4.17,4.2,2.59,247.511430579023
0.41,Ideal,E,VVS1,61.9,55.0,4.79,4.78,2.96,997.5009151756603
1.24,Premium,F,SI1,61.6,59.0,6.9,6.86,4.24,8063.775345643973
0.41,Very Good,I,VVS1,62.0,56.0,4.75,4.77,2.95,714.8150931347172
0.4,Ideal,G,SI2,62.5,53.0,4.75,4.79,2.98,994.1390987747984
1.01,Ideal,F,SI1,62.0,57.0,6.38,6.42,3.97,5846.29825882604
1.5,Premium,I,VS1,62.7,59.0,7.25,7.3,4.56,8802.74899274411
0.56,Ideal,D,SI2,61.3,56.0,5.3,5.33,3.26,2202.4479276326347
0.36,Ideal,I,VS1,62.1,57.0,4.54,4.58,2.83,634.5352819790551
1.51,Premium,I,VS2,59.9,60.0,7.42,7.36,4.43,8495.55323376075
1.3,Very Good,I,VS1,62.1,59.0,6.97,7.01,4.34,6968.958805921129
0.32,Ideal,G,VVS1,61.7,56.0,4.41,4.37,2.71,168.46157517088568
0.26,Very Good,E,SI1,62.0,54.0,4.08,4.11,2.54,473.31455375186306
1.51,Very Good,E,SI2,61.8,57.0,7.34,7.32,4.53,10698.875834986982
0.33,Premium,E,VVS1,60.1,58.0,4.51,4.47,2.7,511.4193932966364
1.34,Ideal,G,VS1,62.7,57.0,7.04,7.1,4.43,9100.48019238543
1.01,Good,E,SI1,63.2,59.0,6.25,6.28,3.96,6124.785819865459
1.0,Premium,G,VS2,60.0,59.0,6.54,6.46,3.9,5276.797487150816
1.42,Ideal,F,VVS1,60.8,56.0,7.25,7.32,4.43,9861.184978832414
0.9,Premium,H,VS2,61.2,61.0,6.18,6.08,3.75,4118.69999028932
1.01,Very Good,E,VS2,63.4,60.0,6.37,6.31,4.02,5856.17640453117
0.36,Premium,D,VS2,60.5,58.0,4.63,4.6,2.79,714.2701102862229
0.7,Premium,E,SI1,59.1,62.0,5.8,5.74,3.41,2833.121145254294
0.37,Good,G,SI2,63.3,55.0,4.58,4.61,2.91,788.7019278212324
0.91,Very Good,E,SI1,63.3,56.0,6.12,6.17,3.89,5018.172821314687
0.8,Ideal,H,VS2,62.8,57.0,5.91,5.87,3.7,3285.7298872247356
0.9,Good,E,SI2,63.4,60.0,6.02,6.07,3.83,5099.089499419889
0.31,Ideal,G,IF,61.7,56.0,4.38,4.34,2.69,91.48720187098115
1.51,Good,G,VS1,62.4,59.0,7.25,7.28,4.53,10703.169677126214
1.11,Premium,I,SI2,61.5,58.0,6.65,6.61,4.08,5041.7677499343345
0.41,Ideal,H,VS1,61.0,54.0,4.84,4.8,2.94,753.1952679802052
1.01,Very Good,J,SI2,62.8,59.0,6.34,6.37,3.99,3910.7732942584694
0.7,Ideal,D,VS2,61.6,58.0,5.66,5.7,3.5,3379.6826667095497
1.63,Ideal,G,VS1,61.7,55.0,7.6,7.56,4.68,11375.336042480078
1.61,Premium,D,SI2,61.3,58.0,7.56,7.49,4.61,11591.140843269117
0.72,Very Good,H,SI1,63.0,58.0,5.68,5.71,3.59,2722.739776409402
0.54,Premium,G,VS2,62.0,58.0,5.21,5.18,3.22,1739.4660702578215
1.22,Very Good,G,IF,62.0,59.0,6.8,6.85,4.23,7999.842623089415
0.33,Premium,G,IF,59.4,59.0,4.54,4.49,2.68,157.14282580684403
1.34,Very Good,G,VS2,60.7,59.0,7.04,7.07,4.28,9078.886620738962
0.76,Ideal,H,VVS1,61.8,57.0,5.82,5.86,3.61,3033.1382297005584
1.74,Ideal,E,SI2,62.3,57.0,7.8,7.7,4.83,12880.84875281336
0.32,Ideal,G,SI1,61.3,57.0,4.37,4.4,2.69,549.0644391821972
0.5,Ideal,F,VS2,61.1,58.0,5.1,5.13,3.13,1549.4935957575422
1.44,Good,G,I1,63.2,54.8,7.18,7.21,4.54,9930.094169159805
0.7,Fair,I,SI1,65.2,58.0,5.6,5.56,3.64,1821.8105620934484
0.52,Ideal,E,VS2,61.4,54.0,5.2,5.23,3.2,1630.5885969817464
0.73,Very Good,G,VVS1,62.9,59.0,5.7,5.78,3.61,3780.6292883464394
1.23,Premium,H,VS1,61.1,58.0,6.91,6.86,4.21,6644.471549666061
1.02,Premium,H,VS2,61.9,57.0,6.5,6.4,3.99,4897.574834241058
1.0,Ideal,E,SI1,61.6,55.0,6.45,6.43,3.97,5558.113686371395
0.7,Very Good,D,SI1,61.1,58.0,5.66,5.73,3.48,3499.8113248821
1.5,Very Good,E,SI2,62.8,57.0,7.17,7.23,4.52,10925.612864857176
2.0,Very Good,J,VVS2,63.0,59.0,7.97,8.0,5.03,11370.73498885976
0.3,Very Good,G,VS2,63.1,56.0,4.28,4.25,2.69,102.62167624833819
0.26,Premium,E,VVS2,58.9,61.0,4.19,4.16,2.46,248.86596380550873
0.58,Premium,E,SI1,62.7,58.0,5.33,5.32,3.34,2168.1139569211664
0.4,Very Good,F,VS1,60.4,61.0,4.74,4.77,2.87,991.9009893631
0.26,Ideal,D,VS1,62.0,55.0,4.12,4.1,2.55,232.49499421611608
1.0,Fair,H,SI2,65.1,58.0,6.27,6.15,4.05,4781.609004979315
0.52,Fair,F,VS1,57.2,59.0,5.35,5.39,3.07,1714.234051505221
1.02,Premium,D,SI2,59.7,60.0,6.58,6.55,3.92,5930.237744379633
1.7,Good,I,SI1,59.3,58.0,7.72,7.77,4.59,10792.353518181999
1.01,Premium,H,SI2,61.6,61.0,6.39,6.31,3.91,4979.585312488279
0.55,Ideal,E,VS2,61.8,57.0,5.34,5.27,3.28,1733.973293579299
1.04,Good,F,VS1,63.2,57.0,6.41,6.44,4.06,6063.452594959527
1.02,Premium,D,VS2,62.9,60.0,6.42,6.37,4.02,5835.540950288727
0.3,Ideal,F,SI1,62.3,54.0,4.3,4.27,2.67,401.74611065201225
0.97,Ideal,F,I1,60.7,56.0,6.43,6.41,3.9,5390.483361568189
0.31,Ideal,E,VS2,62.0,55.0,4.35,4.33,2.69,573.6332195436062
0.81,Ideal,H,VS1,61.8,58.0,5.97,6.04,3.71,3346.997837732005
1.02,Premium,D,SI1,62.3,59.0,6.42,6.38,3.99,5913.275522983917
0.3,Premium,I,VVS1,61.1,59.0,4.31,4.33,2.64,397.57469085627326
0.4,Very Good,E,VS1,62.8,59.0,4.63,4.67,2.92,1205.5665453932943
0.71,Very Good,F,VVS1,63.2,60.0,5.65,5.61,3.56,3147.613802988154
0.7,Premium,G,SI1,61.5,58.0,5.69,5.76,3.52,3461.5358957739095
0.23,Ideal,E,SI2,61.5,55.0,3.95,3.98,2.43,346.48257635735354
1.09,Ideal,G,VS1,62.3,55.0,6.59,6.63,4.12,6685.044404182308
0.3,Ideal,E,VVS2,61.0,56.0,4.33,4.39,2.66,486.5280943658372
0.35,Premium,E,VS2,59.5,58.0,4.59,4.62,2.74,619.8296709195647
1.13,Ideal,F,VS2,62.1,56.0,6.65,6.71,4.15,6916.966463194383
0.31,Ideal,G,VVS1,61.5,54.0,4.36,4.39,2.69,439.7748096940327
1.33,Ideal,I,VS2,61.1,54.0,7.14,7.15,4.37,6973.046282932797
1.25,Premium,I,SI2,60.5,58.0,7.0,6.96,4.22,6170.524949024407
2.0,Fair,H,SI1,61.2,50.0,8.17,8.08,4.97,13286.367908496843
0.7,Ideal,G,SI1,62.5,56.0,5.67,5.69,3.55,3216.418819406212
0.39,Good,F,VS2,64.3,55.0,4.56,4.64,2.96,833.0216894188607
0.5,Ideal,E,VS2,60.8,57.0,5.16,5.13,3.13,1442.8678124425442
0.3,Premium,E,VS2,61.6,58.0,4.33,4.31,2.66,481.0699444865277
1.37,Ideal,J,VS2,63.0,57.0,7.11,7.05,4.46,6117.282823840066
0.8,Ideal,H,VS2,62.1,54.0,5.96,5.99,3.71,3238.9342214207827
0.28,Very Good,F,VVS1,60.1,59.0,4.24,4.25,2.55,404.2716372702689
0.34,Good,E,SI1,60.5,60.1,4.5,4.53,2.73,672.1267317014745
0.3,Very Good,E,VS2,62.6,58.0,4.25,4.28,2.67,651.9637293856376
0.85,Ideal,E,SI2,62.8,57.0,6.06,6.01,3.79,4317.239095340888
1.0,Very Good,E,SI1,60.9,59.0,6.38,6.43,3.9,5721.244305214681
0.41,Premium,G,VS2,62.6,59.0,4.73,4.76,2.97,1088.3670444848663
1.5,Premium,G,VS2,60.3,60.0,7.34,7.26,4.4,10095.588087749287
0.72,Very Good,H,SI2,63.3,57.0,5.7,5.67,3.6,2687.7456535737465
0.33,Premium,G,VS1,62.0,59.0,4.42,4.36,2.72,174.82637318594652
0.39,Ideal,E,IF,61.5,55.5,4.68,4.72,2.88,966.6435565127967
0.4,Ideal,E,VS2,61.4,57.0,4.78,4.75,2.92,883.9497532320675
1.01,Good,F,SI1,63.5,59.0,6.29,6.38,4.02,5822.2081183159335
1.02,Ideal,I,SI2,60.6,56.0,6.57,6.53,3.97,4216.216469693237
1.01,Ideal,D,SI1,63.0,56.0,6.36,6.41,4.02,6045.458791020755
0.7,Ideal,F,SI1,61.8,56.0,5.68,5.75,3.53,3019.077307035089
0.57,Very Good,F,VS2,59.5,57.0,5.39,5.43,3.22,2082.259619598515
1.5,Very Good,F,SI1,63.9,58.0,7.12,7.16,4.56,10847.212594231401
1.01,Premium,J,SI2,59.3,56.0,6.51,6.45,3.84,4199.802896558534
0.51,Ideal,D,VS2,61.2,55.0,5.17,5.13,3.15,1627.8947072026158
1.0,Premium,E,SI2,61.7,58.0,6.39,6.34,3.93,5688.800756511122
0.71,Premium,E,VVS1,62.5,57.0,5.67,5.62,3.53,3229.713198203211
0.52,Very Good,D,VVS2,59.8,55.0,5.28,5.35,3.18,1945.083279124105
0.4,Good,I,IF,62.3,62.0,4.69,4.72,2.93,737.158424143513
0.81,Premium,I,VVS2,62.9,59.0,5.95,5.84,3.71,2378.197138014699
0.53,Ideal,F,VVS2,61.3,55.0,5.23,5.27,3.22,1671.4442428786715
2.02,Premium,I,SI2,59.4,59.0,8.25,8.21,4.89,13239.080965331179
2.11,Ideal,I,SI1,61.0,57.0,8.37,8.29,5.08,13668.028783669859
1.15,Ideal,D,VS2,58.5,57.0,6.96,6.93,4.06,7094.220628382309
0.7,Premium,I,VVS2,60.1,59.0,5.8,5.72,3.46,1801.9395154939702
1.07,Premium,F,SI1,61.7,56.0,6.66,6.5,4.06,6287.358509421018
0.56,Ideal,H,SI1,61.9,54.0,5.3,5.33,3.29,1620.5092648415066
1.74,Ideal,G,VS2,62.9,57.0,7.68,7.64,4.82,12489.177124794405
0.31,Very Good,G,VVS2,62.2,56.0,4.31,4.34,2.69,480.3224424182645
0.5,Very Good,H,VVS2,62.9,56.0,5.03,5.08,3.18,1309.9198465333384
1.07,Ideal,D,VVS2,60.3,56.0,6.63,6.68,4.01,6629.065293142155
0.3,Premium,G,VS1,61.8,59.0,4.37,4.34,2.69,29.635937344728518
0.51,Ideal,E,SI1,62.1,55.0,5.09,5.15,3.18,1728.677296755075
0.91,Very Good,G,SI1,63.5,58.0,6.15,6.04,3.87,4418.305827864859
0.3,Very Good,H,SI1,61.3,58.0,4.29,4.33,2.64,359.0478322239305
0.7,Ideal,F,VS2,61.0,55.0,5.74,5.79,3.52,2987.2796416247593
0.76,Ideal,D,VS1,61.7,56.0,5.84,5.87,3.61,3810.7023788255824
1.15,Ideal,I,VS1,61.3,56.0,6.74,6.76,4.14,5624.055378344269
1.47,Premium,J,SI2,60.0,58.0,7.36,7.31,4.4,7476.3717217648555
1.2,Ideal,G,SI1,61.8,59.0,6.77,6.8,4.19,7726.688566931258
1.07,Ideal,E,SI1,60.4,57.0,6.62,6.56,3.98,6169.946914316589
1.01,Ideal,F,SI1,62.0,54.0,6.41,6.49,4.0,5753.118457267819
0.28,Premium,G,VVS2,60.2,60.0,4.24,4.26,2.56,242.07861531194067
2.27,Premium,H,SI2,60.7,59.0,8.5,8.45,5.15,15822.809083621703
0.4,Premium,D,VS2,61.7,59.0,4.75,4.72,2.92,929.5955202556306
0.39,Very Good,J,VS1,63.5,58.0,4.64,4.59,2.93,100.96565901304712
1.14,Premium,H,SI2,60.6,59.0,6.8,6.77,4.11,5853.566558426236
0.53,Ideal,E,VVS1,61.9,55.0,5.2,5.21,3.22,1765.5321673556737
0.4,Ideal,I,SI2,61.0,58.0,4.74,4.77,2.9,749.990193499365
0.58,Premium,H,VS2,59.7,59.0,5.42,5.33,3.21,1838.223731349966
0.7,Premium,D,SI1,61.2,58.0,5.74,5.7,3.5,3082.7986692249283
0.55,Ideal,H,IF,61.5,55.0,5.25,5.29,3.25,1601.274678470409
0.72,Very Good,I,VS2,63.3,57.0,5.66,5.72,3.6,2581.1649232821624
0.3,Ideal,F,SI1,62.3,53.9,4.28,4.31,2.68,389.60168154811345
1.02,Ideal,H,SI1,61.9,57.0,6.46,6.4,3.98,4946.934280054619
0.51,Very Good,I,SI1,63.5,55.0,5.07,5.11,3.23,1181.6533802690592
0.65,Premium,E,SI2,62.6,59.0,5.54,5.49,3.45,2680.4624954175347
1.07,Ideal,H,SI1,61.1,56.0,6.63,6.6,4.04,5295.805863444057
0.43,Ideal,G,VVS1,61.8,55.0,4.87,4.9,3.02,1169.3914771766279
0.32,Premium,I,IF,60.3,58.0,4.41,4.45,2.67,586.788821801335
0.28,Very Good,F,VS2,62.7,58.0,4.14,4.15,2.6,398.49279402532375
1.7,Very Good,G,VS2,62.6,57.0,7.6,7.67,4.78,12638.471133799278
0.51,Very Good,I,SI1,62.5,58.0,5.05,5.12,3.18,1448.9239643851643
0.71,Ideal,D,VS2,60.4,57.0,5.77,5.82,3.5,3452.593651269101
0.4,Premium,E,VS2,62.0,58.0,4.73,4.69,2.92,988.8811215027636
0.9,Ideal,G,SI1,60.2,56.0,6.24,6.29,3.77,5067.41578781162
0.59,Good,F,VS1,60.5,61.0,5.43,5.5,3.31,2143.613936818407
1.19,Premium,D,SI2,58.6,61.0,6.93,6.89,4.05,7623.972329741966
0.51,Premium,G,VS2,61.3,59.0,5.17,5.11,3.15,1333.7283242974486
0.5,Very Good,E,VS2,61.8,57.0,5.05,5.11,3.14,1679.8588544846762
1.01,Fair,H,SI2,64.9,56.0,6.33,6.25,4.08,4810.3911531197855
0.63,Premium,E,VS1,60.4,58.0,5.59,5.64,3.39,2312.054086042419
0.72,Ideal,D,SI2,62.7,55.0,5.7,5.72,3.58,3420.2406701541786
0.3,Ideal,F,VS2,60.7,57.0,4.34,4.29,2.62,466.1123220316913
0.3,Ideal,E,VVS2,61.6,56.0,4.32,4.35,2.67,504.10463757778325
0.29,Very Good,D,VVS2,59.1,61.0,4.33,4.37,2.57,600.7822895543463
1.0,Very Good,E,SI2,63.2,56.0,6.33,6.36,4.01,5809.000246921692
1.17,Ideal,G,VS1,61.7,57.0,6.71,6.75,4.15,7502.779029260355
1.56,Very Good,H,VVS2,63.3,58.0,7.3,7.35,4.64,9490.95966148828
0.56,Ideal,E,SI1,62.7,57.0,5.27,5.23,3.29,2021.6866774200835
0.41,Very Good,I,SI2,63.5,57.0,4.72,4.7,2.99,468.08253081622115
